artist_credit,position,artist,name
id-133792,0,id-133792,Lilac Factor
id-2282736,0,id-1714203,Subculture
id-497547,0,id-497547,Sowjet
id-197642,0,id-197642,Hi Voltage
id-759058,0,id-759058,Electroluxe Family
id-144299,0,id-144299,Twoface
id-716335,0,id-716335,ABSOLUTE CASTAWAY
id-5525,0,id-5525,Louie Bellsons Magic 7
id-2545006,0,id-163660,endthisday
id-499203,0,id-499203,Bogdan Irkük a.k.a. Bulgari
id-965344,0,id-881388,D-Reflection
id-534230,0,id-534230,The Beat Nimphoz
id-329684,0,id-329684,Steve Ellington Band
id-316319,0,id-316319,Tese
id-228396,0,id-228396,Martino.B
id-84100,0,id-84100,Silvertear
id-247054,0,id-247054,Quartershade
id-486499,0,id-486499,Les Costauds de la Lune
id-1047512,0,id-924887,Nick Parton
id-839104,0,id-815987,Duoz
id-812826,0,id-790241,Robert Lauri
id-812826,1,id-790238,Diane Marino
id-425266,0,id-425266,Karen Silver
id-1509367,0,id-1240265,Ten Strings and a Goat Skin
id-153961,0,id-153961,Misjahroon
id-50414,0,id-50414,Sound Advice
id-911152,0,id-852769,Soomo
id-195594,0,id-195594,Chicken Fried Funk
id-740524,0,id-740524,Goreshack
id-373782,0,id-373782,Moonstone Project
