artist_credit,name,artist_count,ref_count,created
id-1129975,DJ Ceejay,1,4,2013-02-20 053743.306205+00
id-321046,The Audio Arts Strings,1,8,2011-05-16 163211.963929+00
id-1129971,Voleti Venkateshwarlu,1,52,2013-02-20 051707.244838+00
id-172855,Djungelpatrullen,1,6,2011-05-16 163211.963929+00
id-1226578,Новые формы,1,22,2013-10-14 014531.844627+00
id-690927,Mark Sinclair  Choci,1,16,2011-05-16 163211.963929+00
id-252296,Deifecation,1,38,2011-05-16 163211.963929+00
id-3372755,King George,1,6,2022-08-12 100803.902962+00
id-690922,DJ Riddler,1,6,2011-05-16 163211.963929+00
id-2189705,Pepper Adams Quintet,1,107,2018-04-01 164619.69712+00
id-733593,Millie  Andrea,1,79,2011-05-16 163211.963929+00
id-1143013,Audio Vixen,1,20,2013-03-24 013618.802854+00
rec-393654-dup-0,The Peter Pan Players and Orch3stra,1,14,2011-05-16 163211.963929+00
rec-393654-dup-1,The Peter Pan Piayers and Orchestra,1,14,2011-05-16 163211.963929+00
id-1478542,Anthony Shepherd  The Roar,2,4,2015-05-20 051338.849747+00
id-193136,Midiots,1,20,2011-05-16 163211.963929+00
id-1223465,Johnny Parker,1,8,2013-10-05 225716.015722+00
id-548268,Sr D. Antonio Pozo,1,6,2011-05-16 163211.963929+00
id-866545,Frank Bell,1,12,2011-10-06 224450.376531+00
id-424665,Booji Boy High,1,6,2011-05-16 163211.963929+00
id-936664,Richie Scotti,1,6,2012-01-28 223122.28796+00
id-345965,Secret Agent Gel,1,38,2011-05-16 163211.963929+00
id-339469,La Bamba and the Hubcaps,1,20,2011-05-16 163211.963929+00
rec-686585-dup-0,Clic1< Box,1,30,2011-05-16 163211.963929+00
id-279074,Cinemascope,1,30,2011-05-16 163211.963929+00
id-454634,Dramtreeo,1,24,2011-05-16 163211.963929+00
id-154604,Jules Verdone,1,34,2011-05-16 163211.963929+00
id-555050,John White,1,28,2011-05-16 163211.963929+00
id-875702,The Dancing Machine,1,10,2011-10-28 230057.685621+00
id-875701,Rhythm Droid,1,28,2011-10-28 225910.567099+00
id-590488,four-O-four,1,48,2011-05-16 163211.963929+00
id-404141,The Displacements,1,17,2011-05-16 163211.963929+00
rec-498352-dup-1,Poljen,1,8,2011-05-16 163211.963929+00
rec-498352-dup-0,Pollem,1,8,2011-05-16 163211.963929+00
id-774511,Eddie Harris Trio,1,30,2011-05-16 163211.963929+00
id-453452,Dawn of Perception,1,14,2011-05-16 163211.963929+00
id-341937,Grupo Cañaveral,1,62,2011-05-16 163211.963929+00
rec-883015-dup-1,Lou Reeds Metal Mschine Trio,1,6,2011-11-14 050001.343505+00
rec-883015-dup-0,Lou Reeds Mwtal Machine Trio,1,6,2011-11-14 050001.343505+00
id-1058904,Felis-Marina,1,6,2012-10-02 145432.724276+00
id-2700192,Skymning,1,6,2020-05-02 205729.540873+00
rec-951913-dup-0,Austim Stone,1,6,2012-03-02 192408.834333+00
id-663236,tommyG,1,4,2011-05-16 163211.963929+00
id-1444471,Culture Code feat. Alexa Ayaz,2,4,2015-03-07 142252.817086+00
id-334821,Dish Hunt,1,28,2011-05-16 163211.963929+00
id-663238,Prince of Assyria,1,48,2011-05-16 163211.963929+00
rec-169579-dup-1,Ritmo Oriejtal,1,40,2011-05-16 163211.963929+00
id-503724,Bombay Saradha,1,10,2011-05-16 163211.963929+00
rec-169579-dup-0,Ritmo Orienta1,1,40,2011-05-16 163211.963929+00
id-1027840,Will.I.Aint,1,6,2012-08-02 171038.827078+00
id-984857,Nonsons,1,50,2012-05-14 124314.392465+00
id-494117,Reactor Music,1,14,2011-05-16 163211.963929+00
id-1144037,De Souza feat. Marcelle Duprey,2,8,2013-03-26 154431.743244+00
id-1202522,Enthauptung,1,12,2013-08-07 022911.573393+00
id-275189,Mindfold,1,6,2011-05-16 163211.963929+00
id-178098,Earthworm,1,59,2011-05-16 163211.963929+00
id-682237,Gregor and the Martians,1,8,2011-05-16 163211.963929+00
id-745704,Pepper  Piano,1,4,2011-05-16 163211.963929+00
id-757827,Dead Mellotron,1,79,2011-05-16 163211.963929+00
id-3394516,Tommy Howell,1,4,2022-09-08 012246.68173+00
id-2817410,Priz The MC Featuring CB Dirty,2,2,2020-10-02 191448.757052+00
id-493209,The Innocence,1,35,2011-05-16 163211.963929+00
id-837985,Roger Shah presents Sunlounger,2,33,2011-07-09 235948.969313+00
id-309270,Mopz Wanted,1,66,2011-05-16 163211.963929+00
id-421935,Matsuriza,1,42,2011-05-16 163211.963929+00
id-41783,Elsa Sophia von Kamphoevener,1,198,2011-05-16 163211.963929+00
id-398894,Your Eyes Are Doves,1,60,2011-05-16 163211.963929+00
id-3184675,Vhstokyo,1,4,2021-12-24 200416.909847+00
id-977107,Defiant DJs,1,16,2012-04-29 085507.440551+00
id-379066,Madame Star,1,12,2011-05-16 163211.963929+00
id-4569,Daryl Williams Trio,1,66,2011-05-16 163211.963929+00
id-648396,Audio Pirates,1,6,2011-05-16 163211.963929+00
id-1198762,Marion Rose,1,30,2013-07-31 011658.150149+00
id-1194020,Chris Molitor,1,20,2013-07-21 004924.227404+00
id-559723,Charango,1,16,2011-05-16 163211.963929+00
id-1040942,Square Room Heroes,1,8,2012-08-26 182232.705549+00
id-363326,Computerman,1,10,2011-05-16 163211.963929+00
id-450878,Fumas,1,18,2011-05-16 163211.963929+00
id-476667,Metrika,1,18,2011-05-16 163211.963929+00
id-978450,Brynjolfur,1,26,2012-05-01 193334.678639+00
id-557613,The Poor Souls of Pompeii,1,28,2011-05-16 163211.963929+00
id-557344,Diaouled ar Menez,1,72,2011-05-16 163211.963929+00
id-776003,Anullaby,1,8,2011-05-16 163211.963929+00
id-166170,The Pieces,1,50,2011-05-16 163211.963929+00
id-505447,Silbernacht,1,10,2011-05-16 163211.963929+00
id-134868,Sight  Sound,1,15,2011-05-16 163211.963929+00
id-358430,Negru Pvlse,1,26,2011-05-16 163211.963929+00
id-194201,Booyaka Crew,1,8,2011-05-16 163211.963929+00
id-358437,The Hellphones,1,32,2011-05-16 163211.963929+00
id-113381,The Forces of Evil,1,95,2011-05-16 163211.963929+00
id-234085,Omer Avital Group,1,52,2011-05-16 163211.963929+00
id-2349615,Fourth in the Fire,1,44,2019-01-19 160044.03308+00
id-5786,Slavek Hanzlik,1,80,2011-05-16 163211.963929+00
id-450876,Nostradamus0014,1,12,2011-05-16 163211.963929+00
id-332505,A  A,1,8,2011-05-16 163211.963929+00
id-225307,Torsion,1,39,2011-05-16 163211.963929+00
id-532307,Kobaltblu,1,4,2011-05-16 163211.963929+00
rec-405142-dup-0,Takve,1,20,2011-05-16 163211.963929+00
id-589155,Suntra,1,38,2011-05-16 163211.963929+00
id-607463,Frozen Eternity,1,32,2011-05-16 163211.963929+00
id-956061,Sink to See,1,12,2012-03-14 000315.366302+00
id-2878734,Brando,1,8,2020-12-17 145712.955865+00
id-776818,Roger Haddad,1,18,2011-05-16 163211.963929+00
id-744975,Radical Kick,1,8,2011-05-16 163211.963929+00
id-1396299,Great White,1,2,2014-12-01 170624.449223+00
rec-1392124-dup-0,Trasb the Dress,1,34,2014-11-23 060410.940509+00
id-954514,Joan Heneghan,1,16,2012-03-10 015746.849044+00
id-742152,Joan Rohrer Hundhausen,1,10,2011-05-16 163211.963929+00
id-1753291,LKA,1,40,2016-11-18 043755.840775+00
id-450634,Waking the Cadaver,1,139,2011-05-16 163211.963929+00
id-3069062,FEiN,1,97,2021-08-12 212941.942152+00
id-1157206,White Come Come,1,16,2013-04-25 053941.852742+00
id-648972,Half Past Sun,1,30,2011-05-16 163211.963929+00
id-154849,Stefan Dennis,1,10,2011-05-16 163211.963929+00
id-534463,Next Wave of Jazz,1,12,2011-05-16 163211.963929+00
id-1206204,Elbow Deep,1,36,2013-08-16 021819.018925+00
id-355896,Boulevard East,1,10,2011-05-16 163211.963929+00
id-723065,ジョンジョリーナ・アリー,1,20,2011-05-16 163211.963929+00
id-583668,Atitude 4,1,32,2011-05-16 163211.963929+00
id-3223795,YSG Fazo,1,12,2022-02-11 020611.537992+00
id-317724,Drake Tungsten,1,54,2011-05-16 163211.963929+00
id-2009611,Ocean Jet,1,72,2017-05-30 094822.701118+00
id-2005948,Hy.Tone,1,4,2017-05-23 212256.62527+00
id-1287773,Afterlife,1,14,2014-03-10 213609.381021+00
id-786988,Prince Ellis,1,6,2011-05-16 163211.963929+00
id-530770,Gruppe Favorit,1,22,2011-05-16 163211.963929+00
id-587768,Ziggy Heroe,1,6,2011-05-16 163211.963929+00
rec-391793-dup-0,Dfei Farben House,1,89,2011-05-16 163211.963929+00
id-674187,love culture,1,8,2011-05-16 163211.963929+00
id-737177,Suma Catarsis,1,12,2011-05-16 163211.963929+00
id-584495,Henry Muldrow,1,10,2011-05-16 163211.963929+00
id-1213607,Eight Legged Horse,1,14,2013-09-06 093540.101732+00
id-709140,The Crystal Ark,1,69,2011-05-16 163211.963929+00
id-1080548,Cyrine Abdel Nour,1,30,2012-11-15 170557.714177+00
rec-2347130-dup-1,Hi-Fis of tye 90s,1,14,2019-01-16 150027.432917+00
rec-2347130-dup-0,Hi-Fis of the o0s,1,14,2019-01-16 150027.432917+00
id-1405064,Idenline,1,7,2014-12-20 163612.045548+00
id-680055,The Potion,1,12,2011-05-16 163211.963929+00
id-62362,Ernie  the Top Notes,1,24,2011-05-16 163211.963929+00
id-661093,SUNBEARS,1,60,2011-05-16 163211.963929+00
id-1159486,Ravers Reality,1,6,2013-05-01 115712.244837+00
id-2617894,Alex Tolstey,1,2,2020-02-07 000031.534713+00
id-138819,Digimind,1,16,2011-05-16 163211.963929+00
id-100033,D-Plac,1,40,2011-05-16 163211.963929+00
rec-166500-dup-0,Darlingbeart,1,37,2011-05-16 163211.963929+00
id-166500,Darlingheart,1,37,2011-05-16 163211.963929+00
id-2368555,Flaga,1,20,2019-02-17 000850.801079+00
id-1067072,Symphony Hall,1,10,2012-10-18 070100.533786+00
id-744893,The Cumshots,1,8,2011-05-16 163211.963929+00
id-632753,Волшебники,1,18,2011-05-16 163211.963929+00
id-1058486,Vulkan,1,12,2012-10-01 080600.470659+00
id-492616,Racalmuto,1,2,2011-05-16 163211.963929+00
id-46497,The Khan Brothers,1,6,2011-05-16 163211.963929+00
id-2820084,Vigo Qinan,1,4,2020-10-05 230748.473507+00
id-338835,Viith Temple,1,8,2011-05-16 163211.963929+00
id-145480,By Water,1,4,2011-05-16 163211.963929+00
id-436678,JB Project,1,44,2011-05-16 163211.963929+00
id-528580,Soul Soup,1,6,2011-05-16 163211.963929+00
id-466436,Jantje  the White Comets,1,10,2011-05-16 163211.963929+00
id-45174,Satomi Momozono,1,6,2011-05-16 163211.963929+00
id-2592724,Optiv  BTK,1,175,2020-01-10 020247.430474+00
id-682986,Dave and Brian,1,35,2011-05-16 163211.963929+00
id-2649134,Neighborhood Tennis Club  Vanessa Honea,2,4,2020-03-13 021757.394798+00
id-2822025,Amy Wald,1,7,2020-10-08 071326.671637+00
id-667491,Carl Darling,1,16,2011-05-16 163211.963929+00
id-23783,LOKKA,1,4,2011-05-16 163211.963929+00
rec-611829-dup-1,Georbe Cochrane,1,22,2011-05-16 163211.963929+00
rec-611829-dup-0,Georgs Cochrane,1,22,2011-05-16 163211.963929+00
id-398245,Hot Cuisine,1,24,2011-05-16 163211.963929+00
id-140441,Crunch,1,132,2011-05-16 163211.963929+00
id-1479556,Craig Burk,1,32,2015-05-22 172551.088122+00
rec-2139194-dup-0,Rowjau,1,94,2018-01-03 214813.578131+00
id-1205596,Canun,1,8,2013-08-14 145630.178706+00
id-6976,Baby Snufkin,1,62,2011-05-16 163211.963929+00
id-188448,Antibreak,1,103,2011-05-16 163211.963929+00
id-298010,Special A,1,14,2011-05-16 163211.963929+00
id-1225313,The Blue Veins,1,16,2013-10-10 002442.857443+00
id-1133014,19 Hz,1,39,2013-02-26 203751.832356+00
rec-456422-dup-0,Massimo Scallci,1,36,2011-05-16 163211.963929+00
id-1545705,James Gordon,1,40,2015-10-08 134908.990836+00
id-1077875,Mr  Mrs,1,14,2012-11-10 010148.493422+00
id-1211123,Tabou National,1,6,2013-08-29 200434.912718+00
id-594158,Altered,1,54,2011-05-16 163211.963929+00
id-1170319,Beyond Sanctorum,1,6,2013-05-24 232326.710319+00
id-1031323,Glass Diamond,1,10,2012-08-08 130158.168206+00
id-1031320,Cubiq,1,8,2012-08-08 124827.720727+00
id-373428,The New York Rock Ensemble,1,28,2011-05-16 163211.963929+00
id-744270,Malachia,1,4,2011-05-16 163211.963929+00
id-775858,1833 AD,1,36,2011-05-16 163211.963929+00
id-474022,Ikam,1,10,2011-05-16 163211.963929+00
id-293679,Principle Fetterman,1,14,2011-05-16 163211.963929+00
id-2934704,This Nightmare,1,20,2021-02-21 144244.190193+00
id-68947,Jimpy,1,33,2011-05-16 163211.963929+00
id-246475,Ianto Ware,1,14,2011-05-16 163211.963929+00
id-670662,Out of the Afternoon,1,6,2011-05-16 163211.963929+00
id-2436688,Johnny  Jackey,1,29,2019-06-07 223340.357509+00
id-3370289,DjBlack CapsulaMusic,1,373,2022-08-08 184123.965757+00
id-2503411,v i r t u a l _ b o y,1,26,2019-09-21 164127.394864+00
id-719282,That Guy With the Headphones,1,28,2011-05-16 163211.963929+00
id-567798,Shalma-,1,14,2011-05-16 163211.963929+00
id-686337,Dop Teknik,1,6,2011-05-16 163211.963929+00
id-337922,The Water Babies,1,8,2011-05-16 163211.963929+00
id-1189546,Clarky Cats,1,5,2013-07-07 210808.678966+00
id-522279,Will E. Nankivelle,1,8,2011-05-16 163211.963929+00
id-427498,K○Y,1,14,2011-05-16 163211.963929+00
id-540832,The Love-In,1,17,2011-05-16 163211.963929+00
id-1055392,Las Acevedo,1,14,2012-09-24 111643.7802+00
id-1226759,Zed Penguin,1,14,2013-10-14 173936.004085+00
rec-187469-dup-0,Fraicly Cat,1,28,2011-05-16 163211.963929+00
id-58502,Web,1,81,2011-05-16 163211.963929+00
id-1322441,The Yann Fontaine Project,1,18,2014-06-04 103649.012987+00
id-777180,Dubbyman,1,53,2011-05-16 163211.963929+00
id-777187,Celtic Spring,1,53,2011-05-16 163211.963929+00
id-637713,Missy Motional,1,6,2011-05-16 163211.963929+00
id-1478971,Purnamwulan,1,4,2015-05-21 041514.298493+00
id-1208402,Clamor of Existence,1,16,2013-08-22 023306.489552+00
rec-357817-dup-0,Bill Maynaed,1,32,2011-05-16 163211.963929+00
id-421540,Maybe Monday,1,8,2011-05-16 163211.963929+00
id-2650747,Kreld feat. Jófríður,2,4,2020-03-14 215835.25489+00
id-827490,Son of Man,1,6,2011-06-09 000342.870508+00
rec-623758-dup-0,Maurfabr,1,46,2011-05-16 163211.963929+00
id-2460327,Kiyoshi Sugimoto Quintet,1,18,2019-07-10 222832.011771+00
id-459602,Jombo Life,1,8,2011-05-16 163211.963929+00
id-1731537,Kawaii Dash,1,20,2016-10-13 111044.400574+00
id-758321,Anteis Symphonia,1,18,2011-05-16 163211.963929+00
id-412093,Leonard J. Paul,1,96,2011-05-16 163211.963929+00
id-712396,Margaret McClure,1,28,2011-05-16 163211.963929+00
id-712395,Bo-Shed,1,6,2011-05-16 163211.963929+00
id-403705,Alexey V,1,60,2011-05-16 163211.963929+00
id-483418,A Band,1,6,2011-05-16 163211.963929+00
id-55176,Dance United,1,119,2011-05-16 163211.963929+00
id-50414,Sound Advice,1,44,2011-05-16 163211.963929+00
id-1217979,MJ Durkin,1,18,2013-09-17 215558.844321+00
id-698152,Jay Dunphy,1,16,2011-05-16 163211.963929+00
id-698155,Neil Gard,1,10,2011-05-16 163211.963929+00
id-484997,Die Freilandkühe,1,60,2011-05-16 163211.963929+00
id-626034,H.P. Winkler,1,4,2011-05-16 163211.963929+00
id-626035,Xpop,1,10,2011-05-16 163211.963929+00
id-418140,Jon Nuccle,1,6,2011-05-16 163211.963929+00
id-623777,Ciudad dormitorio,1,14,2011-05-16 163211.963929+00
id-612541,Miusha,1,50,2011-05-16 163211.963929+00
id-2938940,Fruits,1,4,2021-02-26 104819.202487+00
id-612543,Archangel,1,86,2011-05-16 163211.963929+00
id-596786,failotron,1,46,2011-05-16 163211.963929+00
id-689317,Zaa  El Yao,1,4,2011-05-16 163211.963929+00
id-554738,Holy Life,1,14,2011-05-16 163211.963929+00
id-509281,L  S Experience,1,6,2011-05-16 163211.963929+00
id-2132486,LTrain,1,40,2017-12-23 032504.571444+00
id-1317722,Colony of Meditation,1,12,2014-05-23 080426.679446+00
id-296948,Erik Truffaz Quintet,1,20,2011-05-16 163211.963929+00
id-1199316,冬子,1,22,2013-08-01 003550.771215+00
rec-969285-dup-0,Unvs Emre,1,14,2012-04-12 133347.716713+00
id-1199310,Amarula,1,2,2013-08-01 000013.443799+00
id-284322,Protogonos,1,10,2011-05-16 163211.963929+00
id-106574,Derk Von Uberstell,1,16,2011-05-16 163211.963929+00
id-231272,Charing X,1,6,2011-05-16 163211.963929+00
id-461782,Hesper Payne,1,132,2011-05-16 163211.963929+00
id-197258,Fierce Allegiance,1,24,2011-05-16 163211.963929+00
id-190752,De Dopegezinde Gemeente,1,38,2011-05-16 163211.963929+00
id-324712,International Music System,1,75,2011-05-16 163211.963929+00
id-187796,Shep Fields  His Rippling Rhythm Orchestra,1,72,2011-05-16 163211.963929+00
id-288692,천명아,1,6,2011-05-16 163211.963929+00
id-199583,Beats for Beginners,1,61,2011-05-16 163211.963929+00
id-485480,lowkey+nude,1,35,2011-05-16 163211.963929+00
id-2380843,Something Like Squids,1,4,2019-03-06 134437.499565+00
id-313362,Technological Terror Crew,1,58,2011-05-16 163211.963929+00
id-624177,Rebels Quartet,1,6,2011-05-16 163211.963929+00
id-8254,Don Scavone,1,28,2011-05-16 163211.963929+00
id-433970,Stud Puppet,1,6,2011-05-16 163211.963929+00
id-657844,King Amazin,1,10,2011-05-16 163211.963929+00
id-537830,Ryan David Orr,1,44,2011-05-16 163211.963929+00
id-2007294,gabocarina96  SwigglesRP,2,4,2017-05-26 082652.537502+00
id-730803,Karatekas,1,16,2011-05-16 163211.963929+00
id-730800,DJ Sine,1,6,2011-05-16 163211.963929+00
id-442929,NNSClassical Beauty,1,44,2011-05-16 163211.963929+00
id-523806,Qhwertt,1,10,2011-05-16 163211.963929+00
id-347011,Joyphilter,1,12,2011-05-16 163211.963929+00
id-3073969,Full Crescent,1,16,2021-08-19 184352.444939+00
id-708154,The Wyrding Module,1,19,2011-05-16 163211.963929+00
rec-221491-dup-0,Sacafio,1,19,2011-05-16 163211.963929+00
id-56731,Native America,1,92,2011-05-16 163211.963929+00
id-2536711,AGNARKEA,1,124,2019-11-04 010742.488132+00
id-414493,Turnip Truck,1,10,2011-05-16 163211.963929+00
id-803905,Anythium,1,22,2011-05-16 163211.963929+00
id-1077264,Guttstar,1,20,2012-11-08 182737.423067+00
id-2008223,Moe Shot feat. Ziggy Illfame,2,4,2017-05-27 163826.508541+00
id-648566,Last Resistance,1,12,2011-05-16 163211.963929+00
id-676401,John Stevens Away,1,14,2011-05-16 163211.963929+00
id-228945,スリーライツ,1,29,2011-05-16 163211.963929+00
id-125209,Andre Harris,1,45,2011-05-16 163211.963929+00
id-2342037,Heistheartist,1,66,2019-01-10 070447.733677+00
rec-375147-dup-1,Kaimiņo,1,83,2011-05-16 163211.963929+00
id-2025613,tri-bute cafe,1,29,2017-07-02 140025.426358+00
id-643880,Deaf Royalty,1,8,2011-05-16 163211.963929+00
rec-786472-dup-0,Pelegrimno,1,4,2011-05-16 163211.963929+00
id-60609,Divine Inspiration,1,275,2011-05-16 163211.963929+00
id-1219520,Cassette  Tape / Rapheal  Phillip,2,2,2013-09-23 183823.606534+00
id-1274282,I Guard the Throne,1,12,2014-02-11 070323.024327+00
id-543213,Les Trucs,1,132,2011-05-16 163211.963929+00
id-156506,Hamburger Arroganz,1,88,2011-05-16 163211.963929+00
id-5423,The Hal Galper Quintet,1,64,2011-05-16 163211.963929+00
id-215455,Harvest Flight,1,22,2011-05-16 163211.963929+00
id-889515,Dick Rasurell et ses Berlurons,1,24,2011-11-24 224509.881621+00
id-1191319,Earth Collapse,1,6,2013-07-14 181726.938921+00
id-779805,Zapata,1,6,2011-05-16 163211.963929+00
id-168429,DJ Riko,1,96,2011-05-16 163211.963929+00
id-779778,Monsieur Moutarde,1,16,2011-05-16 163211.963929+00
id-779808,Gerry Anderson,1,2,2011-05-16 163211.963929+00
id-6787,Tang Liangxing,1,20,2011-05-16 163211.963929+00
id-278615,Sticks,1,10,2011-05-16 163211.963929+00
id-1087818,Caras Pintadas,1,4,2012-11-30 215004.259682+00
id-2818386,Ed Marquis,1,4,2020-10-04 002354.897447+00
rec-210083-dup-0,Jupitee Sun,1,45,2011-05-16 163211.963929+00
id-634428,Noel Towers,1,10,2011-05-16 163211.963929+00
id-3309570,Rincón de Luz,1,26,2022-05-26 134920.870521+00
id-634420,Nagual Art,1,62,2011-05-16 163211.963929+00
rec-698808-dup-0,Mr. A Ba1ladeer,1,24,2011-05-16 163211.963929+00
id-1393034,Every Atlas,1,10,2014-11-24 201030.662405+00
id-462927,Merlinmoon,1,12,2011-05-16 163211.963929+00
id-617600,All Saved Freak Band,1,184,2011-05-16 163211.963929+00
id-277480,Descent,1,24,2011-05-16 163211.963929+00
id-1207947,American Dog and Fin,1,22,2013-08-20 185151.167496+00
id-1207762,WE ARE TWIN,1,41,2013-08-20 092826.463401+00
id-1207943,Biff Taylor,1,12,2013-08-20 183945.570842+00
id-3305645,Homeebode,1,4,2022-05-21 083451.891913+00
id-2372867,🌫,1,4,2019-02-23 050830.465489+00
id-526606,Equus,1,8,2011-05-16 163211.963929+00
id-316283,Meghan Shanley,1,4,2011-05-16 163211.963929+00
id-540749,James Sudakow,1,14,2011-05-16 163211.963929+00
id-493488,Synful Dyme,1,14,2011-05-16 163211.963929+00
id-1067197,Dub Tao / Mathematics  Spinline,3,2,2012-10-18 134637.153209+00
id-2046235,BLVK.,1,78,2017-08-05 015032.480939+00
id-598122,Matt Pepin,1,24,2011-05-16 163211.963929+00
id-260293,Mousefolk,1,61,2011-05-16 163211.963929+00
id-2100911,Jessica Agombar,1,20,2017-11-03 111503.547009+00
id-1067198,Mathematics  Spinline,2,2,2012-10-18 134637.153209+00
id-1163970,Shelton Pinhero  Shirdhin Thomas,2,2,2013-05-10 185103.411311+00
id-549116,DER VENTILATOR,1,34,2011-05-16 163211.963929+00
id-188303,The Lounge,1,37,2011-05-16 163211.963929+00
id-115974,Khani Cole,1,34,2011-05-16 163211.963929+00
id-1008145,Strictly M.O.R.,1,27,2012-06-30 134641.243494+00
id-3073777,William Smith Jr.,1,4,2021-08-19 151027.322874+00
id-400720,ドクロ団,1,22,2011-05-16 163211.963929+00
id-949842,Planet Perfecto Knights,1,81,2012-02-26 063254.357806+00
id-378555,A Lily,1,105,2011-05-16 163211.963929+00
id-748980,Señor Stereo,1,26,2011-05-16 163211.963929+00
id-1152458,Speed Limits  T4L,2,14,2013-04-14 113201.81542+00
id-679137,Camps with Meaning,1,48,2011-05-16 163211.963929+00
id-1154674,Ungar,1,12,2013-04-19 134054.053804+00
id-613967,Hotzelectrics,1,6,2011-05-16 163211.963929+00
rec-565961-dup-0,E.P,1,6,2011-05-16 163211.963929+00
id-418448,Sizen,1,28,2011-05-16 163211.963929+00
id-1590596,Profil Bas,1,24,2016-01-07 104806.044466+00
rec-634400-dup-0,Omas FGT gs .at/on,1,10,2011-05-16 163211.963929+00
id-774535,Skywave Systems,1,6,2011-05-16 163211.963929+00
rec-3224780-dup-0,Navy  Baby  Q‐K8lla,2,2,2022-02-12 070018.689365+00
id-459385,The Pop Mafia,1,10,2011-05-16 163211.963929+00
id-459386,OPN,1,10,2011-05-16 163211.963929+00
id-1080097,Phd²,1,34,2012-11-14 212514.502113+00
id-839565,S2F Alliance,1,8,2011-07-15 203050.619158+00
id-551287,The Corrections,1,24,2011-05-16 163211.963929+00
id-782611,Machine Gun Moses,1,24,2011-05-16 163211.963929+00
id-506128,François Béru et les Anges Déchus,1,28,2011-05-16 163211.963929+00
id-796137,Maureen Rees,1,8,2011-05-16 163211.963929+00
id-49858,Sugar Daddy,1,60,2011-05-16 163211.963929+00
id-114598,Kenny Barron Trio,1,149,2011-05-16 163211.963929+00
rec-2008223-dup-0,Moe Shot feat. Z:ggy Illfame,2,4,2017-05-27 163826.508541+00
id-452176,Jon Heintz,1,8,2011-05-16 163211.963929+00
id-1030795,624,1,10,2012-08-07 102516.449346+00
id-173059,Alchemy,1,16,2011-05-16 163211.963929+00
id-2375560,Lia Taburcean,1,4,2019-02-27 074040.466458+00
id-2375561,Yusuf Ekşioğlu,1,4,2019-02-27 075425.98756+00
id-1097236,Gay Africa,1,6,2012-12-16 230618.974834+00
id-969585,Tommy J,1,6,2012-04-13 053840.025913+00
id-969581,East Side Band,1,6,2012-04-13 045949.878117+00
id-3225266,Zephyrianna,1,12,2022-02-12 232801.96968+00
id-1612116,Pretty Things/Yardbird Blues Band,1,76,2016-02-18 090049.165541+00
rec-348036-dup-0,Neverjettles,1,8,2011-05-16 163211.963929+00
id-501602,Deepwater,1,8,2011-05-16 163211.963929+00
id-941715,Electric Gold,1,16,2012-02-08 131007.078929+00
id-729492,Indyus,1,22,2011-05-16 163211.963929+00
id-656676,The Amazing Bingo Band,1,8,2011-05-16 163211.963929+00
id-605804,Azhrak,1,8,2011-05-16 163211.963929+00
id-577611,Zé Henrique  Gabriel,1,132,2011-05-16 163211.963929+00
id-347195,Barefoot Books,1,18,2011-05-16 163211.963929+00
id-432968,The Corrosives,1,8,2011-05-16 163211.963929+00
id-95735,Oudja,1,117,2011-05-16 163211.963929+00
id-161886,Precision Cuts,1,31,2011-05-16 163211.963929+00
id-3059934,Mia Rodriguez,1,42,2021-07-31 144617.117126+00
id-1133602,Pepper Adams Quartet,1,54,2013-02-28 190625.849762+00
id-629229,Gingagaruga,1,14,2011-05-16 163211.963929+00
id-421952,Guilt By Association,1,32,2011-05-16 163211.963929+00
rec-535817-dup-1,Carloa Pacheco Torres,1,16,2011-05-16 163211.963929+00
rec-535817-dup-0,Carlos Pacbeco Torres,1,16,2011-05-16 163211.963929+00
id-44354,The 3 Jays,1,113,2011-05-16 163211.963929+00
id-1107285,Xamiga,1,39,2013-01-04 221052.225759+00
rec-411239-dup-0,Cthulhu Biomecbanical,1,10,2011-05-16 163211.963929+00
id-237186,New Wave Blasphemy,1,12,2011-05-16 163211.963929+00
id-1409167,GENTLE LOVE,1,341,2014-12-30 111046.316684+00
id-379737,Muff,1,15,2011-05-16 163211.963929+00
id-999033,Chesterfield,1,8,2012-06-12 043800.6792+00
id-305968,S.U.M.P.,1,33,2011-05-16 163211.963929+00
id-1222589,Ezio feat. Abraham Fernández,2,4,2013-10-03 080011.884636+00
id-630047,Real Combo Lisbonense,1,32,2011-05-16 163211.963929+00
rec-592685-dup-1,Jemma Nicooe Sewuese Ricardo,1,2,2011-05-16 163211.963929+00
id-1225942,Edge of Brutality,1,8,2013-10-12 094321.353113+00
id-666448,Friend for a Foe,1,39,2011-05-16 163211.963929+00
id-504862,Big Geminii,1,33,2011-05-16 163211.963929+00
id-377192,Stefani Montiel,1,68,2011-05-16 163211.963929+00
rec-735680-dup-0,Godclakk,1,20,2011-05-16 163211.963929+00
id-61566,Giddy Motors,1,73,2011-05-16 163211.963929+00
id-429379,Thunderbear,1,34,2011-05-16 163211.963929+00
rec-1509390-dup-0,bardarie trio,1,28,2015-07-20 080027.601972+00
id-550667,Buddy  The Creations,1,6,2011-05-16 163211.963929+00
id-776024,20 Grit,1,26,2011-05-16 163211.963929+00
id-933378,The Micronaut,1,215,2012-01-21 144953.959476+00
id-391793,Drei Farben House,1,89,2011-05-16 163211.963929+00
id-345489,The Ambrose Giants,1,10,2011-05-16 163211.963929+00
