label,gid,name,label_type,area,ended
43725,5e765034a00b41758d6b12eb43ed3ebe,Ngọc Anh Productions,,229,f
50537,d388ff1dc9cd4c279329f6924b279140,Breathe,Original Production,138,f
135234,24d5cfcfb700427b9d9b7980d9685439,Cloud Forest Recordings,Production,115876,f
183272,5ab40f0daeee4402bdd247b060921b6d,HOUSE of BLESS,,,f
136968,57be57f2bdfc49b393f748ebb815bd3e,Bozon Records,,170,f
197350,6fa198a17a54438e90003371d7bcdc4c,Mau Tak Mau Records,,100,f
55969,38d8a8d82835485382954b8d3f58dc2e,Boondock Saints LLC,,222,f
147669,d9903dc23f6d4496b38a47624297134b,Sound Reason,,,f
73705,98702bc98b254b07bf3e1c0a5b1cca54,Shalom Salon,Original Production,,f
95982,354bdf0d908f4b089a4423a35473ba28,EMM Records,Publisher,12025,f
240470,91bcf7f45c6740a8984a8c761c472102,Hunnypot Happenings,Publisher,,f
215984,a1566a5cbd05484eba1b8731fa962875,Sunday Supper Records,,,f
129870,7beff709e38542f2b1890272d16114d1,Karaoglu Music,Publisher,,f
65524,b76e6dcee1004db9b014b02a7e77ca66,Silver United,,67,f
190486,5143de43631646608992cbafd6436c96,Magical Remixing™,Original Production,,f
28606,b8efbe0efc834eb9bd1047d2d1d19e97,Samurai Records UK,Original Production,221,f
58343,5eee093c7aa2420b925db98d7b9cac01,Extreme Electronics,,,f
125782,5a34bc91c20a471ba50131f8a049e9f8,Bottom Row Promotion,,,f
171588,d5db8acef93e4752b4b15c473f975ebc,Galinette Production,Distributor,,f
87709,6e4cb1cdc8e64c729854c59026aef9b9,Limité,,81,f
246452,71bee66c8e61409b8d65b090d7b0707b,Inglorious Records,Original Production,12030,f
36834,85965fee90e7429f8328c6a3e7a6cf4c,Dead End Social Club,,,f
20346,e403421565324b02bfc3ef060969a6e6,Sequential,Original Production,221,f
17652,e6a24026f32c44cf8588f555ee5f8efe,Cr2 Records,Production,221,f
195301,f66f9d1cf2164afe85f0add842535394,Enoch Music,,82,f
209492,04a9b1ea2cb84b08868fa27e85dce0b4,Bánh Mì Verlag,Original Production,222,f
107294,35acc7dde74242828c0487be46e2e12c,Slice of Sicilian Music,Publisher,222,f
170396,cac3d2b92f884f8bb534b92412fe43c9,Artistical Productions,,30,f
209274,a157ba0e5a2945cb9f2a0090a24ad6d6,PANDA TRAX,Production,398,t
80674,d8350facb26e4a1394cfa93cf1b729ef,Spruce and Maple Music,,,f
215507,e4d975c3ff3348db9d709c1ebec1cc38,Screwed Up Records  Tapes,,,f
168019,26445be5af6f4fc584ce24698921b738,Dollar Music Gang,Production,29637,f
222203,e6f57894ca264ce085757d0d51a1141a,supporter records,,69835,f
223714,a82e319fc7284556acfe6fe17e203123,B Bricks Music Company,Publisher,222,f
36163,bff5ffdce0e84a4abe4f50547c4dbace,Intensive Scare Records Germany,,81,f
136000,cd399b5f31a44911bf8dda4f91e264a8,Torquett,,,f
186361,3e7a9359430549e18eb5879f922dfbcd,Jerk Records,,,f
34318,c89886e64b52444185f9d937401c2b06,Sustained Records,Original Production,221,f
237650,e933a8557c434601a53c29c88d41dbd2,ZR Network,,,f
128394,c7a888fe902548f9a962ee68626dce07,Tefnoise Publishing LLC,Publisher,222,f
191220,27e78260c3ab4973ae19aa1ee3dd3409,Edizioni Pelago,,,f
228569,76dc853fb3b1466fbde436c776378939,Privet Songs,Publisher,,f
246373,cf63b5d3d1c8417485c5173465405272,Bandboy,,,f
116726,cc3b680af45041ab855bf37aebf24cc3,Big Deal Music LLC,,,f
176936,1fb53be9d19c4f13ac25c9e4d96bd9c8,Repulsive Evil Productions,,,f
24874,1bc67c261393448f81945ce5231f5a9d,Junior London,Original Production,221,f
55359,75993f7b059a4e4c84b02ac5aeea6ecf,Cote Labo,Original Production,241,f
239437,8c2978cf9beb45fb8085620b8770418a,Trasig Records,Distributor,,f
194780,ee951d709ecf471b971909112259a638,Intelligence Records,Original Production,3892,f
110430,2f9d3fa578fb46dba13e4a58e23ef999,Pseudogeddon,,,f
159231,59d3298da4c348e6b0a02b2c66062ba9,Solar Management Ltd,Production,,f
163012,6fb48e5ce60c4a9ab4838cf7529b7ab8,Matapalo Music Group,Imprint,,f
86796,ca0512fccbd5485391bd4ebc8f091538,Hard Rock Shop,,,f
188751,c53bacc8c8944eb28c121fdea90aa5e1,Jeff Burkhart,Publisher,222,f
202920,4b393b4a0b0e4a859f9550f5a0bd368a,Edizioni Bang Bang,,105,f
97994,5173cf9395354cb7a393c178eff0a847,ALLOFUS Recordings,,,f
77512,7727c5cf535a463e93e6e6bd2f9fa889,CongIndy,,,f
42065,2e03dae7413849f48a6d6b50a2cf015d,Ellel Ministries,,13,f
125461,b8d16f95bc294c3c986fa6f16eef506c,Umlaut Records,Original Production,,f
251645,6cd8b5eca5594891912bf6e8995b9f11,KLT Ekoizpenak,,,f
216607,24f42934794c40778d194a90e4acbebf,Vulcano Music Entertainment,,,f
246303,4423db2317bf4023a3f5c18eddc970c4,Life Inside Out,,,f
193150,06549cf6ecb74bc196aa57f100610cbe,Bob Welch Records,Original Production,222,f
181054,66e543deaa8e4fa8bd60622df048f14d,Kornarion,,,f
158472,73dc7a65c8ac40a3a4663a1366519a28,Born Alpha,Original Production,38,f
54633,3189ee0c246847cbb8a2a717fe8c0a26,Epervier,Original Production,,f
177452,0b96ac018af84697855b501de5250f9c,Madamelune,Production,73,f
210638,d589b40518904290be33877a87d68d55,MProd Artist Kft,Publisher,97,f
25680,dc0422d12d6c43c7aff2f3d440bcd027,Suburban Trash Industries,,81,f
205786,aa3130c2ee6940c8a3b05c11f144285d,Apesauce Records,,,f
113475,9ebda75994904b36a1223af2417c2f54,Recursive Delete AudioVisual,Publisher,5147,f
237369,3ed2f108de374b9391699d7433614eb8,SirLofi,Bootleg Production,,f
112709,0f930235bfa94da3960b4d6eed46fa33,Vulkania,,30,f
157439,414ce75d90224c929d9bd63e61df0ad8,Celldeath,Distributor,5099,f
198090,a642bd5d8c8c46c6adeced61538df578,Sleestak Muzak,Original Production,29559,f
88240,3ab2eb08d9564ed78ad201efb9ae3427,Greeninch Sound,,67890,f
28724,5f613f95a414454e9657737728aabf61,NJP Records,,202,f
15791,4d6e979f95954f36bfaad9a744888130,Artex,,54,f
120206,5160960fbfba4ea0b31b2229a274bffd,RS Public Company Limited,,208,f
139401,75d326d4ff4d47f9a8002e86d29c1440,Worksinprogress,Production,222,f
173673,05d0de13a6c446a5af103fd9c3b53e88,Spunk Productions,Production,222,f
155874,9e3069eb632f41f3b2b2479251572332,American Records,,7956,f
95242,6b9e559ce1e24abebf95dffa1966d78a,Black Death Production,,170,f
118352,8954f4025977442cbb4d997fdc3099e1,Metro Sound,,,f
76089,c8765959b1334f65a62f6d881cd92aeb,PMI Dance,,,f
106063,916cd6b0fd924e3890673756ee9f89fa,Dance Flavour,,,f
80697,c886c028dc75426e99e4e435a63e9a28,Non Fiction Records,,,f
227110,fabca92a36284bb0bddaaeac4ddd9279,New Ruins,,,f
224848,b41071a4696f41e9b249c972ea685011,Soul Circle Music,,,f
185531,74e5b1a796ef46059341746e581652bb,Bushido Records,,,f
217058,cc513188b3434ef194d389e27c14e362,Unicorn Entertainment Ltd,,221,f
75162,89f2a8196fb14f73aa372abdb5c4d3b4,Varietal Records,,,f
163318,1071b6272b814ef7a87770f437da5bf7,Bavaria Media GmbH,Publisher,76043,f
251381,108a1ddfc3e04a1b881f6d4496dd8c18,The Soul Jacket,,,f
106566,2b283de98ed7425782a7713c50b01f33,The White Label BV,,,f
238378,c5e2dd2714b945de8dc69bcaed9e09ce,Smilex Records,,,f
9277,122b56a478404ef1a365677ceac0cb3a,Nettwerk Europe,Production,241,f
132222,07e3ed35a8f146f78d720cff088cc2c9,Sun And Steel,,,f
203883,9315dcfdea3c43af947d0b80f4343ac4,Toy Music,,,f
26956,708f37d92432490aa573bee49f124110,Sheep Records,Original Production,222,f
152751,88cc15a53a1b4f89bde022d64a85a347,Fag Dad,,,f
137345,06408dffe5884ffbbf32969533978caf,Henson Universal Music,,,f
225736,4b52b92737214a22a0a4098744fbb068,Broadsound Records,Publisher,22845,t
58722,907d53b43c13453697de5369987abff2,Cellar Live,,38,f
67777,828dde3d10744e1a99c7b0894fc37eee,Open Hearth,,,f
34521,8c409fa97d564b3eb1adc5cab4e2fc81,Nan Records,,107,f
207012,4908bf14e434412ba35720c4e467609d,LTD Records,,153,f
182571,451e0603051944ed903ef7b8da4aa8c6,Tall Boi Entertainment,,,f
22435,7b2141d75c4d4bfb9fa983e2d24c2198,Disques DOM,Production,73,f
21312,d50d920949284a0488e52629f78c7205,Kroner  Ører,,57,f
250689,55f2e5f2512549d18fdd19292d6d5ae6,Bolland Music,Publisher,,f
82308,d193dbf830c9495e8b62eed43f64cbbc,Serene Records,,,f
32370,27f6a35cb4f2482389fdd4daa22eaa8a,IG,Original Production,222,f
114128,e1d2b84e08d54725b0c78376e5519346,Loud Rage Music,Distributor,175,f
173939,2c2ff515e8994217912c1b9cd350819a,He Shall Be Peace,,,f
170100,9859de08b4ba42a88dd496d205d68cf0,ABT Budapest,,721,f
169352,79e4f28476354c4d8bb9d5330988fb5d,Inferno Records,,,f
29450,9b3d6ca8b12241f694ff7f7270109632,IMIU Music,,222,f
102326,766627b173144afdb169838bf996c335,Amplifier Services,,,f
230672,2c46370d24ec4f2f8fbf79046327ad60,Deathcibel Production,,,f
218995,a669641f78c24519afa161f75cf3e463,CTM Entertainment,,,f
138778,27609af1c8664f7685c2442e07ebd02f,RMCLRR Recordings,,,f
251685,7b08d8763d34474ebcdb8dffdf38a366,American Folk Records,,,f
237858,feabcf515b094841baaeef943b3285e2,Reezmo Music,Publisher,,f
99033,4c24f7c1863342e6b74754d7c7ad6d83,Lulubelle Records,,,f
113681,f643fc392d1f499383dc7d4d05589de3,Grameophone music,Original Production,95884,f
130731,b4d5e1b7d4134cd585f5cb6b1302fc21,Making Biscuits,Publisher,3836,f
5549,5cd395973af742a38f6d5715dd9dabc0,InAkustik GmbH,Distributor,74786,f
184257,02cb3bce7d3d416cb5fc134696613459,Shark Records,,,f
69070,cc64d1b640b0408da004feebc7e38f36,mnml ssgs,,,f
110140,ddba465d618148ec99ad9ddad169269e,Hélice Estudio,,26,f
250394,d4690c9cb3f5470e95ccb7d7b05a366f,NatsumeAtari Inc,,107,f
113217,f8115c362bba4436bac1e5a6050e48f0,Pac Life Entertainment,,,f
139701,3ac9750e626a4495b2bc8f4c8215380e,Hostess KK,Holding,,f
55178,57992675fd794368885f1097d2e2d71e,Happy Bird,,,f
88878,aa312306b4f046f09dab79081e10cb38,Spaghetti Records,Original Production,105,f
147571,eba39910afa6469186b76195f624cbd6,Under Cover Records,Bootleg Production,,f
100200,5648bdcb14a94409bfb09d0a47bc5409,Big Rock Records,,13,f
167322,19fb784030204c9fb04d8c978f9b0278,Keybreak Records,,,f
76892,b1d63206c8ef40c29be455a478afc88f,Hydra,,221,f
81777,3c96b287a7904a61aa6b7409c6c8bbd0,TakeFour Collective,Original Production,7310,f
71081,50e19ce654f946c29f880c3a861c6609,Harlem Electric,Original Production,221,f
43467,bbec52ceb8db4f89a9fe8f1b2b8d5633,ziki records,,,f
239482,04bf9532220b4f428b3fdb48bc6b10b5,Eccentric Recordings,,,f
180240,3d81d2ba4f9949fd8947111260e47987,TransAmerican,Original Production,7703,f
95156,827823e22da84b13a79697f19d8182e1,Ekraz Music,Publisher,,f
209556,06fcc3565bc445ecbd8c5f42743d5aef,SCPP,Original Production,,f
74097,20b1582676394c0e877b55f8bae05c2e,Generations Global,,,f
75756,52561de6408a4d4eb6ed06456b95e5cd,Private Parts,,,f
196424,46eb2d459b1d4d1fb82f89d4a809ab84,Scales Music,,,f
121568,32bfe19317ac400bad980e4bf49197e7,DEBO,,,f
245064,5c69473c4bcc4ddbb61fee1baa049198,Ferbaby Music,,,f
211444,911c3d1b8a5d49039da8fbfffcd51962,Beijing Taisheng Music communication CoLtd,Imprint,44,f
848,0afa4f1470e2479d9b5e9eaceeb25866,Madacy Entertainment,Imprint,,f
200173,acc47f022e3142329d31ad1bf520de48,SB Music Publishing,Publisher,150,f
37817,5fd3a2cf3dbf40abaae873300d2c5a79,Theuns Jordaan Productions,Original Production,193,f
157550,8be69cbc888a4fa2a09c4ce3f62e4ac5,Sandcastle Records,,,f
82837,3d0a264340b74b81acbf4bc1547ffe8f,Eefjes Platenmaatschappijtje,,,f
217514,66adb78bab654f439db3a83d22b166fc,Distorted Muse,,,f
161333,ce14cfe410e24ef592fb9dba14eb3229,Wizz Records,,,f
130506,0f723c6ba36945aaa97f6efb5c46b203,Bogaten Records,Original Production,3855,t
38450,9a346df47233478980445882d7023469,Nike Sport Music,,,f
119393,2bf2aa8202b14d8ea2f8da19dee2cd2f,RTV Braća Karić Telecom,,,f
105525,b1dc2937aaee4193acd8bda24d0f6ac5,Bardic Lore Music,Publisher,,f
246465,b8656bc282674adca8d9ad1a076cefe9,Ancient Perversion Records,,,f
183098,0dc754d4283b48d6acd95171c40f9037,Crushing Notes Entertainment,,,f
44261,afdcacdb595e4b059c29910844757994,Lyrica Records,,,f
100024,0bfb777b9384481481804a5810f9190b,Bruised  Broken Records,Production,,f
135776,61be4481eec84e49b9c278c09ecf4f30,Renew Your Mind Records,Original Production,11113,t
221292,7ef21e8653304cb4ac5c2b02b6bbecef,IQP Records,,107,f
228284,07ae4a34ed8a4382b12faee8625c78e7,Songetry Music,Production,,f
87519,8856183bf8c14d838cf9666218c8ac76,Dynamix Records LLC,,271,f
99796,820a1ad412af4d6e809f331800c6ff6a,Phunky Data,,,f
3766,659008fbd1e74eca865c0d0344a721ed,Fire Records,Original Production,221,f
161737,1747ecb477ba48198fc2fc308cba41e3,NWK Publishing,Publisher,,f
35646,8e04bd60305d4f15b4094b13be138bcf,Big Shot Music Studios,Distributor,222,f
95787,19b374fb685b40c786d6daad06db80bb,Dandyland,Original Production,,f
124211,4e01244f33e349178312468be0905f93,Sette Ottavi,,,f
201785,f4aafa92c3894e1f8fa391b53183c9d6,Orleans Music Services,Original Production,222,f
19304,c93ad9999a4e4295a3e9c1bb7606ff11,Universal Music3T,,97,f
83295,d57b0e661d9a4bb8b532814b506b3a8e,Rum Bum Publishing LLC,,,f
142918,52e03eca20f24bf38bef7b34b1f81de9,Woods Music,,,f
172819,bd4234212f5544d0a4f1e2cea667426b,Shangoya Productions,,,f
63138,7b6434f18c3348e48d325ea6be8ff699,Pet Cemetery Records Inc,,221,f
111967,6c39ddfb26a24d44a960de170caae563,Columbia Records Pressing Plant Santa Maria,,9736,f
159432,5f8f16ba299b40f08c84662deafc2562,Selection Records,,378,f
198037,7bd873c486494a9eb228a9eb62e3fde0,Koef Music Entertainment,,,f
239818,ae8a58c29043466aa28d261f13bfb18c,Vampire Life,,,f
105665,da095670aabd47039a585101374b1922,Jeff Records,Production,4434,f
203707,851add6b6d00405ca6412d95c3cc7f3a,B Lion Music,Publisher,222,f
20975,cb18895d8b594984ab66a001802041cc,Aspirion Records,,222,f
26442,7c39022f15694f2e98e92ce0bf05a3a3,Heloise Disques,Original Production,73,f
168273,ade4ad4461ce4de78c5de6709dfb69ed,MoonDome Records,,,f
43752,9e2c92f60e8249bdbe42cf555d96e0ec,Adventures In Paradise,,30,f
43249,0e54d8c4350445e28cb78288bc0138c7,Éditions Flammarion,,73,f
2823,7b09f4602e574c589bc8dc8283c03d4d,Hot Tracks,Original Production,73,t
167333,81a386fac85f4e0ea97c0c8d00b800ec,Toreador,,,f
34006,0f44f787d8774506b0a7ce70730f1c00,Karma Frog,Original Production,222,f
190128,52834a40803e4952a8d7fbeb98006066,FEmpire,,222,f
23533,bad2324ddbae49a39bd9d0ba27ca10ed,Contagious Records,,222,f
51159,f9021b8fef3142059db57793e4c0f3fc,Blacknote Records,,222,f
39511,bd59d1fe01d5412f867ec0165786a4e8,Stonepath Records,Original Production,203,f
107624,8cb664a98edc48e0a006d582a0cd99b6,Relaxing Sounds of Nature,,,f
109002,1f4bf423bce844b4b121a6ae25b5a1eb,Peninsula Records,,221,f
162771,f5469aecd7e14bcb92b13e45a0e358eb,Mark D Music,Publisher,,f
212751,06ed57be9ee64f1590946c8ff174941c,Omni Sound Jazz,,,f
164292,0891e03e340e4135ac2d46c145f906ae,Da Dropsect,,,f
17203,fd0a182770294bbb915d72880b691895,On the Bone Records,,221,f
39991,547a2106741d4662bf3f8449013dee7c,Räka Produktion,,202,f
149509,9128912ee5e9403cbb248bd77406dc23,WarnerRanka Kustannus Oy,Publisher,,f
145892,584076364d5a4d548a5617b580070601,The Airborne Toxic Eventpublishing,Publisher,,f
170089,d7a3d7b5ace84096824020a0929c5879,Jutonish,,176,f
240560,3d626e0af05e489ab6f645281af366c7,One Note Publishing Company,Publisher,,f
66767,a593f49ce5f547bb8e4f4eed2bd26600,Mandibola Records,,105,f
200508,052760bb067a458eb8be9d41c242b5cf,Sin Futuro Records,,,f
156487,0bf6e9d661c44d3d8da521a52faf373b,Isradisc Ltd,,104,f
238341,50b398e955ae44f89098ba148633d107,Mandrone Records,,1178,f
158842,cecbc0a9d26b49879ac404eb53f12747,Doble Music Productions,Original Production,12314,f
192755,1c3bc8a06c924b6cbed71b435bd574ef,MoneyHouse LLC,Publisher,295,f
3125,0a15be74190d4ba98286e940ef259a90,Abe Duque Records,,222,f
109796,fabcdd4738aa45bab5ef09ae66e639f1,Deriva Production,Original Production,105,f
142392,7601da34a7bb4564a44d9e8ebfeeb497,Freek Flag Records,,222,f
240552,27106561ed60415b890b698831333e39,Thrill Hill Music,Publisher,,f
51497,a17184677e194c61985c376817b121f8,Crimes Against Humanity Records,Original Production,84051,f
217403,c933e2c085b441d79218ef0e19454151,Tender Collection,,5121,f
192771,e32e6b17ab8945079074a5c429efb873,Safe,,,f
167366,46bc25219b0e4f508668d3a911d7d6ea,Family Grooves,,53,f
185164,5c11d447dce04dc2bd516e460d3c48c4,SageQuinnJude Music,Publisher,222,f
1847,9f90999c1dc04854bd6f22ebc7fdb3af,Stolen Records,Original Production,222,f
216670,e2d1caed94d04d65bc16c67e9c95a11e,Clarence Avant Catalog,,,f
164237,8d643cf97b864049a7d6b8bb24f5149e,Dream Raw Recordings,Distributor,14,f
6723,657825b2f04b40c0a91fb1d5de3c4532,Sublime Records,Original Production,107,f
120351,878c3632fe8541ed94bd240bd0d62993,Elkin  Co,Publisher,1178,f
127221,0a4782605d694123b0574136ddccda83,Boombica,,,f
144296,b1bab81733be4cfda22d3f0ee3ece983,Amadeo Österreichische Schallplatten Aktiengesellschaft,Holding,653,t
135379,62afb456bfd249e8a43412b69bef9773,Modern Love Songs,Publisher,,f
173716,57ad5269183c42199264a0b43507badd,Loose Wig Records,Original Production,222,f
30742,69b4e762647844b8aac8702c4b100edd,cube,,107,f
161882,ad96b7c1a82940b28033ae4aaae45e75,The Arto Company,,88326,t
4393,201b9f9e4d754e8a8cb8fc0b28dc45b8,WordSound,Original Production,222,f
245623,ac6bc81f62204ed297e55d164593d1c7,Vertical Horizon Music,Publisher,,f
3716,dfc3fda01df34ba8925571641bd70ccd,all around music berlin,Distributor,81,f
59843,1aaabeee4a2a44598bf7c7ad05a5986d,Textbook Music,Original Production,222,f
10128,1a576957e94947c3bcfe1b78032efacb,Aztlan Records,Original Production,222,f
39911,c232a8962ba64df788f9f422af7a898c,Starlight Temple Society,,222,t
134948,998687722c5e4593b2fec9d43d9f34be,Tosca Music Wien,Publisher,653,f
88818,341090a2de52436796f5cdcf26fdfb67,Oh Music,,,f
231135,d2d1882430d64148b53532dbaf60835a,Roundabout 7 Music International,Publisher,222,f
112763,c3cad3e7807445e4a18fb1f933a04aa7,Murdher Records,Original Production,105,f
236030,45acd7624cd842ecacf7d8b909506621,Longtail Music,,,f
72524,7580439fe9744a44b74fd25613555a69,Rain Rain Records,,,f
4469,119b95e409f4447292c742d53568f707,Power  Steel,Original Production,81,f
191742,a54cb1a2ec1c4859bccfa2f2f31e91e7,Anschutz Music LLC,Publisher,,f
206430,4c935e5b2f9b4ea59269b9e68c3d7fc8,Not Anzud,Original Production,,t
104387,e8e503674ade4153b91d06a5802f8962,Opium Arts Ltd,Publisher,1178,f
6051,016a50b3c3c14d1da1b25a1d8503a980,Terrorizer,,221,f
65255,3337fbad75144f719fe93c3ddeb4ac5f,MBMA EST,,67,f
217923,607f3fe80a7a43619498e6bbdbeaf1a6,Night Music 2,,,f
119253,6f8ea6f013c84cd6b43fba178d6bd9e7,Sudamerican Records,,26200,f
126888,d1dad3b0cbd7430fa8f3b33a3d4dc520,DorsD Music Publishing,Publisher,,f
90104,7d534cc4d2bc4001a3fd11f3bb902c4a,Monster Deep,,,f
187776,faa832b218bb43368bb0449861f46dff,Papageno Buch Musikalienverlag,Publisher,653,f
202360,04525fc066e341e2b56dcbc2c19474ac,Art By Heart Records,,81,f
127084,f49c244d455747c6b6e3bc904423ea08,Dead Conflict Records,,,f
236788,c2e0a662846c4e0b96d94a0c4268f7ea,Smith Show Records,,,f
10562,374908e1237141d298c7b0f950382a1b,Metal Fortress Entertainment,,202,f
178184,a964998f050c44cdb61509db6add47ef,Kärringa Jonson Records,,,f
243327,f428220b13b34168baaf649aeae850c6,Positive Records,,,f
74103,e19f67bf8d32404791429d80e09af803,Root Elevation,,,f
31038,616f299a1fc24bababf861c4665e9e86,Streamline Records,,,f
94174,d2c58ec27ac6409984ca8264f209e148,Global Zoo Productions,,,f
88806,73597baf41ad45729e388337fffd1748,ESR,Original Production,10861,f
218213,b65a999b45a9426f9a3a855add9d4bc3,PLATINO,,107,f
20909,31f1bcd5b3d6482ea6e5f5424e3a209f,Tradition Records,Original Production,222,t
31857,45c873306c6342d491709df3930babb1,Parousia,Original Production,221,f
78831,9fbfbda2bebc4f5482ab3da17210dbfa,Loupgarous Productions,,,f
19755,4434752ddae94e7eba556e010d47dc60,Mistlur Records,,202,f
9968,7c4bb94c83824453b8d3a92f2ac88312,In Music,Distributor,153,f
234999,72234a3307a84276803aae43b5d1f250,The Holmes Line,Production,222,f
14417,7f931bd0a7424580a24af1cf286fa5df,Monarch,Distributor,221,f
252235,3b7b572093c44a5a83cbfae9ca528cb9,Kimberly Limited,Holding,,f
127305,c3b12bbe4b1444f5b862a0f930e738c6,Made In England,,,f
210755,6591729176444d4b9774d2fafe218dc5,FuzzTown Records,Original Production,,f
76182,3ed0d431a50244739d7cbda4f15c2a60,Bloody Chunks Records,,,f
103390,e8ff77a6ab084cd0b2eeff5c529364d8,SNWF Records,,,f
118542,600419b146014c918a9544004db15574,Nightbreaker Productions,,,f
246519,f4c84fe9618b4f90abdc6ea5b6ea19f4,Ice Fall Records,,,f
192977,d29c878682af4a9cb6d256044bcbf7ac,artbyFORM,Distributor,222,f
77671,ce785b96f0f147c88a92f2f0225a40b2,Modern Classic Recordings,,,f
198582,c5bdd5bfba094d8e9513921439c4ea8f,TopartMusic,Production,,f
207614,f12f2746af204d2483f16e3799c7e4ef,Black Hair Music Publishing,Publisher,,f
137046,a7f90ba094d04459924cb0ab2fe7565e,Boelzcore Music,Original Production,81,f
241329,ab665be657724d6483a1b369b8181603,ReEntry Records,,7020,f
44817,fba7537b995646ca855d3d92be51d43e,Carmen Diablo,,194,f
125911,44b9090b5b1b46a593dd9325120db71a,Lipstick Machinegun Records,,,f
49398,c5898e75ee84433ba2f58233ce06bc20,Reel Loud Records,,222,f
38667,d7d5d10667c84c0d80ccc0cd1df01e19,Deltone Records,Original Production,222,f
249769,d0adbd3faf804024b88729ff4d14b0a0,ReallyRichEmpire,,,f
49539,3e4e57b7dd0e4e03b02a11b90223f7cc,Astral Wings Records,,170,t
106014,a6171242f1934df68c737298082ef52e,A Klass Records,Original Production,,f
154658,31a58ec8d04b44929fa13c9989d720d8,Josef Weinberger Ltd,Publisher,1178,f
190929,2b670887670a4c45a7fcc839b5d936bc,Eonity,,,f
36143,035aac6b17e74a4f9ed12d7febfcb03f,Music International Records,,,f
194309,885d8c640e1c4c21bfe9c2418ff582e8,Unit Structure Sound Recordings,Production,38,f
127330,b297d853f8f54d94bf04185442812267,Bull Durham Dynasty Productions,Original Production,222,f
100583,1b12d80b33984d8f969f0f159838631c,Triple D,Imprint,13,f
165116,f5864c277052493aadc0e18ccd00b51f,CoolNote,,,f
69651,dd0833d4bb134c3ebd93b6836c627720,Pont Aeri Records,,194,f
188929,af023bc56a7d4f27b4d9bae18064b107,Jazzvakning Records,,,f
101202,598887a8e2884f6481ec9380027305df,Alpha Brussels,Original Production,1793,f
93562,1b1c87abcc2a487295a523c6e602dc8f,Roccia Music,Imprint,105,f
195127,4257e65c5afb45acabbaeaecd1710035,Sinaï Inc Records,,,f
218004,7a40e2702b6c4ee6914be12754dbd30e,Clockwork Streetrecords,,,f
116195,a3be64ce8c494540b88405b3cb7d24f4,Garelock Records,,,f
37249,a81a42f3cb264843972d75d92eb08523,TIT Records,Distributor,150,f
143200,eea7105a9af7493e855e5127482aff17,Classic Brit Awards,Imprint,221,f
68881,8f88db1dda504609b75247805219d9a0,Saturn Music,,,f
181269,e0a5868d50c94d888ed0641cdbe8eeb0,No Sunshine Records,Production,5228,f
252957,dd8a3275bf234a3eb7aeb31588549a97,Trap Musik,Production,,f
38790,a8be918046e24c9cb88a89021f9c8580,Ar Vro Music,Production,73,f
89366,298a71166b7f4b638f198dcf9707d87d,Mad Magazine,Publisher,,f
48133,6e0fe35739a4410a9e741bdd2a389815,Ray Milland,Original Production,72,f
122606,5f32f54efd1c494dbeb4c447877d0059,OMEAC,,87944,f
73439,9230d273a57a4e1ab6c39ed3687afc34,Skinfactory Music,,,f
97614,e2a64ad72d4c4739a723d26ea68d2e2d,Audioteket,,30079,f
215289,5b2a412a3a92421ba707ea35a6ba1583,milk voice records,Production,,f
69257,08799e82c62241f2ac5070086df34f6e,Black  Blue Records,,222,f
46408,ac06bf3840b043f7881d5308566d9eb4,Kafe Delfin,Production,170,f
59007,518b2ed11a0649869780e0f8c39dd440,Ski Records,,,f
125403,34675a5baf8c4676b9fd10e6c59efe57,Phonotape,,81,f
225340,bcb62941a88549c2838fb0df6bd1f0b7,Творческий центр Музыкальный Дом,Production,,f
107720,b24ef1d0d1af471ab31b32bdf7e6663e,Making the Turn Music,Publisher,222,f
106691,60614f4dd0c441848a135ba5fd6dcf0f,RDC Media Group,Imprint,,f
173866,fdd5651ced2642eab590343314e369a7,Gomorrah Records,,,f
222677,1d309f6a4d4d437191af45cbe53f63fb,Lumina Music Production,,,f
99498,f0a46a77bd63456a8e141a46ff7e2181,CBS Records AB,Holding,202,t
145612,8e2036059f0f4617931071523ea9bce3,Festayre Activity,Original Production,60638,f
207459,a457aa8487cb444795e5ded7474d5d5b,Curci Germany GmbH,Publisher,81,f
164946,f6af381ec5994a6e8e6a036eb96d550d,1 ep par jour records,,73,f
123226,5ec50143779c4a68883241a0745e0e31,Robert Stace  Co Ltd,,221,f
115621,4180adf0cb47497a8db5585f86296e25,Saarländischer Rundfunk,Original Production,81,f
176685,d293283cfc2948329b75a46fc9996670,Luna Music,,,f
26866,defdf7d139354a34ac76c656e7f0f794,Torto Fono Gramas,,30,f
121256,c5011ffb4e2342b19909a8dfa3a57ab9,Niggazizfrouzy,Publisher,,f
213395,33e973cec0dc45cbb87fc028d1532c1b,Sharak Interactive Records,,,f
111606,03de4ef5dcd24b738dc519a3c8705cb5,IRUSTU Records,,,f
236223,093219a0678d46748efce6cc1bbefb7c,Dr Charly Records,Original Production,38,f
16766,021937579f804fa4be1a304e7bb06ec4,Runway Music,Original Production,193,f
56232,09e0fbe36ad24841bf12367aa97a92f8,Wambo Productions,Production,52490,f
214117,83e276a6115d4dc9893368743b239d82,Echocentric Records,,7713,f
56861,7e002cc6a9774acca69fc42e61ef12a0,Shanti Records,,176,f
