label,gid,name,label_type,area,ended
164637,5f585931f38f44b891f7641cd2e32403,Rambling Blah Music,Publisher,,f
186625,30763022447a466fa1b5318697181882,Greasy Vinyl,,,f
185871,9c5289f3eacd4f8785e90fb655e7613a,Ballin All Day,,,f
96912,15a9f03ba21749d68376a9b2fca8a212,Rytmimystiikka,Original Production,72,f
172311,e4168bf0f5924ffe846de42e9a702d5e,May Sun Publishing,Publisher,,f
48640,1bd0d06cfa844fad81a4884c52f30ae1,4mrecords,,,f
251064,6233579de86e4a26a5af402f2d809063,For the Horses Publishing,Publisher,,f
137311,2045ce5501f6475c9a5991d0b92c72fa,Blockhead Records,,,f
230490,8cd6b614a5464b7a9fea2e6b431a75d1,Sound Transmissions,Original Production,,f
120921,7b8b36b8e60f465a91c40a276597b542,madnet2000,,81,f
251302,151e11895c05426196a5a95131b10aca,Conspiración De Iguales,,,f
200431,9195e8ff010d4ea48df8410b2380884a,Relative Music Group,Publisher,222,f
251604,fbf54829b7aa4ddcb95813b508feb1a9,GB Records,Publisher,221,f
186577,ee3986c5676144d390c0a6fddc2ecfef,No‐Name Music,Original Production,105,f
143001,2d067e23db264e6fbb7265b982532100,Kingz Records,Production,172,f
210998,16d757dc12734b3f92533b20911fe974,Oltre Le Mura Records,,,f
124222,b2eacd24d6854a27a6db0f5912b09d7d,SoundService Bellaphon International,Distributor,,f
128496,384f85d3ba97416ca5fd05ffc50665d0,Large Bread Publishing,Publisher,,f
60967,c20b995f27d3456dbcca51c3557dcdf3,resonatus,,,f
116581,87720986c87447c7b060a1c6bba0613a,UMe Direct,Imprint,222,f
55841,c116c0ea85f742669c70fc3d6d20dd9d,ACME Records,Original Production,222,f
187996,a3806984787148d18b6cf485855d4acf,EMI Music Japan,Bootleg Production,,f
218028,07d5784d6cee4286a27a4122e96ffdc8,Bueno Music,Imprint,,f
171094,148fcf44995d4a73af0142b549954846,Combo Ayer,,,f
238720,daa2eb4c6a05400e89c9a66fc895f285,Do Or Die Records,,,f
251000,c0347ab90ea64677a9ec12c4fdff798a,Hahnemann Inc,,,f
31050,f6f637d88ef74be9ac1ebaf4a1e9f8d4,Overit Records,,222,f
135543,5300ab8de25f48deab7b3faa9e547062,DogBoy,,13,f
250564,384e0503fdb745b7a99cad18747d7239,Phonophore Records,Original Production,222,f
142533,88366e9d3ee84fc9abd5c4809c9f4375,MP3 Music Collection,,,f
90961,283eb4f04de34dc9a8f7198fbc830a10,PPTStembogen,Original Production,73,f
3143,aae3e2f17b7e41fc878a3fa31c7a6f07,StitchUp Recordings,Original Production,221,f
98184,3fec4cf4292945cd85574ab3434cfb40,JMs Home,Original Production,,f
84629,cb5047c7124b4ca3b6812270d4084538,Loud Romantic Records,,,f
5852,b49e9f3645c1403c94a79a437a5bb34c,Général Music France,Original Production,73,f
76096,2e42ee8b00ce4c43bbcc335874fc42a1,RuNT Records,,,f
43295,243eeb1834604b11b37183a5b9595687,Recorded,Original Production,222,f
151325,4d7087819c4442ad913a277e300a074c,Azrock Publishing Co,Publisher,5210,f
169887,e259306f61834f7882f32ebfbc29c0b4,Ritmo Records,,,f
93537,692efe928ecf4236af099a92ffedd07c,Misprint Records,,5213,f
64279,b74a7dc6098a417cbb9ecbe73f171cb2,EastNewSound,,,f
246740,79e73d7b0648490e87d77a200cd87753,I AM HARDSTYLE Amplify,,,f
144064,16d81ac3e2cd47929795c683c0b5b738,Record Dance Label,,2450,f
201572,d9b4b6a9d1834e129ae45ff8cdece14a,Pee Pee Gang Records,,,f
160928,2ecb6284b3554227a7b63858bf021ec9,London Globe,Production,,f
191736,d504aa82f741405084919b35ba3df13d,ML Production,,,f
207001,464bd0142b6541e4882a7d6cb7e1dda3,Delta B Recordings,,1178,f
157773,e3c9ba3380d34a378f49af126b3a3788,Slang Parade Music,,,f
63101,d75ade66529a4a4c8832d8d032f947d7,TCP,Original Production,105,f
127242,82160285fc5a4edbb2e14f52465bb3e8,Big Tooth Music,Publisher,,f
19268,179b79c3bbce4e6688a17914ada70a8d,Skoll Records,Original Production,81,f
172470,305c81f363894546b609513d13ffe9ac,Anada Records,Original Production,222,f
89426,0f56a021d6f442d8b672adc60107d8be,Oklahoma,Original Production,222,f
203074,8e401c34c27e4290b2f207f7d3d6a2bf,Fortune Frog Music,,,f
225018,6b3d91d7fb434c3fba9b6d3937d9d386,Holloway Tapes,,,f
195288,f561159575494ffdbe11f43ca426fee5,MGill Hill,,7713,f
197970,5ada0952fba94aff8a8e9103097d3307,sliced digit records,,,f
162058,7a1e7efa420847b58fe2f06f0741e4b1,寺尾事務所,Publisher,107,f
157604,2d02995e0cde455398c9afba44d1a104,Ave The Sound,,73,f
244476,a78927136a82429f9bf474c9c548a7ba,Infusion Records,,,f
242745,fed2e456e28446d6b6c5e99d3cf3b3d8,Hokis Pokis Records,,,f
136694,d9b50e4d3e1843e1a4543893bc89f59c,AppleEye Productions,Original Production,59394,f
3696,bb2a368749954beaaf5f8af996a774a7,3 Acre Floor,Original Production,222,f
105058,c9117747688849108dbb950613dda5e7,Munix Records,,,f
150446,d1c392538a52466997bbaeff917da49b,Tonar Music,Imprint,,f
122146,e96300aee127405fb3762639d7d7d50c,Pure Sand,,107,f
78545,8df3bc5474dc4c81be94f36fccdefaeb,Tank Records,,,f
91295,c1b1516bf7994db787a138708b1fb9e3,Record Collector,Production,221,f
87898,e07afc08a7dc4ae4ba92df1ae37edced,ZRP,,,f
71848,9ed2525a71064f7180b0ddb139290853,Smash Records,Original Production,84,f
230364,517aff6a68c846398ed5a85d65dd275a,Nubia Nova Records,,,f
250389,9e98c009aa174b7e8df35be78caaacf2,Wilberts Records,,,f
225144,855209754e2c45f09c697e321f80a11d,Evil Records,,,f
212921,8628f76cdbc34ffba8a9c3c68573dab3,Cool Guy Music,Publisher,,f
143664,2873400f128e4741b2495de853b5e219,Addison Ababa,,,f
209792,0ffe6210f0604989bd8ed869f51ccb84,Cuarto Azul,Production,9414,f
98718,c5a3151876cd455dada1dce46d2bce09,Power House Records,,222,f
243601,5198fe204f7345b0adc4868295ac4f2f,Soundstripe Productions LLC,Holding,,f
51087,769490d17ddc45bf93e93eaf4f5ba04a,Sounds Gold,Original Production,160,f
213420,d2ed2b801506405caf356fae33d3376e,Culture Factory,,,f
185008,b4448b4b72e942f1a8e7172df88ccecc,Double Dose,,,f
21720,97796e24ab474bb4a508fcb273ccfea1,Pale Blue,Original Production,73,f
154501,3a316e98aa49450880fc77b4de6cc3e8,Mercúrio Música,,30,f
1299,94e4155679654381888cb16c065756d7,Ffrreedom,Original Production,221,f
21714,bccefd3b42824052a648aa410159de33,Rhetoric Records,Original Production,5287,t
197935,65e372ce7ac74a8d9ed38dc8fa1dd687,Syliphone  Sylla,Reissue Production,4434,f
92161,6d2c9d300e30410c98f4913134f262ce,DIS Magazine,,7020,f
112671,386a53b10a33469daad9af7bb7b1c895,Silver Scream Records,Original Production,222,f
45260,ec5c241f1e2f4951a2ba6759db6e7e52,The Numbers,Original Production,221,f
237229,66d9a7268af047d0a0c6e1e01db73da9,Vista Music,,,f
45836,c234e7d33dfd49bf9d030db5cd147105,DubTV Multimedia Production,,176,f
78180,b499c4ace7394795bddd4f9f02fead4f,AGP,,,f
170605,2a1cad79cb3f41249f65ba539d9ebfc4,Rotten Music,Original Production,221,f
14631,175115495c304707bd8da3e3ec07aaf2,EVO Recordings,,,f
102646,98e779b582af4679966eee6db6bd61c1,Ice Records,,,f
139220,0293eb74cbd04c9dac2bb20432e52d0f,DStream,,,f
180887,a2448780370b4712855fe1589a3b870a,ethanol96,,,f
94342,fc7ca24004a74ebfbf1c9b4fa9f373e9,Odi Profanum Vulgus Et Arceo,,73,f
152059,a3428ee5a96e4e829d04223fd1367f73,Berklee College of Music,,,f
239949,dce7ec2a6e204a398f9d882a71e2f565,Only1JMarlon Publishing,,,f
199956,47230925b51c4208b1f065941924d792,Classicaloca Genius Recrods,,,f
158335,864e0662ef1f4fa48c6b01b3a33617a8,Sweetspot Entertainment,Production,,f
94413,a4f4e28faf36405dba5e8f3e4b5706aa,Plaque Records,,,f
197555,9af7d9d3cecc4e1cb8a7cc2b4f466e6c,King Music Corp,Publisher,222,f
36552,8abeb5a0135c4938a8709043d8fee14a,MOZI RECORDS,Publisher,193,f
89703,d86d497a9c14405c8cdb522de2b36954,Syndicate Songs II,,,f
181500,c24ffbd86da24ea28065e637b235fef3,Gyaru Guts Records,Distributor,5197,f
79427,1f07bcde25ab43dba814d43e70a7d09f,Mad Monk,,,f
111949,1e29456b3617469e8b8f9c23917282c5,Ironbound Recordings,Original Production,222,f
241554,6d8c59e8ed564736b8c016b443e404fd,che,,,f
217219,5e799be4044e419893866d26c8fe83f0,Life is Pain,,,f
1721,9688592010ed4520aac92eb326139107,Breath of Pestilence,,72,f
73800,45f65b8156a04fca9fb0cd42f1606d14,Recording Arts Reference Edition,,,f
171840,29d785486c904242bd7eb981bff64b2e,Morning Star Music,,,f
74321,23905b5a6c04444d8b1ae88f2116a7c6,Startrak Records,,,f
180711,0a54ef9f522c40a4be27cca5b32e06c6,Delayed,,,f
62340,ea9bc2918813433da2564214d127f6a1,Up Music Production,,67,f
157781,4dc1521ba05f4aa380f900b436a57705,Tiny Room Records,Original Production,150,f
252006,9d373b6dfdfe4324886c144243d8a37f,Brainwasher Records,,331,f
133323,4654b5e945bf4a7dadcf1d1bca902cfb,SoSlam,Distributor,3993,f
181608,2f67d58801ff4b93a69a5e154b93bb18,More is More LLC,,222,f
143467,d4a9d49f26d04db2b5aaf0ec5c4ef69d,Tweekland Music,Publisher,,f
248245,dd35e571e9a240a19e7e5c870d51388b,MAW Words Publishing,Publisher,222,f
33929,7c1d1f44cb804490a9098e6e412fc5d7,Call It Anything,Original Production,81,f
213449,085caacec7904ca080ef2c1608519775,ØHM Music,,,f
111814,15aa4abd388e480dacde12bcdddf0ef2,Salli Isaak Music Publishing,Publisher,222,f
39566,0652328846cb4d4dba05afe0c5a5fac6,Sound of New Orleans,Original Production,222,f
46291,c4d0792b2a664a4fbd79ae24f7b8d768,Down There Records,,,f
150553,40597a554b1c4a13861232a31019c6ff,DigitalAcid Force,Original Production,,f
104295,25e9de5ba2584bedb97ab62b359c07fc,Gillette Records Inc,,222,f
214001,0a0a8034cbf94afeb958b94aaa974c9a,Shoshanah Homan,Manufacturer,,f
185439,e190c8464f7c44e6b126ed55675d9d7b,Aras Diler,Production,23188,f
195919,34b49e5caeb84387bfae891be66cc8c5,Inside Memphis,,,f
33870,000b9c9a39bd46e6a678f14ac8b8c929,Mushroom Records,Imprint,221,f
167898,1e1bd2501eaa43f6907f9595da311ac4,Travis Bennett Publishing Designee,Publisher,,f
212345,ac6997b01305418ab3204e958c2ca13c,Musica Divina,Production,9279,f
135409,725ca6f456604e3b886ff9ed2d9bd9a0,Nkosi Sikeleli Afrika Music,Publisher,222,f
248420,e95d278c6dbf4ef18e6f4f40ffea7065,Universum Film GmbH,Distributor,81,t
220023,b032e930fdd649c9bffb4b7b6d71daed,Guesstimate,Imprint,,f
47045,13a3889263d246ec88e9764f3280bfa5,Clifdayn,,,f
186669,6959e45ebe824e9b812016200f806685,Orpheus Westwood Records,Bootleg Production,,f
234354,b2bf04b50a504f21a7d77f6e337a5054,Itspop Music Ltd,Holding,113,f
136748,cceb1701f61a4f9f9218e2455e953c5a,cuba GmbH,Manufacturer,69609,f
164241,d7e11f4faeb9482e8b4716a0faf4fc10,Atangana Records,,,f
130660,6b2095625cd9499c92251b2dd481887d,上行娛樂,Production,205,f
212550,0dbdcc35dea8463ba203204c7bf2c317,Ritual Acquaintance,Original Production,221,f
148775,14244aba78ac46528b77e012e3b1435e,25 West Records,Distributor,7020,f
222901,7b253dca07d14e2db7192f82320f793e,Jewels of the Wild,Holding,,f
85521,59f1f67ea6c74cacac6ca9e89afb9e39,Never So Deep Records,Original Production,7020,f
103349,4a140b7d07134a9d916d03f1ab766a40,Diplomat Records,,292,f
93544,65bfcf3e88dd446a8317acacddbccc56,Serotonin Shift Music Publishing,Publisher,5215,f
156441,5f0592525d2642799688db71e9b771f1,Scorpios,,228,t
25455,c7242e385a3442039f6ada8f8be5a7ec,Break a Leg Entertainment,Original Production,72,f
176906,c4f64675f3cf4527b9af2b1bb30cc4ca,Spray Can,Publisher,,f
95955,0bc6d8ff50a0415491282e1a78ed8c74,Airship,,4014,f
101159,72174e2541354485b36c40a89524d2bd,Soquel Songs,Publisher,222,f
166032,9cab9d49c2b048ecb123c8f2d3b900f9,wxnderlost records,Imprint,,f
7235,b797e47fcf08457ab280def48d0641eb,Mondongo Canibale Records,Original Production,194,f
5152,e89bb5a5821c469ebd4fa7bee0dbb9cd,Delikatessen Records,Original Production,81,f
134711,20bf0fec07584c2d9c378a4436651550,Sea Gator Music,Publisher,,f
230381,81b47501b50f4b71a4f41c183479b2e6,Linda Goorin Marcus Music,Publisher,222,f
155699,604394df32a14d8c8bd21ec1f693f610,Bluetrack Records,,5236,f
155070,1cac167583584614aa627fd5687f24f9,Karas Flowers,,,f
80658,2c94bde2d4a242878547fff45e33e0c7,Adn Nocif,,,f
1629,cbd5d41299f941e1aec379afa90e9d02,Scaroline Records,Bootleg Production,222,f
57844,d327fe0f8d6a429d9aab2203fd32081c,Maximum Sound,Original Production,106,f
173224,357c8edd20404e11aefca131c5b21164,Location Recording Service,,,f
186398,a7a7152644d3435e9ab37e83d7aba091,Navya,,,f
239668,d478fc7a34cd4c2883dbc01ea72e0a2d,Akashic Records,,222,f
240691,7f4d51d9ea5f48d5affe9f6cdd2f5272,AeroCab Music,,,f
222151,55109612a9014ede9abc0d9899207103,Eiem Distribuido por Backstage Música,Distributor,10,f
115642,144134e83ce8431ea939fd30aeed05af,Isotope Records,Production,221,t
48273,8c4f531f661747dda14651533246568e,Hopeless Endeavors,,,f
172476,575a7ea3f2204dbd806ef3e5d939f8e2,Bug Bear Music,Publisher,,f
251084,929d2fb48ea645259156e40d04fc81b2,Gravity Gone Songs,Publisher,,f
44588,cce80c0772424656a97a562133d7896b,Keith Records,,221,f
111977,942cddb0abc842d1a37e160673238f66,Pagan Music Ltd,,221,f
188044,0cf2d2266a544e0faf326324073e4f9d,Wormhole Music Group,,,f
27237,2fe85fa6df79442c97ad37be17bc1de1,Sony Kids Music,Imprint,222,t
21928,3533a7a68be44d6e8225625043bd5f16,Phonomental Music,Production,222,f
20232,9df2d8e281424faaa36077594cf9bda6,G  E Music,Original Production,222,f
77566,ceb007d42cdf419baa4dd748f49cdcde,Evil Ink,,222,f
39252,967e4a5d1df642c6860c1a760f34af3d,nonstopnonsensenetlab,Production,,f
14731,2f71056e14fa4e5dbf6a00b732d8b66e,Class Kasetçilik,,214,f
98499,214744d5e8134795b5d94b65755d7b97,Pink Floyd Music Publishers Ltd,Publisher,1178,f
221628,c9d06392a07248acbd543c628259bca3,Novica Music,Publisher,,f
177697,3b6ba38fc82c490cb2ae97a2737e92ef,Misguided Records,,,f
145161,e0c01490609248798e7f6cde45846e6c,Union Records,Production,,f
170407,424ce32d537a4c5fad63fb68c0a96b01,Vegart,Manufacturer,170,t
77318,79af1dd8f41f4d5fbbe05847907fb0cd,Abnegat Records,,,f
52547,11b7ccc916674eb98966f04eab68f7d4,Mashed Paper Rec,,21,f
249776,e2855da6f5394ac3a3248258be513dde,EQAXSQ,,,f
87837,8b64b60b676349c18f5b1758a8533483,Ultra,,72,f
74398,47c73e3ff3604e90a381eff305ee6c13,Foundation Media,Original Production,222,f
165887,bcbef52136264186a951ec3bedb6ad3f,ConceptHaus,,5213,f
55627,dcf0dd1bc48d40a2af1330cc65c22114,Lenz Musik,,81,f
156391,76be7c6821c644a0a88ed1b503285b2b,Air the rooM,,,f
166192,185973955cee406b8bb582788b33448f,Tommys Toy Box Music,Publisher,222,f
173030,660e9e4604414093bebf4ec4b70cc8b5,African Echoes,,,f
197405,e5c9635351a743c290338c093f7bdfd8,Shukai,,219,f
131302,58f6735b38844db4b1bb1d5c47d12369,Home Skillet Records,,,f
185940,cb523820130644c29c10f2f1a1b93cf5,Milligoni Records,Production,21912,f
54047,db37f376651345e69d4f7f9a75c4c3c1,Haunt,Production,81,f
144432,71dcbcb556c44bb6af624be4e70d9afc,Latin Dreams Music,Production,47,f
18290,175f9593853e4bdbbcbfc836aa896498,Trująca Fala,Production,170,f
113769,9c49be6b48254803a3c1a3a6fe3cefdf,C Major,Original Production,,f
104075,1e05cfb0fa1e4ee69c646d6d57ae46ca,Gutless Records,,3813,f
165306,fc9080203ab947338ee0502a05dadf6f,Medellin Records,Production,5161,f
174767,508fc7fc5fd24858818448ec951ca3a9,Sentimental Productions,Original Production,219,f
67725,5686c09579d74d779912585c93a7620a,MNW,,202,f
201278,1993e2416f2744bdb03357bb025c36c0,Running Out of Steam,Original Production,,f
229218,5768475c6f744372851b9a31e313b204,Manny Fucking Died,,,f
52890,78b46d042fef4e1881ae354616af5e5e,Mystical Pony of the Stars,,222,f
165866,cc0fa22b2cba4f1a84958d291f8f45dc,Snap Clap Club,Production,9279,f
19279,cd53a1994d034eca83edddb08307afdd,hyperrecords,Publisher,67,f
233664,6f1685de23c44a9ca30f56b255803c15,Arnys Shack Records,Original Production,221,f
16638,d8dfc2f243ad46dd8dab5401b48721a9,Rampage Productions,Production,221,f
63462,006e3c26af504ce695f6f1e6df65d63e,TH3RD Eye Muzic,,,f
154266,791a319eab3644799e9b0e8011354ae6,APM,,,f
232372,7c06187f9ec248fb8272386f8a46cc9e,Romibia Melodies,Publisher,222,f
197447,f6b6ebb5f70a4a9380083c064bdac376,Stream Queens,Bootleg Production,,f
221125,468dbaced2bb4cd0bdd6488a2145a03b,The Wedding Music Company,Imprint,221,f
19028,b0d5231746e4420898f3926f1a67397b,Zee Music Company,,99,f
245471,b34f9a8c404840748253d5aa50b2e9f4,Ruelas Publishing,,,f
65849,58fffccbd59d4903aa83b35f51c872bf,Death Party Records,,,f
35461,0e60f44e86a54d5083d3810f8bcfda67,Wolftower Records,,,f
244096,cf97f32ea2d7427ebf531d9f1e5d4c56,DM SAT video production,Distributor,241,f
209822,835b6c0944de44f68f5702ffb717e238,SpeedSadd,,114325,f
229602,8aebbf962fd54119a5bd9b992b93264f,Blueprint Australia,,,f
91362,3fb20e96679b48759dbe5e88d37df93e,World Records,,,f
8639,b1c1deb81951413d9d4cbc527968a722,Syco Music,Original Production,221,f
181786,4625b10ff1bc49c5ac4cbf514840797a,Ethereal Records,Original Production,99508,f
101299,770bfdcb1ee94944bc60abaf216d9907,We Love Pandas Records,,,f
224341,7f24d9cfda6844888143b3ebe82036f4,Future Voyage,Manufacturer,,f
130593,b523c04d9ddc43e3afce23b23e778830,Carl Fischer Inc,Publisher,7020,f
243227,294aacf7358f4b8da26a202e4b73b396,Somes Music Co,,,f
207272,06beaec6aaa64fb78011da9e372b4144,Morning and Night Collective,,,f
71834,d8e79d38d03546f391cdd79dd7266ec1,Luxel,,,f
197087,246adc10966b4b6eb4b3dde949c69088,Subcontinental Records,Original Production,99,f
2814,79865adb4c754e91a3c9fbddb66ebf5c,Balance,Original Production,5099,f
77118,b68316ef5298497d9f403d9ec86ab860,Rhythm and Doom,,,f
248528,a7f8905f30374cb1a009292e1f9fd754,Old Wheat Records,,5210,f
198862,a680258661bf42ad8bc208e11893f961,Worlds Within Worlds,,5126,f
55424,112babd9a0cf4eaabc3011a4f891a9b5,Red Bus Records,Original Production,221,f
91129,01dd507c66d644eb95fcf1fce3dc70e2,Devouter Records,,3834,f
92530,3e970454a55d44cab8dc46b7f57118f7,Pacini Sound Factory,Imprint,107,t
189443,b704c727990b42a2995d6b82e5b92e1d,Barulho Hardcore Company,,5150,f
116918,c14499ffe1cc444fbf3c6051220c3366,TAMION THRAKIS,,,f
62288,40f02eb770cb47408e68ed4cf7bc953a,Sugarstar,,,f
24009,41a616fd179b4b3c9cb1a5401d6d3211,Pryda Recordings,,202,f
217435,236a267e2a7b4ce2b037916096788d6b,Iron Eagle Records,,,f
119719,3f72f81c5f8848c5beb54784a088fe2a,3rd Eye Tribe Entertainment,,,f
126714,e021e10dbee0457ebbc78d852b9436ba,Grafson Plak,,214,f
74171,99be74cbd8474d8fa50193673dc38339,The Konspiracy Group,,,f
91287,d6953d50396044b3b96fe74e50bfd40d,The Walt Disney Company España SA,Holding,194,f
208404,48079762327149a59f571e84f104741e,YOASOBI,Distributor,107,f
155369,d61af96b911746ad9fd55c394c27d114,Versity Rights,,202,f
5675,7ba6bcab5fd343c99ea81eaa8e467228,Lark Records,Original Production,21,t
4362,f15ae3dbaedf44dab5cb1e0313baf88a,EIR,Original Production,13,f
23707,22b1753236724cf0a189226d8cd4e7b4,General Inquisitor Torquemados Releases,,203,f
35947,fdc95db7e03042909494ed8be7572bd8,Cloak  Dagger Records,Original Production,221,f
166297,499baf9d05e541519899dc147ec2a893,Bad Apple Inc,,,f
26149,2a8b0f5dccb84bcc9372a5de5fbc1916,Dreck Records,Production,221,f
138200,c2a21ac7803b47a9949267a5caab7b81,Samadhi Sound Publishing,Publisher,,f
123029,b67bdb3d763945a9bc5b0474f4eb438b,Gypsy City Music,Distributor,30646,f
60006,7669f758d9d94a758be80a3be480662e,ManRoom,,,f
251932,8c34ea118d7145069d6749404e98b9e6,Tiraquon Recordings,,,f
82650,7906efe4e4ae4c20be5dd8b388952aa4,Beyond Records,,295,f
225012,a314545877a44734b01028209f096d44,Mad High Records,Original Production,,f
64209,0a166504ef3746e4b7fe0dd66d1527ed,Rampade Org,,,f
9197,a0e212d318884277a51a67cf4f24383c,Spirit Recordings,Original Production,221,f
79599,4a86a6aa47b94978891e70d7c462c9df,Motley Music Limited,,221,f
191562,6761318eea8d42d1a024b06510a3dfdf,Handle Artists,,,f
118974,81f4e3cc0dfd47e98caa2ae80e5cb496,Elektra Records,Holding,222,f
181759,9549cb32c9af4cefa678a738bf6ccdde,Zungu Music,,,f
120402,1d6852006e30444da403841d7093caa4,Frux,Original Production,29528,f
32371,2a403d16310543e7a9495dea3c11c0de,Premium Records,Original Production,107,f
252879,97374608bfe84300887e6907a31d28b6,Buck One Publishing,Publisher,,f
208405,68109137bce844568177d003c5194f71,Intellectual Reserve Inc,,222,f
57463,fb228966922d4d489fd6f60407c305b0,Siodemkicom,,170,f
9830,a3f9f6372bf74ecba12ecf2013de799a,Evol Intent,Original Production,222,f
166980,3fad0d0fdcad421dbb1f03baaa51c33a,Sapphire Productions,,,f
187802,d999db644ac7402d955a323fc3455074,Perfect Prescriptions,,221,f
93283,dc18f5fc404449e7984e21f911d835e5,Echo Mgmt,,13,f
68339,6b371f6d6a334ced9f2f72fa828a2931,Battenburg Records,,,f
15986,96b61a82e5784a0a805d920866e44dc1,Adam,Original Production,73,f
145860,01b13add03224a67bf3d6bd0bd60e50f,twinkledisc,,,f
82597,d87f77d8b7ea49c98a5bdfeecfdfb25d,Wolpfack Entertainment,,,f
227455,7395127303934ec09ac347989e979057,Jellys Jams,,221,f
60631,ab14baa1227342b19c1d4f67e3b1da7d,SuperHeavy LLC,,,f
9249,84f8251337ea47daa1f0daf52d34b4ef,Doxa Records,Original Production,81,f
35125,b66ea460889b4587a08a59fea716deb7,KillZone Records,,222,f
5593,f8a9d1dd7d3047a4a71a52b9be78efdc,Azione Artigianale,Original Production,10,f
113395,2b1869a6cd374070bece1d7cc01b48d0,Tentcrest Ltd,Holding,221,t
229339,64884b735f0e431ca7bf4a9ba31f568e,Maxical Music,Publisher,222,f
237643,96342962b85a4409956b7817c5180ccf,Artasee Records,Production,304,f
69152,82ab8d939f32464fbad78b529dbc247d,Keymen Records,Original Production,222,f
97825,c31be3c09468403e8abe8ccd6054335b,Crime Lordz Records,,222,f
14666,3bb3e3700c604600bcce530b7e285761,Dominant Fiction,Original Production,222,f
150123,7c192ba2b4ab4507b91fdd111f50f57d,high lab mastering,Production,174,f
32707,afe1e3962a5c4025adaed4a49e8f443d,Scandium Records,,73,f
245310,69085228e55b45b9aff72366ebf8f8c3,Bethlehem Music,Publisher,,f
229055,e8c5c142ca88423195f3f6d1e5f6a190,Evening Disclosure,Distributor,,f
202849,e65a4e7f3f424e4b921605d06a82963b,Terrain Vague,Original Production,5219,f
223748,9a8ec75a40ed48a6922bb0f367b37cdd,Trans Continental Records,Imprint,222,f
98600,dcb5d79b6fbc4ff2ab84bec1bc903119,Vertriebsgesellschaft für Bishop ELA TechnikMusikVerlag,Publisher,331,f
41274,b783a05dbb8b44808a46abb81499ceb0,Rock is Hell Records,Original Production,30701,f
150052,822e3e1abdfa47b3bc0cde717b4b5f64,Universal Music SA Greece,Holding,84,f
248042,052a5831e1504a0cb1448d6af6dc83cb,Adler Planetarium,Holding,5099,f
87514,2a01579d163e4695a05c7156edb0ca7f,Ma Case,Production,60638,f
44189,1f3cf5bd4eb44845b48a0ae13c526616,Doldrums,,,f
219380,6a64ad33c582446ca55d706a77c38a60,Ramshaw Records,,221,f
124223,8523be371a60427bb6bdf97f049a56bb,Street Fame Entertainment,,,f
175891,2eab536ed4974202b55ac8c22b37391d,Intrepid Skin,,326,f
226094,7c50aabd24624a7e8797513caa2b3790,Red Pig Records,,,f
100368,f8ec6b49e8814189ac51ad008e8f7bc4,Styx Records,Production,653,f
126837,94537ba4064748ff93d087e2e64af663,MVT Music  Vision Trading,,4141,f
243036,6bd7c6df3e0f43c29ba2ef81d76c604b,Yogi Man,,,f
18790,3d68052c60f5457080a322a589c10d54,Cult Metal Classics,Reissue Production,84,f
91817,c6ab1d54176a404a9361ad3cd140a0ed,Oscillation Music,,81,f
150480,633d6c17da504dd7b4b444175ea3bd62,Sound Entertainment,Imprint,221,f
110277,780995490306405a91fb574483ee61ae,Free Lance,,,f
188631,fc2e634cec50477e8daad0e55377ab56,Selmabird Records,,,f
169667,b0d45137389940299380476c3c233e6c,Spaceland Records,,4692,f
29307,8489572760a5448e88f2ee941c689917,Future Music Distribution,,222,f
38257,7c82a44b61cc4038a96132085dd714cb,Terminal4 Music,Publisher,,f
84491,21fdc001325f42fba626d20d7e97a72c,SQN Corporation,,,f
244319,4a3af56db4004d95be8af6075f238cb1,Story Syndicate,,222,f
105356,8dd4f5aa85e344a68e5b1ea7f9abb9ef,SOS Records,,,f
61692,4f61016d3ee84a799bef842d8cbbffd3,John Gilliat Music,,,f
134733,7c84d7b688d844aaa6d07a99f279ff63,NOIA Records,,20019,f
56746,5d3c0d81476b46c2a3329637d4e07080,Breakout,Original Production,221,t
100981,6d45893b2e8544739cc128070111a20e,Calamares Productions,,,f
15018,e4d558808fd2400893cf2921937379c8,ITM,,81,f
153232,095b1283fe8c4cc4a6b3028779185b9a,Eccofilm,,,f
245809,3e8f1325ee0742edbef120fe12b8af92,北京唐乐心文化艺术有限公司,,,f
6962,f620deb787ef4ed0b94083315d45d014,Not Guilty,Bootleg Production,222,f
231270,f2b19241c9f04bf3b897b0b198a68833,Diffuse Echo Records,,,f
229596,527a0c33f5604897ae3ddfb4ef3fb975,29 Global Public,,,f
106441,904834927fef41b4a380e4678fe92c36,Fintage Music International BV,Publisher,,f
237437,f29ae8f3b6184baebbff51d343fa6445,ECLIPSEM Entertainment,Production,,t
9551,a0ef48c9dd5c48a593886b66c4874639,Cipher Productions,Original Production,13,f
52299,f560658786f24ad5afbd842e30f7696e,Happening Records,Original Production,84,f
246037,031de3b2c3cb4b85973414d026937f75,Columbia Records Pressing Plant Bridgeport,,12766,t
90118,130c16c040964e8997641a985542a043,RoofTop Owl,,,f
88696,c4b6cc41f9994e1c852579116acef797,FOB Music Publishing,Publisher,,f
195735,46589f0b9b7d4e0c9f8fde39873ebaa3,CerePop Records,Publisher,66419,f
28333,8b6215b65518408bbfafbd3cc28fdfd8,MimeographMimeomeme,Publisher,222,f
246346,277be96daf3949cd95ec93faa17ef386,Swerve Collective Creations,Original Production,222,f
