artist,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,area,comment
id-111402,One Night Stand,One Night Stand,,,,,,,f,Group,,id-21,Punk rock from Belgium
id-545449,Dash,Dash,,,,,,,f,Person,Male,id-194,Spanish MC
id-74665,The Flirts,Flirts The,1980,,,,,,f,Group,,id-222,USA pop group
id-878582,Mills Embargo,Mills Embargo,,,,,,,f,Group,,id-203,
id-1119184,Olivier Capparos,Capparos Olivier,,,,,,,f,Person,Male,id-73,
id-115967,Herman Dune,Herman Dune,1999,,,,,,f,Group,,id-73,
id-427385,Distance,Distance,,,,,,,f,Person,Male,id-221,UK dubstep artist Greg Sanders
id-38012,菅野よう子,Kanno Yōko,1964,3,19,,,,f,Person,Female,id-107,Japanese composer arranger  musician
id-59533,Swizz Beatz,Swizz Beatz,1978,9,13,,,,f,Person,Male,id-222,US hip hop producer
id-931805,The Chaperals,Chaperals The,,,,,,,f,Group,,id-81,a cappella Vocal Group
id-491218,Carlas,Carlas,,,,,,,f,Group,,,
id-759653,Hummingbird,Hummingbird,,,,,,,f,,,,Ambient electronic
id-69635,Gene Krupa and His Orchestra,Krupa Gene and His Orchestra,,,,,,,t,Group,,id-222,
id-68908,David McAlmont,McAlmont David,1967,5,2,,,,f,Person,Male,id-221,
id-189646,Clive Cussler,Cussler Clive,1931,7,15,2020,2,24,t,Person,Male,id-222,novelist
id-249865,Pittsburgh Symphony Orchestra,Pittsburgh Symphony Orchestra,1895,,,,,,f,Orchestra,,id-222,
id-268451,Ars Nova,Ars Nova,,,,,,,f,Group,,,electronicaindieexperimental
id-1602066,Gregor Popovic,Popovic Gregor,,,,,,,f,Person,,,
id-46935,Faraquet,Faraquet,1997,,,2001,,,t,Group,,id-222,
id-788950,Treefight for Sunlight,Treefight for Sunlight,2007,,,,,,f,Group,,id-57,
id-44783,Black Tape for a Blue Girl,Black Tape for a Blue Girl,1986,,,,,,f,Group,,id-222,
id-35917,Jim Reeves,Reeves Jim,1923,8,20,1964,7,31,t,Person,Male,id-222,US country  pop singer
id-183473,Vomitous,Vomitous,2001,,,,,,f,Group,,id-202,
id-1500972,Six of Swords,Six of Swords,2013,,,,,,f,Group,,id-5076,death metal
id-66398,Son Kite,Son Kite,1996,,,,,,f,Group,,id-57,
id-504144,Tetine,Tetine,,,,,,,f,Group,,id-30,
id-24329,King Adora,King Adora,1998,,,2005,,,t,Group,,id-221,
id-686331,若原一郎,Wakahara Ichirou,1931,8,1,1990,7,16,t,Person,Male,id-107,
id-452165,Kelly Sweet,Sweet Kelly,1988,3,29,,,,f,Person,Female,id-222,
id-136311,Roudoudou,Roudoudou,1963,,,,,,f,Person,Male,id-73,
id-609850,Arsenik,Arsenik,1989,9,24,,,,f,Person,,,Born in the 80s Product of the 90s
id-676239,Tapes,Tapes,,,,,,,f,Person,Male,id-221,Jackson Bailey
id-157138,Hot Chip,Hot Chip,2000,,,,,,f,Group,,id-221,
id-337880,Concentus Musicus Wien,Concentus Musicus Wien,1953,,,,,,f,Orchestra,,id-14,
id-938186,ThermalBear,ThermalBear,,,,,,,f,,,,
id-2049850,FREEATLAST,FREEATLAST,,,,,,,f,,,id-3925,Synthwave and Dubstep
id-41158,Corvus Corax,Corvus Corax,1989,12,,,,,f,Group,,id-81,German band playing medieval music
id-99187,Jet,Jet,2001,,,,,,f,Group,,id-13,Australian garage rock band
id-44434,Sharon Lois  Bram,Sharon Lois  Bram,1978,,,,,,f,Group,,id-38,
id-117497,Johann Bley,Bley Johann,,,,,,,f,Person,Male,id-81,psychedelic trance artist
id-84353,Marcia Hines,Hines Marcia,1953,7,20,,,,f,Person,Female,id-13,
id-150137,iNTROSPEKT,iNTROSPEKT,,,,,,,f,,,,
id-120323,Stendal Blast,Stendal Blast,1989,,,,,,f,Group,,id-81,
id-1528,Grateful Dead,Grateful Dead,1965,,,1995,,,t,Group,,id-222,
id-40154,Phil Ranelin,Ranelin Phil,1939,5,25,,,,f,Person,Male,id-222,
id-256352,Needle,Needle,,,,,,,f,Group,,,
id-1030,Nusrat Fateh Ali Khan,Fateh Ali Khan Nusrat,1948,10,13,1997,8,16,t,Person,Male,id-162,
id-188064,xDisciplex AD,xDisciplex AD,1995,,,2004,,,t,Group,,id-222,
id-130808,Philharmonia Orchestra,Philharmonia Orchestra,1945,10,,,,,f,Orchestra,,id-1178,London orchestra known as New Philharmonia Orchestra from 19641976
id-235823,Jenny Wilson,Wilson Jenny,1975,10,20,,,,f,Person,Female,id-202,Swedish singer
id-155692,The Revelairs,Revelairs The,,,,,,,f,,,,
id-966919,Drunk Vision,Drunk Vision,,,,,,,f,,,,
id-77045,John Valby,Valby John,1945,,,,,,f,Person,Male,id-222,
id-608321,Posession,Posession,1997,,,,,,f,Group,,id-111634,
id-81933,Sister Nancy,Sister Nancy,1962,1,2,,,,f,Person,Female,id-106,
id-304175,UGK,UGK,1987,,,2007,12,4,t,Group,,id-222,
id-308861,Dominic Glynn,Glynn Dominic,1960,9,27,,,,f,Person,Male,id-221,
id-560570,Alexandra Kelly,Kelly Alexandra,2006,7,1,2008,,,t,,,,
id-833521,ぼたん,Botan,,,,,,,f,Character,,,Anime Yu Yu Hakusho character
id-833522,雪菜,Yukina,,,,,,,f,Character,,,Anime Yu Yu Hakusho character
id-833523,コエンマ,Koenma,,,,,,,f,Character,Male,id-107,Anime Yu Yu Hakusho character
id-141474,Persiana Jones,Persiana Jones,1988,2,,,,,f,Group,,id-105,
id-164913,Bob Evans,Evans Bob,1976,10,1,,,,f,Person,Male,id-13,Australian singersongwriter AKA Kevin Mitchell
id-486172,Relevant Few,Relevant Few,2000,,,,,,f,Group,,,
id-718330,Jesse Rhodes,Rhodes Jesse,,,,,,,f,Person,Male,id-7503,Songwriter Production Composer
id-69442,Piero Piccioni,Piccioni Piero,1921,12,6,2004,7,23,t,Person,Male,id-105,
id-299749,Marianne  Michael,Marianne  Michael,1973,,,,,,f,Group,,id-81,
id-239239,Richard M Sherman,Sherman Richard M,1928,6,12,,,,f,Person,Male,id-222,
id-60953,Franz Krommer,Krommer Franz,1759,11,27,1831,1,8,t,Person,Male,id-56,composer
id-513040,Ellen Dijkhuizen,Dijkhuizen Ellen,,,,,,,f,Person,Female,id-150,
id-152519,Shandon,Shandon,1994,,,2006,2,13,t,Group,,id-105,Italian punk rock band
id-275537,BeeBee,BeeBee,1997,,,,,,f,Group,,id-72,90s Finnish allfemale pop rock band
id-1663,Joe Walsh,Walsh Joe,1947,11,20,,,,f,Person,Male,id-222,EaglesJames Gang
id-5170,Admiral D,Admiral D,,,,,,,f,,,,
id-331264,Hollywood Studio Symphony,Hollywood Studio Symphony,,,,,,,f,Orchestra,,id-222,
id-5174,Hatebreed,Hatebreed,1995,,,,,,f,Group,,id-222,
id-383729,Justeeri,Justeeri,1916,4,5,1983,4,8,t,Person,Male,id-72,
id-9152,Duane Eddy,Eddy Duane,1938,4,26,,,,f,Person,Male,id-222,
id-933437,Kevin J Colver,Colver Kevin J,,,,,,,f,Person,Male,,
id-2914,Autechre,Autechre,1991,,,,,,f,Group,,id-432,electronic music duo
id-373350,Nash Ensemble,Nash Ensemble,1964,,,,,,f,Group,,id-221,
id-271306,Samson François,François Samson,1924,5,18,1970,10,22,t,Person,Male,id-73,pianist
id-789072,James Joseph Kalamasz,Kalamasz James Joseph,,,,,,,f,Person,Male,id-222,
id-392074,LAST ALLIANCE,LAST ALLIANCE,2002,,,,,,f,Group,,id-107,
id-9655,Joe Jackson,Jackson Joe,1954,8,11,,,,f,Person,Male,id-432,English musician
id-841313,Jo Jamato,Jamato Jo,,,,,,,f,Person,,,
id-475797,Dougie D,D Dougie,,,,,,,f,Person,,id-222,
id-2025529,Théotime Langlois de Swarte,Langlois de Swarte Théotime,,,,,,,f,Person,Male,id-73,
id-481,Aerosmith,Aerosmith,1970,,,,,,f,Group,,id-222,
id-9871,AZ,AZ,1972,3,9,,,,f,Person,Male,id-43994,US rapper
id-399689,Aphrodesia,Aphrodesia,,,,,,,f,Group,,,
id-191481,Patrick Sébastien,Sébastien Patrick,1953,11,14,,,,f,Person,Male,id-73,
id-24074,Jody Watley,Watley Jody,1959,1,30,,,,f,Person,Female,id-222,
id-596787,OxygenStar,OxygenStar,,,,,,,f,Person,Male,id-222,
id-658556,Gerold Huber,Huber Gerold,1969,,,,,,f,Person,Male,id-81,pianist
id-24070,Salif Keita,Keita Salif,1949,8,25,,,,f,Person,Male,id-131,
id-824968,Epsylon,Epsylon,2006,,,,,,f,Group,,id-73,French group
id-139354,Goldie Lookin Chain,Goldie Lookin Chain,2000,,,,,,f,Group,,id-221,Welsh comedic rap group
id-227829,ErciE,ErciE,1973,,,,,,f,Person,Male,id-81,Erci Ergün
id-362264,The Year Of,Year Of The,,,,,,,f,Group,,,
id-205962,Clam Chowder,Clam Chowder,1977,,,2013,11,30,t,Group,,id-222,
id-1,Various Artists,Various Artists,,,,,,,f,Other,,,add compilations to this artist
id-8658,Vanessa Daou,Daou Vanessa,1967,10,4,,,,f,Person,Female,id-222,
id-440891,Klaus Harmony,Harmony Klaus,1941,1,21,1984,1,21,t,Person,Male,id-81,fictional musician created by Matthew Strachan
id-92623,Liane Foly,Foly Liane,1962,12,16,,,,f,Person,Female,id-73,
id-379,Glen Campbell,Campbell Glen,1936,4,22,2017,8,8,t,Person,Male,id-222,US country singer guitarist  actor
id-1085275,Chris Weeks,Weeks Chris,,,,,,,f,Person,Male,id-221,
id-433373,CygnosiC,CygnosiC,2006,,,,,,f,Person,Male,id-84,
id-40269,Norah Jones,Jones Norah,1979,3,30,,,,f,Person,Female,id-222,
id-550430,Katherines Favorites,Katherines Favorites,1992,,,,,,f,Group,,,
id-557427,Savage,Savage,,,,,,,f,Person,,id-73,French house music producer Géraud Lafarge
id-154323,324,324,1999,,,,,,f,Group,,id-107,Japanese grindcore band
id-505638,Senmuth,Senmuth,,,,,,,f,Person,Male,id-176,Russian experimental musician
id-1040952,Les Basses Réunies,Les Basses Réunies,1996,,,,,,f,Group,,,
id-289878,Doo Wop,Doo Wop,,,,,,,f,Person,Male,id-222,American hip hop artist
id-339983,Michał Bajor,Bajor Michał,1957,6,13,,,,f,Person,Male,id-170,
id-190578,Sergej Auto,Sergej Auto,,,,,,,f,,,,
id-3331,Little Richard,Little Richard,1932,12,5,2020,5,9,t,Person,Male,id-222,
id-3332,Django Reinhardt,Reinhardt Django,1910,1,23,1953,5,16,t,Person,Male,id-73,French jazz guitarist and composer
id-193885,Danças Ocultas,Danças Ocultas,,,,,,,f,Group,,id-171,
id-362868,Χρόνης Αηδονίδης,Aidonidis Chronis,1928,12,23,,,,f,Person,Male,id-84,
id-714016,Christopher E Hajian,Hajian Christopher E,,,,,,,f,Person,Male,,
id-534503,Anthony Goldstone,Goldstone Anthony,1944,7,25,2017,1,2,t,Person,Male,id-221,British classical pianist and broadcaster
id-79841,Château Flight,Château Flight,,,,,,,f,Group,,id-4434,
id-829608,Alexander Rudd,Rudd Alexander,1981,9,22,,,,f,Person,Male,id-221,British composer
id-840650,林康,Hayashi Kou,,,,,,,f,Person,Male,id-107,
id-173871,Charlie Clouser,Clouser Charlie,1963,6,28,,,,f,Person,Male,id-222,
id-55592,dead prez,dead prez,1996,,,,,,f,Group,,id-222,US hiphop duo
id-102489,Guem,Guem,1947,3,9,2021,1,22,t,Person,Male,id-3,
id-807104,Giant Claw,Giant Claw,,,,,,,f,Person,Male,id-222,
id-124472,C S Lewis,Lewis C S,1898,11,29,1963,11,22,t,Person,Male,id-221,
id-346378,Mozarteum Orchester Salzburg,Mozarteum Orchester Salzburg,1841,,,,,,f,Orchestra,,id-14,
id-840550,Denis Dobrenz,Dobrenz Denis,,,,,,,f,Person,,,
id-376690,Quadra,Quadra,,,,,,,f,Person,Male,id-7703,Trance artist Ido Liran
id-1783738,Beaver Creek,Beaver Creek,,,,,,,f,Group,,,
id-9098,Laurent Garnier,Garnier Laurent,1966,2,1,,,,f,Person,Male,id-73,
id-10729,Antonín Dvořák,Dvořák Antonín,1841,9,8,1904,5,1,t,Person,Male,id-56,composer
id-87098,Dark at Dawn,Dark at Dawn,1993,,,,,,f,Group,,id-81,
id-434509,manmachineindustry,manmachineindustry,2000,,,,,,f,Group,,id-202,industrial rock
id-490828,Orchestra of the Welsh National Opera,Orchestra of the Welsh National Opera,1943,,,,,,f,Orchestra,,id-435,
id-154853,The Bluerunners,Bluerunners The,1988,,,,,,f,Group,,id-222,
id-273166,Emilia,Emilia,1978,1,5,,,,f,Person,Female,id-202,Swedish singer Emilia Rydberg Mitiku Big Big World Twist of Fate
id-256922,Lazzi,Lazzi,,,,,,,f,Group,,id-73,
id-510782,Deadliner,Deadliner,,,,,,,f,Person,Male,id-5099,
id-1012,Sevendust,Sevendust,1994,,,,,,f,Group,,id-222,
id-325535,Zachary Allen,Allen Zachary,,,,,,,f,Person,,,
id-325536,Liberty Christian Church,Liberty Christian Church,,,,,,,f,,,,
id-258159,Stockholms Negrer,Stockholms Negrer,1984,,,1994,,,t,Group,,id-202,
id-30944,Freddie Jackson,Jackson Freddie,1956,10,2,,,,f,Person,Male,id-222,
id-180957,Della Bosiers,Bosiers Della,1946,11,11,,,,f,Person,Female,id-21,
id-4049,Slapshot,Slapshot,1985,,,,,,f,Group,,id-222,
id-666853,Vince Gabriel,Gabriel Vince,,,,,,,f,Person,,,
id-106483,Billy Fury,Fury Billy,1940,4,17,1983,1,28,t,Person,Male,id-221,
id-31389,Annihilator,Annihilator,1984,,,,,,f,Group,,id-38,Canadian thrash metal band
id-35007,Farside,Farside,1989,,,2000,,,t,Group,,id-222,
id-72962,Tripod,Tripod,1997,,,,,,f,Group,,id-13,Australian comedy trio
id-376087,Gossos,Gossos,1993,,,,,,f,Group,,id-1818,Spanish poprock
id-176629,Complys,Complys,,,,,,,f,Group,,id-322,
id-14917,Los Fabulosos Cadillacs,Fabulosos Cadillacs Los,1985,1,19,,,,f,Group,,id-10,
id-156,Bryan Adams,Adams Bryan,1959,11,5,,,,f,Person,Male,id-38,Canadian singersongwriter
id-8431,Vermin,Vermin,,,,,,,f,Group,,id-202,Swedish death metal band
id-536653,Supabond,Supabond,2001,,,,,,f,Group,,id-81,
id-1338,Jerry Goldsmith,Goldsmith Jerry,1929,2,10,2004,7,21,t,Person,Male,id-222,American score composer
id-104436,Dollar,Dollar,1978,,,1988,,,t,Group,,id-221,UK pop group
id-1332,Shakira,Shakira,1977,2,2,,,,f,Person,Female,id-47,Colombian pop vocalist
id-282220,Echo Orbiter,Echo Orbiter,1996,,,,,,f,Group,,id-222,
id-12616,The Shamen,Shamen The,1986,,,1999,,,t,Group,,id-221,
id-889609,増子司,Masuko Tsukasa,1963,4,3,,,,f,Person,Male,id-107,video game music composer
id-7966,Susumu Yokota,Yokota Susumu,1961,,,2015,3,27,t,Person,Male,id-107,
id-312700,Carouge,Carouge,,,,,,,f,,,,
id-11522,Deep Dish,Deep Dish,1992,,,,,,f,Group,,id-222,
id-1696006,Norvik,Norvik,,,,,,,f,Person,Male,,
id-196127,Conrad Schnitzler,Schnitzler Conrad,1937,3,17,2011,8,4,t,Person,Male,id-81,German experimental electronic musician
id-279434,Kodály Quartet,Kodály Quartet,1965,,,,,,f,Group,,id-97,
id-665747,Hélène Bleskine,Bleskine Hélène,,,,,,,f,Person,,,
id-713638,NǽnøĉÿbbŒrğ VbëřřĦōlökäävsŦ,ocyborg Uberholocaust,2006,,,,,,f,Group,,,Ambient Cosmic Extreme Funeral Drone Doom Metal band
id-873615,Under,Under,2001,,,,,,f,Group,,id-176,Russian Death Metal
id-144617,Marlango,Marlango,2002,,,,,,f,Group,,id-194,
id-407960,Loircord,Loircord,,,,,,,f,Group,,,
id-169887,氷上恭子,Hikami Kyoko,1969,1,11,,,,f,Person,Female,id-107,
id-842831,Jacques Loussier et son orchestre,Loussier Jacques et son orchestre,,,,,,,f,,,,
id-2862,Go West,Go West,1982,,,,,,f,Group,,id-221,
id-2860,A Flock of Seagulls,Flock of Seagulls A,1980,,,,,,f,Group,,id-221,
id-634733,Johanson  Vennad,Johanson  Vennad,,,,,,,f,Group,,id-67,
id-168604,Victor Young,Young Victor,1900,8,8,1956,11,10,t,Person,Male,id-222,American composer arranger violinist  conductor
id-35718,Beat Happening,Beat Happening,1982,,,,,,f,Group,,id-222,
id-193087,Steven Wray Lobdell,Wray Lobdell Steven,,,,,,,f,Person,,,
id-179585,David Wise,Wise David,1967,,,,,,f,Person,Male,id-221,video game composer
id-444772,Thieves Like Us,Thieves Like Us,2002,,,,,,f,Group,,,
id-684275,Willi Weitzel,Weitzel Willi,1972,12,13,,,,f,Person,Male,,
id-431262,Andrew Parrott,Parrott Andrew,1947,3,10,,,,f,Person,Male,id-221,conductor
id-466224,Contramarca,Contramarca,,,,,,,f,Group,,,
id-400653,Sonna Rele,Rele Sonna,1988,,,,,,f,Person,Female,id-221,
id-224913,Avey Tare,Avey Tare,1979,4,24,,,,f,Person,Male,id-222,
id-52749,Teoman,Teoman,1967,11,20,,,,f,Person,Male,id-214,
id-35536,周杰倫,Chou Jay,1979,1,18,,,,f,Person,Male,,
id-799973,Big Ministries,Big Ministries,,,,,,,f,Group,,,
id-639555,Los Dos y Compañeros,Dos y Compañeros Los,1996,,,,,,f,Group,,id-81,
id-235523,Caribou,Caribou,1978,,,,,,f,Person,Male,id-38,Canadian composer and musician
id-30080,Jan Eggum,Eggum Jan,1951,12,8,,,,f,Person,Male,id-160,
id-31839,Joseph Haydn,Haydn Joseph,1732,3,31,1809,5,31,t,Person,Male,id-14,composer
id-1001975,Stojan Knežević,Knežević Stojan,,,,,,,f,,,,
id-47204,Harem,Harem,,,,,,,f,Group,,id-214,
id-11411,Operation Ivy,Operation Ivy,1987,5,,1989,5,29,t,Group,,id-222,
id-7364,David Newman,Newman David,1954,3,11,,,,f,Person,Male,id-222,film composer
id-322081,Κώστας Τουρνάς,Tournas Kostas,1949,9,23,,,,f,Person,Male,id-84,
id-100637,Anberlin,Anberlin,2002,,,,,,f,Group,,id-222,
id-861811,Unity One,Unity One,2011,,,,,,f,Group,,,futurepopsynthpop
id-67071,Riccardo Cocciante,Cocciante Riccardo,1946,2,20,,,,f,Person,Male,id-105,
id-129490,Rainer,Rainer,1951,6,7,1997,11,12,t,Person,Male,id-81,
id-306627,Lowell Sly Dunbar,Dunbar Lowell Sly,1952,5,10,,,,f,Person,Male,id-106,
id-768460,Young Mozart,Young Mozart,,,,,,,f,Person,,,
id-132237,Rosannas Raiders,Rosannas Raiders,,,,,,,f,,,,
id-528777,The Bakers,Bakers The,,,,,,,f,Group,,,
id-68359,Marian Anderson,Anderson Marian,1897,2,27,1993,4,8,t,Person,Female,id-222,classical contralto singer
id-299526,Le Rok,Le Rok,,,,,,,f,Person,,,
id-131766,Fred LonbergHolm,LonbergHolm Fred,1962,,,,,,f,Person,Male,id-222,
id-630380,Mr Long,Long Mr,1978,3,19,,,,f,Person,Male,id-81,
id-53507,Jean‐Philippe Rameau,Rameau Jean‐Philippe,1683,9,25,1764,9,12,t,Person,Male,id-73,French composer of the Baroque era
id-565127,Stephen Janetzko,Janetzko Stephen,1966,,,,,,f,Person,Male,,
id-56133,Musical Youth,Musical Youth,1979,,,,,,f,Group,,id-221,
id-1567492,Justin Taylor,Taylor Justin,1992,6,16,,,,f,Person,Male,id-73,harpsichordist
id-233295,Andreas Scholl,Scholl Andreas,1967,11,10,,,,f,Person,Male,id-81,countertenor
id-105915,Andre Perry,Perry Andre,,,,,,,f,Person,,,
id-2289835,Jørn Stenzel,Jørn Stenzel,,,,,,,f,,,,
id-128831,Les Reines Prochaines,Reines Prochaines Les,1987,,,,,,f,Group,,id-203,
id-59059,Marisela,Marisela,1966,4,24,,,,f,Person,Female,id-138,
id-34840,Annie MG Schmidt,Schmidt Annie MG,1911,5,20,1995,5,21,t,Person,Female,id-150,
id-503520,Bazar,Bazar,,,,,,,f,Person,,id-57,Danish rapper
id-45799,Al Jolson,Jolson Al,1886,5,26,1950,10,23,t,Person,Male,id-222,
id-223167,Sex Love  Money,Sex Love  Money,,,,,,,f,,,,
id-244460,Steve Jablonsky,Jablonsky Steve,1970,10,9,,,,f,Person,Male,id-222,American score composer
id-746736,Marina Albero,Albero Marina,,,,,,,f,Person,,,
id-834982,Fondo Flamenco,Fondo Flamenco,,,,,,,f,Group,,id-194,
id-126774,Ee,Ee,1999,,,,,,f,Group,,,
id-278722,Sir Thomas Allen,Allen Thomas Sir,1944,9,10,,,,f,Person,Male,id-221,baritone
id-732457,Društvo mrtvih pesnikov,Društvo mrtvih pesnikov,1990,,,,,,f,Group,,id-190,
id-812091,Stu Larsen,Larsen Stu,,,,,,,f,Person,Male,id-13,
id-169464,Michelle Wilson,Wilson Michelle,,,,,,,f,Person,,,
id-88297,Kreidler,Kreidler,1994,,,,,,f,Group,,id-81,German band
id-424601,User,User,,,,,,,f,Person,Male,id-221,UK techno producer Dean Cole
id-101230,The Spaniels,Spaniels The,1952,12,,1974,,,t,Group,,id-222,
id-720384,Brigada Criminal  Stupenda Jones,Brigada Criminal  Stupenda Jones,,,,,,,f,Other,,,
id-310038,The Whigs,Whigs The,2002,,,,,,f,Group,,id-222,
id-527563,The Smallgoods,Smallgoods The,1999,,,,,,f,Group,,id-13,
id-118269,河端一,Kawabata Makoto,1965,,,,,,f,Person,Male,id-107,Japanese musician cfr Acid Mothers Temple
id-469807,Frank Chacksfield  His Orchestra,Chacksfield Frank  His Orchestra,,,,,,,f,Group,,,
id-140514,Burd Early,Early Burd,1976,4,29,,,,f,Person,,,
id-222768,Smadj,Smadj,,,,,,,f,Person,Male,id-73,
id-2309,Ferry Corsten,Corsten Ferry,1973,12,4,,,,f,Person,Male,id-150,
id-32473,Arcangelo Corelli,Corelli Arcangelo,1653,2,17,1713,1,8,t,Person,Male,id-105,
id-944893,Cris Cab,Cab Cris,1993,1,21,,,,f,Person,Male,id-222,
id-828949,西隆宏,Nishi Takahiro,1970,1,31,,,,f,Person,Male,id-107,
id-800436,Gungor,Gungor,2010,,,,,,f,Group,,id-222,
id-36722,Don Moen,Moen Don,1950,6,29,,,,f,Person,Male,id-222,
id-289220,Partia,Partia,1995,,,2003,,,t,Group,,id-170,
id-326476,Dropping Daylight,Dropping Daylight,2001,,,,,,f,Group,,id-222,
id-183687,Phiiliip,Phiiliip,,,,,,,f,,,,
id-217953,Madeline,Madeline,,,,,,,f,Person,Female,id-222,US folk singersongwriter
id-241892,The Emergency,Emergency The,,,,,,,f,Group,,id-13,
id-174088,Nathan Barr,Barr Nathan,1973,2,9,,,,f,Person,Male,id-222,American score composer
id-549205,Último Gobierno,Último Gobierno,1984,,,,,,f,Group,,id-194,
id-549204,Ruido de Rabia,Ruido de Rabia,1985,,,1994,,,t,Group,,id-194,
id-118465,Academy of St Martin in the Fields,Academy of St Martin in the Fields,1959,,,,,,f,Orchestra,,id-221,
id-46843,The Feelers,Feelers The,,,,,,,f,Group,,id-153,New Zealand
id-388370,UNITE,UNITE,,,,,,,f,Group,,,
id-77277,Tommy Steele,Steele Tommy,1936,12,17,,,,f,Person,Male,id-221,50s English singer
id-93819,Rocky Votolato,Votolato Rocky,1977,3,8,,,,f,Person,Male,id-222,
id-373165,Hugh Marsh,Marsh Hugh,1955,6,5,,,,f,Person,Male,id-38,
id-39287,Rachid Taha,Taha Rachid,1958,9,18,2018,9,12,t,Person,Male,id-73,
id-854714,Gefilte Fist,Gefilte Fist,,,,,,,f,Group,,id-7747,grindcore band
id-43238,Junior Murvin,Murvin Junior,1949,,,2013,12,2,t,Person,Male,id-106,
id-93814,GoGoGo Airheart,GoGoGo Airheart,1996,,,2006,,,t,Group,,id-222,
id-172586,Sissy Spacek,Spacek Sissy,1949,12,25,,,,f,Person,Female,id-222,American actress and singer
id-114598,Kenny Barron Trio,Barron Kenny Trio,,,,,,,f,Group,,,
id-176025,Johnny Cosy,Cosy Johnny,,,,,,,f,,,,
id-48584,Kutless,Kutless,2000,,,,,,f,Group,,id-222,
id-376650,Nemzeti Filharmonikus zenekar,Nemzeti Filharmonikus zenekar,1923,,,,,,f,Orchestra,,id-97,Hungarian National Philharmonic Orchestra
id-852904,AVA,AVA,,,,,,,f,Person,Female,id-33,Bulgarian dance vocalist Stanislava AzovaDragieva
id-1465569,Bored Lord,Bored Lord,,,,,,,f,Person,,id-7288,
id-140605,Carlos Di Sarli,Di Sarli Carlos,1903,1,7,1960,1,12,t,Person,Male,id-10,
id-567183,Alexander Melnikov,Melnikov Alexander,1973,2,1,,,,f,Person,Male,id-176,pianist
id-33403,Within Temptation,Within Temptation,1995,4,,,,,f,Group,,id-150,
id-470993,Lento,Lento,2004,,,,,,f,Group,,id-105,Italian atmospheric sludge metal band
id-33153,Da Yoopers,Yoopers Da,1975,,,,,,f,Group,,id-87369,
id-383848,Hot Buttered Rum,Hot Buttered Rum,2002,,,,,,f,Group,,id-222,
id-503491,Q Arne,Q Arne,,,,,,,f,Person,,,
id-326501,Duoteque,Duoteque,,,,,,,f,Group,,id-105,
id-81239,Ivan Lins,Lins Ivan,1945,6,16,,,,f,Person,Male,id-30,
id-544852,Blueprintmusic,Blueprintmusic,,,,,,,f,Group,,,
id-1539,Elvis Presley,Presley Elvis,1935,1,8,1977,8,16,t,Person,Male,id-222,The King of Rock and Roll
id-334801,Téada,Téada,2001,1,,,,,f,Group,,id-103,
id-404057,Pigor  Eichhorn,Pigor  Eichhorn,,,,,,,f,Group,,id-81,
id-39848,Aleem,Aleem,,,,,,,f,Group,,id-222,boogiefunkRBdance music trio
id-271226,Lorin Maazel,Maazel Lorin,1930,3,6,2014,7,13,t,Person,Male,id-222,conductor
id-1268432,さユり,Sayuri,1996,6,7,,,,f,Person,Female,id-107,Jpop singersongwriter
id-173184,KSU,KSU,1977,,,,,,f,Group,,id-170,
id-350212,Herman Chittison,Chittison Herman,1908,10,15,1967,3,8,t,Person,Male,id-222,
id-235831,Weltempfänger,Weltempfänger,1992,,,1995,,,t,Group,,id-81,
id-724234,Jerique Allan,Jerique Allan,,,,,,,f,Person,,id-150,pophouseRB singer
id-803209,Volker Klüpfel  Michael Kobr,Klüpfel Volker  Kobr Michael,,,,,,,f,Group,,,
id-61099,Steve Tilston,Tilston Steve,1950,3,6,,,,f,Person,Male,id-221,
id-689965,The Department of Drama of The Catholic University of America,Department of Drama of The Catholic University of America The,,,,,,,f,Group,,,
id-290640,Kommando Sonnenmilch,Kommando Sonnenmilch,1998,,,2013,12,1,t,Group,,id-81,
id-8816,Bud Powell,Powell Bud,1924,9,27,1966,7,31,t,Person,Male,id-222,
id-41636,モーニング娘,Morning Musume,1997,11,3,,,,f,Group,,id-107,
id-1285731,Prowler,Prowler,1982,,,,,,f,Person,Male,id-150,Martijn Horsselenberg
id-369948,Vijay Prakash,Vijay Prakash,1976,2,21,,,,f,Person,Male,id-670,
id-98933,The Duke Ellington Trio,Ellington Duke Trio The,,,,,,,f,Group,,,
id-117130,Syd Matters,Syd Matters,2002,,,,,,f,Group,,id-73,
id-50401,Richie Hawtin,Hawtin Richie,1970,6,4,,,,f,Person,Male,id-38,
id-130380,Vikingarna,Vikingarna,1958,,,2004,7,3,t,Group,,id-202,
id-94607,Leger des Heils,Leger des Heils,1999,,,,,,f,,,id-81,
id-332181,Jukka Takalo,Takalo Jukka,1967,6,20,,,,f,Person,Male,id-72,
id-37250,Eumir Deodato,Deodato Eumir,1943,6,22,,,,f,Person,Male,id-30,
id-645508,Laura Andreşan,Andreşan Laura,1982,,,,,,f,Person,Female,id-175,
id-9460,Muslimgauze,Muslimgauze,1961,6,7,1999,1,14,t,Person,Male,id-221,
id-592428,Ben Somer,Somer Ben,,,,,,,f,Person,Male,id-38,
