artist,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,area,comment
id-641523,Coro Gulbenkian,Coro Gulbenkian,1964,,,,,,f,Group,,id-171,
id-641527,Fernando Serafim,Serafim Fernando,,,,,,,f,Person,,,
id-50192,Augie March,Augie March,1996,,,,,,f,Group,,id-13,
id-641525,Joana Silva,Silva Joana,1998,,,,,,f,Person,Female,,soprano
id-641524,Elsa Saque,Saque Elsa,,,,,,,f,Person,Female,,
id-431651,Christophe Maé,Maé Christophe,1975,10,16,,,,f,Person,Male,id-73,
id-212836,eMU,eMU,,,,,,,f,Group,,,future jazz group
id-326201,Strange Angels,Strange Angels,,,,,,,f,,,,
id-153898,Chantal Goya,Goya Chantal,1942,6,10,,,,f,Person,Female,id-73,
id-11750,Orpheus Chamber Orchestra,Orpheus Chamber Orchestra,1972,,,,,,f,Orchestra,,id-222,US orchestra
id-124092,Kayo Dot,Kayo Dot,2003,,,,,,f,Group,,id-222,
id-11598,Merrill Jenson,Jenson Merrill,1947,1,20,,,,f,Person,Male,id-222,
id-72104,Mia Martini,Martini Mia,1947,9,20,1995,5,12,t,Person,Female,id-105,Italian singer
id-4863,AntiNowhere League,AntiNowhere League,1980,,,,,,f,Group,,id-221,
id-715907,Randy Wachtler,Wachtler Randy,,,,,,,f,Person,Male,id-222,
id-1077768,Poschek,Poschek,,,,,,,f,,,,
id-32989,Zucchero,Zucchero,1955,9,25,,,,f,Person,Male,id-105,
id-539310,桑原和真,Kuwabara Kazuma,,,,,,,f,Character,Male,id-107,Anime Yu Yu Hakusho character
id-297001,The Pianoheadz,Pianoheadz The,,,,,,,f,Group,,,
id-687535,MG,MG,,,,,,,f,Group,,id-175,Romanian raggahiphop band
id-57306,Jo Bogaert,Bogaert Jo,1956,,,,,,f,Person,Male,id-21,Belgian producer
id-336924,1917,1917,1994,,,,,,f,Group,,id-10,
id-1077767,Platform Breez,Platform Breez,,,,,,,f,,,,
id-798566,Das Niveau singt,Niveau singt Das,,,,,,,f,Group,,,
id-423843,Nervous Patterns,Nervous Patterns,2003,,,2005,,,t,Group,,id-222,
id-50680,Dionysos,Dionysos,1993,,,,,,f,Group,,id-68649,French band
id-1784403,Break The Breakdown,Break The Breakdown,,,,,,,f,Group,,,
id-1277206,21 Savage,21 Savage,1992,10,22,,,,f,Person,Male,id-222,US rapper
id-7965,原神玲,Harakami Rei,1970,12,10,2011,7,27,t,Person,Male,id-7296,
id-22859,Paul ODette,ODette Paul,1954,2,2,,,,f,Person,Male,id-222,American conductor and lute player specialising in early music
id-33980,Lalo Schifrin,Schifrin Lalo,1932,6,21,,,,f,Person,Male,id-10,pianist  composer
id-236205,Charles Mackerras,Mackerras Charles,1925,11,17,2010,7,14,t,Person,Male,id-13,Australian conductor
id-97700,岩田匡治,Iwata Masaharu,1966,10,26,,,,f,Person,Male,id-107,Japanese video game composer
id-1788163,Prozac Mtn Boys,Prozac Mountain Boys,,,,,,,f,Group,,id-84003,
id-257825,アリス九號,Alice Nine,2004,4,,,,,f,Group,,id-107,
id-49608,Kristina Bach,Bach Kristina,1962,4,7,,,,f,Person,Female,id-81,
id-22458,Kelly Bell Band,Bell Kelly Band,,,,,,,f,Group,,,
id-644827,Aloha From Hawai,Aloha From Hawai,,,,,,,f,Person,Male,id-81,
id-1314682,Bird Money,Bird Money,,,,,,,f,Person,Male,,west coast rapper
id-131713,Bluatschink,Bluatschink,1990,6,6,,,,f,Group,,id-14,
id-49606,Nicole,Nicole,1964,10,25,,,,f,Person,Female,id-81,Seibert Hohloch German musician
id-427696,Gypsymen,Gypsymen,,,,,,,f,Person,,,
id-185459,Signal Hill,Signal Hill,,,,,,,f,Group,,,
id-649189,Aquavoice,Aquavoice,,,,,,,f,Person,Male,id-170,
id-563435,Nürnberger Symphoniker,Nürnberger Symphoniker,1946,,,,,,f,Orchestra,,id-81,real orchestra not the Alfred Scholz pseudonym
id-336253,Back of the Bus,Back of the Bus,2004,,,,,,f,Group,,,
id-46201,Timbalada,Timbalada,1991,,,,,,f,Group,,id-622,
id-630404,Blue Radio,Blue Radio,,,,,,,f,Group,,,
id-41195,Caroline Lind,Lind Caroline,1994,,,,,,f,Person,Female,id-57,Danish singer
id-256187,Eolika,Eolika,1966,,,,,,f,Group,,id-117,
id-44109,Columbia Symphony Orchestra,Columbia Symphony Orchestra,,,,,,,f,Orchestra,,id-222,
id-1401790,Alexander Weimann,Weimann Alexander,1965,,,,,,f,Person,Male,id-5212,harpsichordist and conductor
id-141756,SEX MACHINEGUNS,SEX MACHINEGUNS,1989,,,,,,f,Group,,id-107,
id-290356,Česká filharmonie,Česká filharmonie,1896,1,4,,,,f,Orchestra,,id-56,Czech Philharmonic formerly Czech Philharmonic Orchestra
id-588561,Nimbus Luna,Nimbus Luna,,,,,,,f,,,,
id-833964,Alice Tlustos,Alice Tlustos,1970,9,28,,,,f,Person,Female,id-14,
id-764637,Tippu,Tippu,1978,11,1,,,,f,Person,Male,id-99,South Indian playback singer
id-116400,Elia Cmíral,Cmíral Elia,1950,10,1,,,,f,Person,Male,id-222,composer
id-203575,Dziuks Küche,Dziuks Küche,1996,,,,,,f,Group,,id-81,
id-36594,Mötley Crüe,Mötley Crüe,1981,1,17,,,,f,Group,,id-222,
id-365377,Hey Negrita,Hey Negrita,2000,,,,,,f,Group,,id-221,
id-77089,Haus Arafna,Haus Arafna,1993,,,,,,f,Group,,id-81,
id-20770,Jimmy Eat World,Jimmy Eat World,1993,,,,,,f,Group,,id-222,
id-1248341,Madame Bovary,Madame Bovary,,,,,,,f,,,,
id-1686312,Feldup,Feldup,,,,,,,f,Person,Male,,
id-897322,Idaaliur,Idaaliur,,,,,,,f,Group,,,
id-41824,Jimmies Chicken Shack,Jimmies Chicken Shack,1992,,,,,,f,Group,,id-222,
id-622322,Visitors,Visitors,,,,,,,f,Group,,id-81,German techno duo
id-1012853,Gavin Ralston,Ralston Gavin,,,,2019,9,23,t,Person,Male,id-103,
id-1012851,Harry Long,Long Harry,,,,,,,f,Person,Male,,
id-1108353,Brandon Roberts,Roberts Brandon,,,,,,,f,Person,Male,,film music composer
id-122543,Cock and Ball Torture,Cock and Ball Torture,1997,,,,,,f,Group,,id-81,
id-53250,Julie Plug,Julie Plug,,,,,,,f,Group,,,
id-462489,Rotten Penetration,Rotten Penetration,2002,,,,,,f,Group,,,
id-39892,IQ,IQ,1981,,,,,,f,Group,,id-221,British Progressive Rock Band
id-199209,Pavilhão 9,Pavilhão 9,,,,,,,f,,,,
id-226421,Boksch,Boksch,,,,,,,f,,,,
id-233769,Epik High,Epik High,2003,,,,,,f,Group,,id-113,
id-85366,Cause 4 Concern,Cause 4 Concern,1999,,,,,,f,Group,,id-221,UK drum and bass group
id-85360,Loxy,Loxy,,,,,,,f,Person,Male,id-221,UK drum  bass djcomposer Loxy  Resound Andrew Campbell
id-2535,Steve Hackett,Hackett Steve,1950,2,12,,,,f,Person,Male,id-221,
id-456931,Kalua Beach Boys,Kalua Beach Boys,,,,,,,f,Group,,,
id-21791,Lena Horne,Horne Lena,1917,6,30,2010,5,9,t,Person,Female,id-222,
id-776260,Atlantic Shore,Atlantic Shore,,,,,,,f,Group,,,
id-45916,César Franck,Franck César,1822,12,10,1890,11,8,t,Person,Male,id-73,Belgianborn French composer
id-36886,The Last Poets,Last Poets The,1968,5,19,,,,f,Group,,id-222,
id-526788,Marko Munih,Munih Marko,1936,1,9,,,,f,Person,Male,id-190,conductor
id-280735,QDos,QDos,,,,,,,f,Group,,,
id-656041,DJ Whiteowl,Whiteowl DJ,,,,,,,f,Person,Male,id-222,
id-658043,Wolfgang Käfer,Käfer Wolfgang,1939,,,,,,f,Person,Male,,
id-1503537,4lung,4lung,2015,,,2020,1,5,t,Character,Other,id-282,
id-718198,Jason Pedder,Pedder Jason,,,,,,,f,Person,Male,id-221,Production music composer
id-658046,Nigel Bates,Bates Nigel,,,,,,,f,Person,,,
id-795415,Blue Chill,Blue Chill,2004,,,,,,f,Group,,,
id-844,666,666,1997,,,2005,,,t,Group,,id-81,TechnoTrance act
id-706993,Duncan Pittock,Pittock Duncan,,,,,,,f,Person,Male,id-221,
id-301098,Pēteris Vasks,Vasks Pēteris,1946,4,16,,,,f,Person,Male,id-117,
id-243273,Pit Baumgartner,Baumgartner Pit,,,,,,,f,Person,Male,id-81,
id-39099,Tanya Stephens,Stephens Tanya,1973,7,2,,,,f,Person,Female,id-106,
id-20688,Art Pepper,Pepper Art,1925,9,1,1982,6,15,t,Person,Male,id-222,
id-1197,Randy Newman,Newman Randy,1943,11,28,,,,f,Person,Male,id-222,American singersongwriter
id-53139,Desaparecidos,Desaparecidos,2001,,,,,,f,Group,,id-222,American post hardcore band
id-47912,Mike Patton,Patton Mike,1968,1,27,,,,f,Person,Male,id-222,Faith No More Mr Bungle Fantômas etc
id-844165,Lu Watters Yerba Buena Jazz Band,Watters Lu Yerba Buena Jazz Band,,,,1950,,,t,Group,,id-222,
id-101016,Coen Bais,Bais Coen,,,,,,,f,Person,Male,id-150,Coenraad R Bais
id-47914,The Gladiators,Gladiators The,1968,,,,,,f,Group,,id-106,reggae
id-438962,Werner Güra,Güra Werner,1964,,,,,,f,Person,Male,id-81,German classical tenor
id-321897,Witchtrap,Witchtrap,1992,,,,,,f,Group,,id-47,Colombian metal band
id-728375,Jaraguá Mulungú,Jaraguá Mulungú,,,,,,,f,Group,,,
id-150682,wumpscut,wumpscut,1991,5,,2017,8,30,t,Group,,id-81,dark electroindustrial project
id-313694,Madonna Over Yorkshire,Madonna Over Yorkshire,,,,,,,f,,,,
id-120455,Philippe Robrecht,Robrecht Philippe,1966,1,2,,,,f,Person,Male,id-21,Belgian singer
id-538911,Angela Yoffe,Yoffe Angela,,,,,,,f,Person,Female,id-104,pianist
id-657951,Jimmy Kaleth,Kaleth Jimmy,,,,,,,f,Person,Male,,
id-118182,Guy McAffer,McAffer Guy,1969,5,27,,,,f,Person,Male,id-221,
id-855481,BrazIll,BrazIll,,,,,,,f,Person,,id-222,DJproducer
id-538910,Vadim Gluzman,Gluzman Vadim,1973,,,,,,f,Person,Male,id-104,violinist
id-711029,LiSA,LiSA,1987,6,24,,,,f,Person,Female,id-107,Japanese poprock singer
id-233928,Boc Scadet,Boc Scadet,,,,,,,f,Person,Male,id-221,Loz Grover
id-376705,Alex Mauer,Mauer Alex,,,,,,,f,Person,Male,,
id-442678,Otto Dix,Otto Dix,2004,11,,,,,f,Group,,id-176,
id-695946,Ferrara,Ferrara,,,,,,,f,Person,Male,id-222,John Ferrara 70s disco artist
id-2168954,Infector,Infector,2000,,,,,,f,Group,,id-89187,Death metal band from Brazil
id-302165,The Notes and Scratches,Notes and Scratches The,2005,1,16,,,,f,Group,,,
id-64588,Jaimeson,Jaimeson,,,,,,,f,Person,Male,id-221,UK garagedrum  bass producer  MC
id-9298,Alabama,Alabama,1969,,,,,,f,Group,,id-263,country band aka Wildcountry
id-2289990,Empyreal,Empyreal,,,,,,,f,,,,Hendrik Blockus
id-465131,3rd Degree,3rd Degree,,,,,,,f,Person,Male,id-221,trance producer Bernie Hurst
id-242448,WS Gilbert,Gilbert WS,1836,11,18,1911,5,29,t,Person,Male,id-432,librettist
id-143933,Kenny Ken,Kenny Ken,,,,,,,f,Person,Male,id-221,UK jungle
id-137877,Silmarils,Silmarils,1989,,,,,,f,Group,,id-73,French rock band
id-991,Bee Gees,Bee Gees,1958,,,2003,,,t,Group,,id-221,
id-9617,Léo Ferré,Ferré Léo,1916,8,24,1993,7,14,t,Person,Male,id-73,
id-289946,Karamelo Santo,Karamelo Santo,,,,,,,f,Group,,id-10,
id-518333,Épictète,Épictète,,,,135,,,t,Person,Male,id-84,
id-648742,Filipe Catto,Catto Filipe,1987,9,26,,,,f,Person,Male,id-30,
id-1083463,Steve Schuch,Schuch Steve,,,,,,,f,Person,Male,,
id-391633,Михаил Васильевич Плетнёв,Pletnev Mikhail Vasilievich,1957,4,14,,,,f,Person,Male,id-176,pianist  conductor
id-242684,Wax Tailor,Wax Tailor,1975,7,19,,,,f,Person,Male,id-73,
id-89,Madonna,Madonna,1958,8,16,,,,f,Person,Female,id-222,Queen of Pop
id-63903,Bochum Welt,Bochum Welt,,,,,,,f,Person,Male,id-105,
id-83,Fryderyk Chopin,Chopin Fryderyk,1810,2,22,1849,10,17,t,Person,Male,id-170,composer
id-302701,Dark Tribe,Dark Tribe,1997,,,2015,,,t,Group,,id-81,German black metal
id-283289,Edward H Dafis,Edward H Dafis,1973,,,1980,,,t,Group,,id-435,Welsh band
id-279702,Jeff Loomis,Loomis Jeff,1971,9,14,,,,f,Person,Male,id-222,American guitarist
id-280954,Chronolux,Chronolux,,,,,,,f,Person,,,
id-859625,Allen Stone,Stone Allen,1987,3,13,,,,f,Person,Male,id-222,Soul Musician
id-442219,Muziek Piet,Muziek Piet,,,,,,,f,Character,,id-150,
id-1373,Skunk Anansie,Skunk Anansie,1994,,,,,,f,Group,,id-221,
id-399622,Koji Asano,Asano Koji,1974,4,26,,,,f,Person,Male,id-107,Japanese electroacoustic and modern classical composer
id-105903,Patrick Moraz,Moraz Patrick,1948,6,24,,,,f,Person,Male,id-203,
id-578737,Gordon Gano  The Ryans,Gano Gordon  The Ryans,,,,,,,f,Group,,id-222,
id-754876,黒田洋介,Kuroda Yousuke,,,,,,,f,Person,,id-107,
id-199,Sheryl Crow,Crow Sheryl,1962,2,11,,,,f,Person,Female,id-222,
id-214673,Detestation,Detestation,1995,,,1998,,,t,Group,,id-5147,
id-659248,Bill Baylis,Baylis Bill,,,,,,,f,Person,Male,,
id-662249,Dark Mean,Dark Mean,,,,,,,f,Group,,,
id-190,Pearl Jam,Pearl Jam,1990,,,,,,f,Group,,id-222,
id-2051564,Jon Harnish,Harnish Jon,,,,,,,f,Person,Male,id-222,
id-101940,The Pretty Things,Pretty Things The,1963,,,,,,f,Group,,id-221,English rock band
id-63738,Stephen Lynch,Lynch Stephen,1971,7,28,,,,f,Person,Male,id-222,
id-283350,Claires Birthday,Claires Birthday,1997,,,2003,,,t,Group,,id-67,
id-197,U2,U2,1976,,,,,,f,Group,,id-103,Irish rock band
id-565227,FBI,FBI,,,,,,,f,Group,,,70s soulfunk
id-34754,Glenn Miller Orchestra,Miller Glenn Orchestra,1956,,,,,,f,Orchestra,,id-222,
id-282007,Spyweirdos,Spyweirdos,1980,12,7,,,,f,Person,Male,id-84,
id-2052068,Filicophyta,Filicophyta,,,,,,,f,,,id-73,
id-117238,Nodes of Ranvier,Nodes of Ranvier,2000,,,2007,,,t,Group,,id-222,
id-278946,Deadly Buda,Deadly Buda,,,,,,,f,Person,Male,,
id-506995,Молат,Молат,2003,,,,,,f,Group,,id-20,Belarusian Metal band
id-905952,Orquestra Mediterrânea,Orquestra Mediterrânea,,,,,,,f,,,,
id-58431,Apollo,Apollo,,,,,,,f,Person,,id-160,Norwegian rapper
id-688548,Abel Korzeniowski,Korzeniowski Abel,1972,7,18,,,,f,Person,Male,id-170,
id-3444,Judy Garland,Garland Judy,1922,6,10,1969,6,22,t,Person,Female,id-222,
id-858050,Lillian Stokes,Stokes Lillian,,,,,,,f,Person,Female,,
id-10184,Sir Laurence Olivier,Olivier Laurence Sir,1907,5,22,1989,7,11,t,Person,Male,id-221,
id-82317,Guy Marchand,Marchand Guy,1937,5,22,,,,f,Person,Male,id-73,
id-302017,James Ray  The Longfolk,Ray James  the Longfolk,,,,,,,f,Group,,,
id-205111,Hovet,Hovet,2004,,,,,,f,Group,,id-202,
id-745525,Eric Hammerstein,Hammerstein Eric,,,,,,,f,Person,Male,,possibly a pseudonym used by American conductor Robert Mandell
id-56063,The Spotnicks,Spotnicks The,1961,,,2019,5,11,t,Group,,id-202,
id-31471,Premiata Forneria Marconi,Premiata Forneria Marconi,1970,,,,,,f,Group,,id-105,Italian progressive rock
id-3591,Jef Lee Johnson,Johnson Jef Lee,1958,6,26,2013,1,23,t,Person,Male,id-222,
id-883983,Yggdrasil,Yggdrasil,1972,,,1975,,,t,Group,,id-81,German progressive rock band from Munich
id-951562,1UP,1UP,2012,1,1,,,,f,Group,,id-221,DnB
id-198072,Stephen P McGreevy,McGreevy Stephen P,,,,,,,f,Person,Male,id-266,
id-51817,California Guitar Trio,California Guitar Trio,1991,,,,,,f,Group,,id-222,
id-401218,The Sixteen,Sixteen The,1977,,,,,,f,Choir,,id-221,UK choir
id-168462,Lawrence,Lawrence,,,,,,,f,Person,Male,id-81,Electronic artist Peter M Kersten
id-31878,Fred Hammond,Hammond Fred,1960,12,27,,,,f,Person,Male,id-222,
id-37444,今堀恒雄,Imahori Tsuneo,1962,12,5,,,,f,Person,Male,id-107,Japanese guitarist  composer
id-490739,Tragicomedia,Tragicomedia,1987,,,,,,f,Group,,id-222,instrumental ensemble
id-660005,St Anthony Falls,Falls St Anthony,,,,,,,f,Group,,,
id-411882,Leslie Howard,Howard Leslie,1948,4,29,,,,f,Person,Male,id-13,pianist
id-52544,Alvin Lee,Lee Alvin,1944,12,19,2013,3,6,t,Person,Male,id-221,
id-829942,Vyaas Houston ,Vyaas Houston,,,,,,,f,,,,
id-36414,deLillos,DeLillos,1984,,,,,,f,Group,,id-160,
id-739644,Little Simz,Little Simz,1994,2,23,,,,f,Person,Female,id-221,
id-770448,Sid Catlett Quartet,Sid Catlett Quartet,,,,,,,f,Group,,,
id-10984,In Flames,In Flames,1990,,,,,,f,Group,,id-202,
id-326052,ハレンチ☆パンチ,Harenchi Punch,2005,,,,,,f,Group,,,
id-553109,Rotraud Hansmann,Hansmann Rotraud,1940,3,1,,,,f,Person,Female,id-14,soprano
id-952295,Jouni Somero,Somero Jouni,1963,8,12,,,,f,Person,Male,id-72,
id-160071,Lloyd Banks,Banks Lloyd,1982,4,30,,,,f,Person,Male,id-7020,US rapper
id-503379,Svensk standard,Svensk standard,,,,,,,f,Group,,,
id-4906,Die Krupps,Krupps Die,1980,,,,,,f,Group,,id-81,
id-122166,4Voice,4Voice,1992,,,2000,,,t,Group,,id-81,
id-922924,Kelly D,D Kelly,,,,,,,f,,,,
id-175317,Gloria Lasso,Lasso Gloria,1922,11,25,2005,12,4,t,Person,Female,id-194,
id-1323260,Het Fries Jeugdkoor,Jeugdkoor Het Fries,,,,,,,f,Choir,,id-150,
id-1180563,Skogsfrid,Skogsfrid,,,,,,,f,Group,,,
id-52145,New Radiant Storm King,New Radiant Storm King,1990,,,2010,,,t,Group,,id-222,
id-886026,Philippe Pascale,Philippe Pascale,,,,,,,f,Group,,id-73,Philippe Pascal  Pascale Le Berre
id-1405438,New Celeste,New Celeste,,,,,,,f,Group,,id-434,acoustic and electric folk
id-265205,T‐Bone Walker,Walker T‐Bone,1910,5,28,1975,3,16,t,Person,Male,id-222,US blues musician  songwriter 19101975
id-85961,DA PUMP,DA PUMP,1996,11,,,,,f,Group,,id-107,
id-3356,Harry James,James Harry,1916,3,15,1983,7,5,t,Person,Male,id-222,US big band leader trumpeter  actor
id-32354,Dashboard Confessional,Dashboard Confessional,1999,,,,,,f,Group,,id-222,
id-869569,Ansiktet,Ansiktet,2011,,,,,,f,Group,,id-202,popduo
id-1280717,Trudy and the Romance,Trudy and the Romance,2014,1,1,,,,f,Group,,id-3924,Liverpool based trio
id-883761,Young Bossi,Young Bossi,,,,,,,f,Person,Male,id-7345,
id-568907,Nacho Rodríguez,Rodríguez Nacho,,,,,,,f,Person,Male,,
id-119584,The Green and Yellow TV,Green and Yellow TV The,,,,,,,f,Group,,id-222,
id-4876,English Dogs,English Dogs,1981,,,,,,f,Group,,id-221,punk band fronted by Wakey
id-262731,Rihanna,Rihanna,1988,2,20,,,,f,Person,Female,id-222,Barbadian RBpop singer
id-1990,Héroes del Silencio,Héroes del Silencio,1984,,,1996,,,t,Group,,id-194,
id-743175,Merri Gail,Merri Gail,,,,,,,f,Person,,,
id-97025,Kirka,Kirka,1950,9,22,2007,1,31,t,Person,Male,id-72,Kirill Babitzin Finnish musician
id-735589,James Lavino,Lavino James,,,,,,,f,Person,,,
id-706899,Barrie Gledden,Gledden Barrie,,,,,,,f,Person,Male,id-221,
id-1822089,Spawn,Spawn,,,,,,,f,Person,Male,id-105,dungeon synth artist
id-54524,Brad Yoder,Yoder Brad,,,,,,,f,Person,Male,id-222,
id-14154,Die Apokalyptischen Reiter,Apokalyptischen Reiter Die,1995,,,,,,f,Group,,id-8966,
id-8818,Coleman Hawkins,Hawkins Coleman,1904,11,21,1969,5,19,t,Person,Male,id-222,
id-131920,New Jersey Kings,New Jersey Kings,,,,,,,f,Group,,id-221,
id-7725,Pieter K,K Pieter,,,,,,,f,Person,Male,id-222,
id-114873,Cyrille Verdeaux,Verdeaux Cyrille,1949,7,31,,,,f,Person,Male,,
id-38915,Jamey Aebersold,Aebersold Jamey,1939,7,21,,,,f,Person,Male,id-222,
id-835601,De Toppers,Toppers De,2005,,,,,,f,Group,,id-150,Dutch Group
id-992,Dead Can Dance,Dead Can Dance,1981,,,,,,f,Group,,id-13,Australian musical project
id-346340,Rufus Zuphall,Rufus Zuphall,1969,,,,,,f,Group,,id-81,
id-247640,Things of Stone and Wood,Things of Stone and Wood,1990,,,,,,f,Group,,id-13,
id-793358,A Sunset Diary,Diary A Sunset,1985,6,10,,,,f,Person,,,
id-94,John Williams,Williams John,1932,2,8,,,,f,Person,Male,id-222,soundtrack composer  conductor
id-683889,Eero Saarinen,Saarinen Eero,1956,11,17,,,,f,Person,Male,id-72,Finnish actorvoice actor
id-45280,Junior Kelly,Kelly Junior,1969,9,23,,,,f,Person,Male,id-106,
id-200702,Mannie Fresh,Mannie Fresh,1969,3,20,,,,f,Person,Male,id-222,
id-109609,Nino DAngelo,DAngelo Nino,1957,6,21,,,,f,Person,Male,id-105,
id-823427,Bjarte Engeset,Engeset Bjarte,1958,8,25,,,,f,Person,Male,id-160,conductor
id-246591,Scattered Order,Scattered Order,1979,,,,,,f,Group,,id-13,Australian postpunk band
id-22008,Clock DVA,Clock DVA,1978,,,,,,f,Group,,id-221,
id-769178,Von Bingen,Bingen Von,,,,,,,f,Group,,,
id-88237,Buzz Fuzz,Buzz Fuzz,,,,,,,f,Person,Male,id-150,
id-765043,Karim Kacel,Kacel Karim,1959,8,30,,,,f,Person,Male,id-73,
id-184621,Preston Love,Preston Love,1921,4,26,2004,2,12,t,Person,Male,id-222,
id-834914,三遊亭圓生,Sanyūtei Enshō,1900,9,3,1979,9,3,t,Person,Male,id-107,the 6th
id-127268,KnockDiesel,KnockDiesel,,,,,,,f,,,,
id-318794,Talisma,Talisma,1993,,,,,,f,Group,,id-117235,
id-57933,이수영,Lee Soo Young,1979,4,12,,,,f,Person,Female,id-113,
id-564687,RTÉ National Symphony Orchestra,RTÉ National Symphony Orchestra,1927,,,,,,f,Orchestra,,id-103,
id-1270237,Non Serviam,Non Serviam,1991,9,,1998,,,t,Group,,id-653,Austrian heavy metalrock
id-139482,The Dorsey Brothers Orchestra,Dorsey Brothers Orchestra The,,,,,,,f,Group,,id-222,
id-171347,Paddy Noonan and His Grand Band,Noonan Paddy and His Grand Band,,,,,,,f,Group,,,
id-143929,Pop Levi,Levi Pop,1977,9,22,,,,f,Person,Male,id-221,
id-339575,Space,Space,1977,,,,,,f,Group,,id-73,French disco group
id-10157,Teenage Fanclub,Teenage Fanclub,1989,,,,,,f,Group,,id-221,
id-438237,Simon Coyle,Coyle Simon,,,,,,,f,Person,Male,id-221,
id-282821,Simon Webbe,Webbe Simon,1979,3,30,,,,f,Person,Male,id-221,
id-774371,La Inestable,Inestable La,1994,,,,,,f,Group,,,
id-67588,Cyberfit,Cyberfit,,,,,,,f,,,,
id-1399781,Marilyn Schmiege,Schmiege Marilyn,1948,11,29,,,,f,Person,Female,id-222,mezzosoprano
id-298176,Bill Clinton,Clinton Bill,1946,8,19,,,,f,Person,Male,id-222,42nd President of the United States
id-118887,The BBC Radiophonic Workshop,BBC Radiophonic Workshop The,1958,4,1,1998,,,t,Group,,,
id-523602,Ganzoline,Dutch Crosover band,,,,,,,f,,,,
id-1514341,Walter Sittler,Sittler Walter,1952,12,5,,,,f,Person,Male,id-81,
id-844377,Twerps,Twerps,2008,,,,,,f,Group,,id-13,
id-114060,Dickie Goodman,Goodman Dickie,1934,4,19,1989,11,6,t,Person,Male,id-222,
id-67962,高木正勝,Takagi Masakatsu,1979,10,3,,,,f,Person,Male,id-107,
id-93850,Yeni Türkü,Yeni Türkü,1979,,,,,,f,Group,,id-214,
id-145273,Carlo Gesualdo,Gesualdo Carlo,1566,3,30,1613,9,8,t,Person,Male,id-105,composer
id-394483,Major Swellings,Major Swellings,,,,,,,f,Person,,,
id-35999,Lackluster,Lackluster,1978,10,26,,,,f,Person,Male,id-72,Finnish electronic artist Esa Juhani Ruoho
id-359296,Mistakes,Mistakes,1980,,,1982,,,t,Group,,id-72,80s Finnish rock band
id-66983,Domenico Modugno,Modugno Domenico,1928,1,9,1994,8,6,t,Person,Male,id-105,
id-434964,Råd Kjetil and The Loving Eye of God,Råd Kjetil and The Loving Eye of God,,,,,,,f,Group,,,
id-491605,Förträngt Hushållsarbete,Förträngt Hushållsarbete,,,,,,,f,,,,
id-247354,Benny Goodman and His Orchestra,Goodman Benny and His Orchestra,,,,,,,f,Orchestra,,id-222,
id-21367,The Dixie Cups,Dixie Cups The,,,,,,,f,Group,,id-222,
id-138601,Bebo Valdés,Valdés Bebo,1918,10,9,2013,3,22,t,Person,Male,id-54,
id-110490,TV on the Radio,TV on the Radio,2001,,,,,,f,Group,,id-222,
id-2233,Dimitri From Paris,Dimitri From Paris,1963,10,1,,,,f,Person,Male,id-73,
id-2236,Delerium,Delerium,1986,,,,,,f,Group,,id-38,Canadian tranceelectronicambient band
id-100379,Chaos as Shelter,Chaos as Shelter,1970,11,12,,,,f,Person,Male,id-104,
id-2234,Wildchild,Wildchild,1971,7,22,1995,11,25,t,Person,Male,id-221,UK house Renegade Master
id-402608,Harry Christophers,Christophers Harry,1953,12,26,,,,f,Person,Male,id-221,conductor
id-73082,Sandy Dillon,Dillon Sandy,1960,5,19,2022,8,4,t,Person,Female,id-222,
id-405796,Little Bushman,Little Bushman,2005,,,,,,f,Group,,id-153,
id-156245,Glen Gray  His Orchestra,Gray Glen  His Orchestra,,,,,,,f,Group,,,
id-66503,梶浦由記,Kajiura Yuki,1965,8,6,,,,f,Person,Female,id-107,
id-605119,ORF Radio‐Symphonieorchester Wien,ORF Radio‐Symphonieorchester Wien,1969,,,,,,f,Orchestra,,id-653,previously ORFSymphonieorchester
id-1177810,Brad Knauber,Knauber Brad,,,,,,,f,Person,Male,,
id-40270,真田アサミ,Sanada Asami,1977,9,8,,,,f,Person,Female,id-107,
id-746796,Pablo Cebrián,Cebrián Pablo,1977,3,4,,,,f,Person,Male,id-194,
id-92566,White Noise,White Noise,1969,,,,,,f,Group,,id-221,electronic music
id-671306,Spontan,Spontan,,,,,,,f,Group,,,Band Spontan from HeidelbergGermany
id-546136,Circulus in Taberna,Circulus in Taberna,,,,,,,f,Group,,id-81,
id-21240,Brian Eno,Eno Brian,1948,5,15,,,,f,Person,Male,id-221,
id-383315,Robert J Foster,Foster Robert J,1941,,,,,,f,Person,Male,id-221,UK productionlibrary music composer
id-935779,Emile Barnes,Barnes Emile,1892,2,18,1970,3,2,t,Person,Male,id-222,
id-1659787,Ensemble DENEB,Ensemble DENEB,,,,,,,f,Group,,,
id-5507,Phil Woods  The Festival Orchestra,Phil Woods  The Festival Orchestra,,,,,,,f,,,,
id-1223007,Teresa Tarouca,Tarouca Teresa,1942,1,4,,,,f,Person,Female,,Portuguese Fado singer
id-99287,Sal Salvador,Salvador Sal,1925,11,21,1999,9,22,t,Person,Male,id-222,
