id,release,position,format,track_count
407147,id-407147,1,1,9
800760,id-800758,2,1,18
1241534,id-1214963,1,12,3
976333,id-976333,1,,9
1011260,id-1011260,1,,7
1304104,id-1269217,1,12,16
965173,id-965173,1,,15
711599,id-711599,1,1,34
582191,id-582191,1,1,13
694472,id-694472,1,12,128
1035011,id-1035011,1,,10
980962,id-980962,1,1,20
180826,id-180826,1,1,4
174774,id-174774,1,,10
296276,id-296276,1,1,18
1051308,id-1049792,2,1,19
58246,id-58246,1,29,8
1310635,id-1274737,1,12,11
568936,id-568936,1,1,11
618897,id-618897,1,1,31
1175539,id-1157250,163,1,23
1491205,id-1432727,1,1,7
809907,id-809907,1,1,80
299338,id-299338,1,1,12
977778,id-977778,1,,13
2340719,id-2170605,1,1,5
94400,id-94400,1,1,15
526717,id-526717,1,1,18
694512,id-694512,1,12,80
1162255,id-1145990,1,1,15
919862,id-919862,1,1,19
935275,id-935275,1,,19
997298,id-997298,1,,10
1076180,id-1071481,2,1,8
331571,id-331571,1,1,18
736309,id-736309,1,1,20
491405,id-491405,1,1,12
237457,id-237457,1,31,8
1301168,id-1266658,1,8,13
37464,id-37464,1,1,42
610474,id-610474,1,12,148
420493,id-420493,1,1,18
135658,id-135658,1,,11
3650702,id-3349792,1,8,5
975806,id-975806,1,,5
533578,id-533578,1,1,11
2248376,id-2090194,1,12,7
227175,id-227175,1,,19
261573,id-261573,1,1,11
160600,id-160600,1,1,14
661802,id-661802,1,42,4
3655862,id-3354583,1,12,22
375825,id-375825,1,1,8
2241207,id-2083857,1,31,14
2559495,id-2363408,3,1,20
682936,id-682936,1,1,59
495173,id-495150,2,1,11
3900410,id-3579974,1,12,10
175474,id-175474,1,8,10
3259867,id-2995062,1,12,15
219726,id-219719,2,1,14
283311,id-283311,1,,8
366019,id-366019,1,1,9
2341659,id-2171412,1,12,45
263657,id-263657,1,1,24
182343,id-182343,1,,11
2563025,id-2366611,1,1,12
595229,id-595229,1,1,13
1650146,id-1572033,1,31,4
676117,id-676117,1,1,10
230949,id-230949,1,1,13
889783,id-889783,1,,13
226928,id-226928,1,,6
891634,id-891634,1,,9
1125709,id-1113807,1,1,14
2553036,id-2357535,2,1,47
1183741,id-1164430,1,12,8
885342,id-885342,1,,11
436822,id-436822,1,1,10
412853,id-412853,1,1,13
1001047,id-1001047,1,,14
748010,id-748010,1,12,202
1294573,id-1260812,1,12,12
2700,id-2700,1,1,16
2621477,id-2419374,1,7,19
1251668,id-1223918,1,1,8
1698764,id-1614551,1,12,8
1325647,id-1287290,6,3,25
965540,id-965540,1,1,16
1238934,id-1212690,1,,24
1157593,id-1141908,1,1,12
643749,id-643744,3,1,14
177739,id-177739,1,,11
964868,id-964868,1,,6
729053,id-729053,1,1,6
119668,id-119668,1,,9
1297689,id-1263559,1,1,17
278244,id-278244,1,1,46
83378,id-83378,1,1,38
764958,id-764958,1,8,14
774106,id-774106,1,1,25
1301052,id-1266561,1,12,22
423736,id-423736,1,1,17
2107312,id-1968785,1,12,22
359547,id-359547,1,1,13
938766,id-938766,1,,19
3258346,id-2993666,1,1,12
1039302,id-1039302,1,,12
653271,id-653271,1,1,15
1428601,id-1378148,1,1,20
407639,id-407639,1,31,11
1209836,id-1187066,1,12,60
763313,id-763313,1,1,11
238657,id-238657,1,1,15
167088,id-167085,2,1,24
1151781,id-1136815,1,1,18
454452,id-454452,1,,22
1167518,id-1150605,1,12,22
697527,id-697527,1,1,27
1300038,id-1265663,1,1,14
1317151,id-1280482,1,33,8
1328562,id-1290419,1,1,15
2868603,id-2641760,1,29,7
533466,id-533462,2,1,17
198923,id-198923,1,1,20
76527,id-76527,1,,13
1187725,id-1167938,10,33,11
519868,id-519868,1,1,14
410609,id-410609,1,1,17
787623,id-787623,1,1,11
417267,id-417267,1,1,4
690582,id-690582,1,12,52
494123,id-494123,1,1,12
338552,id-338552,1,1,27
444885,id-444885,1,1,11
1358940,id-1316953,1,1,19
547708,id-547708,1,1,6
1188611,id-1168695,1,1,12
311951,id-311951,1,1,14
2240293,id-2083075,1,1,11
497478,id-497463,2,1,16
214320,id-214320,1,1,6
3087467,id-2840254,1,12,7
939209,id-939209,1,,15
411280,id-411280,1,12,9
985206,id-985206,1,1,16
60473,id-60473,1,,77
727967,id-727967,1,1,15
794498,id-794498,1,1,16
1143052,id-1129084,1,29,7
871005,id-871005,1,1,16
84163,id-84163,1,,6
1695632,id-1611988,1,,10
374816,id-374816,1,1,19
1037148,id-1037148,1,,10
308408,id-308408,1,1,16
160075,id-160075,1,1,13
2552506,id-2357049,1,1,12
448365,id-440068,7,1,12
1064552,id-1061299,1,1,22
905000,id-905000,1,1,44
3353115,id-3080414,1,,10
1702426,id-1617753,1,1,56
3084638,id-2837588,1,1,14
3088996,id-2841654,1,12,4
570714,id-570714,1,1,24
843168,id-843168,1,,15
772189,id-772189,1,1,11
2112105,id-1972893,1,12,10
17866,id-17866,1,1,12
692752,id-692752,1,1,24
3080146,id-2833459,1,1,9
1009220,id-1009220,1,,14
400201,id-400201,1,1,17
645163,id-645163,1,12,99
858629,id-858629,1,,19
2562157,id-2365808,1,12,5
2339769,id-2169745,2,1,14
1366474,id-1323633,1,7,10
180227,id-180227,1,1,11
785084,id-785084,1,1,12
1228561,id-1203273,1,12,14
1002518,id-1002518,1,1,16
611857,id-611857,1,12,55
821256,id-821256,1,1,24
2244619,id-2086853,2,1,13
1096987,id-1089408,1,12,8
534648,id-534648,1,1,15
1193559,id-1172661,1,12,10
305478,id-305478,1,1,10
1705584,id-1620529,1,31,10
2868704,id-2641857,1,12,14
753550,id-753550,1,1,26
1179015,id-1160323,2,31,9
534085,id-534085,1,1,13
871323,id-871323,1,1,5
2249181,id-2090865,5,1,10
644639,id-644639,1,12,119
886292,id-886292,1,,6
620801,id-620801,1,12,80
126360,id-126360,1,1,24
1490697,id-1432276,1,1,11
583890,id-583890,1,12,18
967129,id-967129,1,1,15
1030666,id-1030658,2,,16
3072796,id-2826840,1,25,11
2247182,id-2089136,1,12,3
160595,id-160595,1,,14
2553912,id-2358296,1,31,13
109613,id-109613,1,,10
2871381,id-2644184,1,12,12
83383,id-83383,1,,25
199326,id-199326,1,1,17
3901668,id-3581118,1,12,6
761062,id-761062,1,1,12
1256226,id-1227980,1,12,20
713116,id-713116,1,1,12
337865,id-337865,1,1,9
387254,id-387254,1,1,16
908578,id-908578,1,,18
323364,id-323364,1,1,15
161587,id-161587,1,1,14
22272,id-22272,1,,14
148158,id-148158,1,1,19
2554018,id-2358390,1,,31
477326,id-477323,2,1,17
7388,id-7388,1,,21
353207,id-353207,1,1,9
2946393,id-2712700,1,1,18
2050978,id-1919945,1,55,2
979355,id-979355,1,1,10
545880,id-545880,1,1,13
741950,id-741950,1,1,30
1041385,id-842390,2,,7
68375,id-68375,1,1,10
743778,id-743778,1,12,30
1018568,id-1018568,1,1,20
2256107,id-2096578,2,1,11
587169,id-587169,1,1,8
2245500,id-2087616,1,1,18
1127351,id-1115255,1,1,12
1280800,id-1248687,1,1,10
2621015,id-2418967,1,31,10
1014026,id-1014026,1,1,18
1355622,id-1314052,1,1,10
561299,id-561270,3,1,20
1354741,id-1313252,2,1,21
3767781,id-3457914,1,12,27
1013442,id-1013442,1,,14
440217,id-440217,1,31,5
78614,id-78614,1,,7
705670,id-705670,1,1,4
79750,id-79750,1,34,2
159263,id-148118,2,1,10
1132929,id-1120204,1,,14
3254841,id-2990534,1,1,23
352699,id-352699,1,1,17
915969,id-915969,1,,26
1010963,id-1010963,1,,13
2242372,id-2084887,3,1,6
898985,id-898985,1,,10
860490,id-860490,1,1,10
3704201,id-3399142,1,1,11
946073,id-946073,1,1,99
2563022,id-2366609,1,1,5
634691,id-634691,1,1,8
87694,id-87694,1,,11
2696736,id-2488940,1,1,19
523982,id-523982,1,1,14
1326173,id-1288369,1,31,14
1251708,id-1223958,1,1,8
162464,id-162464,1,1,10
436318,id-436318,1,,13
591522,id-591522,1,1,12
3904549,id-3583761,1,54,2
2560649,id-2364449,1,1,19
1253303,id-1225403,1,31,11
301319,id-301319,1,31,3
3900720,id-3580269,1,12,22
1024987,id-1024987,1,,53
363634,id-363634,1,1,11
3255382,id-2991029,2,1,14
1171084,id-1153622,2,1,5
3770054,id-3460035,1,1,16
947553,id-947553,1,,5
2620238,id-2418335,1,31,12
1115245,id-1104741,1,1,12
1029419,id-1029419,1,1,18
2337327,id-2167600,1,1,16
1310677,id-1274772,1,1,16
362440,id-362440,1,1,15
487515,id-487515,1,1,14
465437,id-465437,1,1,4
2249965,id-2091492,1,1,14
949984,id-949984,1,,26
903385,id-903385,1,1,21
893019,id-893019,1,1,5
890792,id-890792,1,1,63
1164240,id-1147747,2,1,18
973199,id-973208,2,,6
688890,id-688890,1,1,12
957092,id-957092,1,,8
53791,id-53791,1,1,3
2250439,id-2091899,1,1,20
467794,id-446581,2,1,9
2340516,id-2170407,1,31,8
1043657,id-1043416,1,1,13
1176771,id-1158302,1,1,9
1150065,id-1135255,1,1,18
123320,id-123320,1,1,7
82815,id-82815,1,,30
586538,id-586518,2,1,19
978821,id-978821,1,,27
1250011,id-1222530,1,12,7
511254,id-511254,1,1,8
1209528,id-1186792,1,12,57
682856,id-682856,1,1,38
755021,id-755021,1,12,60
312974,id-312974,1,1,22
951053,id-951053,1,,20
2333268,id-2163989,1,1,24
287660,id-287660,1,7,4
507789,id-507789,1,1,28
1115990,id-1105381,1,12,4
725474,id-725465,2,1,4
1207462,id-1184973,1,12,57
621099,id-621099,1,1,11
717665,id-717665,1,31,3
103422,id-103422,1,1,3
894018,id-894018,1,1,14
2110826,id-1971781,1,1,12
529936,id-529936,1,29,5
535208,id-535208,1,1,13
2864814,id-2638273,1,1,14
1227870,id-1202637,1,31,8
1540035,id-1474988,1,1,10
310236,id-310236,1,1,12
303464,id-303464,1,1,78
561280,id-561280,1,1,12
690728,id-690728,1,12,55
116251,id-116251,1,1,16
2247293,id-2089237,1,31,10
13139,id-13139,1,1,6
673739,id-673739,1,1,10
2114108,id-1974638,1,31,4
1042477,id-1042436,1,12,20
1079142,id-1074057,1,1,17
1611302,id-1538994,1,12,4
1092804,id-1085888,1,31,5
371373,id-371373,1,1,22
1254351,id-1226348,1,1,13
883970,id-883970,1,,13
920631,id-920631,1,,18
531712,id-531712,1,1,16
376870,id-376872,2,1,25
429285,id-429285,1,1,25
1179272,id-1160549,1,12,4
3651499,id-3350516,1,1,40
609429,id-609429,1,12,75
518760,id-518760,1,1,10
3770211,id-3460188,1,1,20
3440157,id-3158525,1,1,12
335397,id-335397,1,1,10
1038714,id-1038714,1,,21
674111,id-674111,1,12,28
1134464,id-1121533,1,29,2
801360,id-801360,1,1,16
138446,id-138446,1,1,22
893161,id-893157,2,,12
1699902,id-1615545,11,1,5
910667,id-910667,1,,12
287095,id-287092,2,1,9
898719,id-898719,1,1,14
1206232,id-1183861,1,1,14
1024500,id-1024500,1,1,15
628212,id-628212,1,1,13
2240774,id-2083501,2,1,15
1198475,id-1177044,1,12,16
289809,id-289809,1,1,15
576187,id-576187,1,1,4
1259563,id-1230838,2,1,22
715260,id-715260,1,,22
576712,id-576712,1,1,15
1035403,id-1035403,1,,25
3902300,id-3581703,1,12,11
1022425,id-1022425,1,,15
569977,id-569977,1,1,7
1611486,id-1539154,1,12,11
413247,id-413247,1,1,19
192357,id-192357,1,,10
2106481,id-1968034,1,12,10
503166,id-503166,1,1,8
851653,id-851653,1,,11
588500,id-588500,1,31,3
3904820,id-3584027,1,12,120
3769955,id-3459940,1,12,1
1702539,id-1617851,1,12,9
695783,id-695783,1,12,134
609946,id-609946,1,12,243
827334,id-827334,1,1,28
929203,id-929203,1,,9
5079,id-5079,1,1,2
1290785,id-1257504,1,1,6
670774,id-670774,1,1,23
411394,id-411394,1,1,20
844806,id-844806,1,1,23
252086,id-252086,1,1,12
962424,id-962424,1,,13
622238,id-622238,1,1,14
2338420,id-2168585,1,12,12
906754,id-906754,1,,10
955828,id-955828,1,,12
2240661,id-2083401,1,33,11
933952,id-933952,1,1,15
453689,id-453689,1,12,4
1253752,id-1225804,1,12,12
2692161,id-2484888,1,1,12
925809,id-925809,1,1,14
688039,id-688039,1,1,15
1049269,id-1048140,1,33,6
2869535,id-2642573,1,12,1
598986,id-598986,1,1,10
382897,id-382897,1,1,15
761277,id-761277,1,1,15
263691,id-263691,1,1,16
10309,id-10309,1,,41
695287,id-695287,1,1,15
695231,id-695231,1,12,60
688784,id-688784,1,31,8
3256597,id-2992099,1,8,17
1066143,id-1062705,1,7,10
855451,id-855451,1,1,12
695573,id-695573,1,12,84
897430,id-897430,1,,28
1166769,id-1149955,1,1,90
1257392,id-1228992,1,1,16
620382,id-620382,1,12,64
1284230,id-1251709,1,31,3
957822,id-938884,2,1,99
219584,id-219584,1,1,7
2146771,id-2002762,1,12,12
1227941,id-1202703,1,1,14
736992,id-736992,1,1,20
137690,id-137690,1,1,28
1114712,id-1104275,2,12,5
47684,id-47684,1,1,11
688564,id-688564,1,1,11
886744,id-886744,1,1,14
923197,id-923197,1,,13
734808,id-734808,1,1,5
752232,id-752232,1,1,7
3260781,id-2995902,1,12,10
803565,id-803547,4,1,15
470217,id-470217,1,1,9
1016691,id-1016691,1,1,13
245727,id-245727,1,,11
1160162,id-1144123,1,12,12
149522,id-149522,1,1,12
2769994,id-2553875,1,1,22
323485,id-314999,9,1,20
1738682,id-1649643,1,1,15
143458,id-143458,1,1,6
1133586,id-1120749,1,1,16
1136461,id-1123348,1,1,16
1195274,id-1174203,1,1,13
371786,id-371786,1,1,13
1210147,id-1187320,2,1,19
385690,id-385690,1,29,9
63624,id-63624,1,1,9
1190465,id-1170254,1,1,25
79181,id-79181,1,,16
1265740,id-1236309,1,1,18
1321139,id-1283972,1,12,10
2105946,id-1967571,1,1,20
359751,id-359751,1,12,4
786629,id-786629,1,1,8
2244115,id-2086448,1,12,27
1138150,id-1124844,1,31,10
934782,id-934782,1,,21
743919,id-743919,1,12,26
1611309,id-1539001,1,1,14
87027,id-87027,1,,12
1740306,id-1650947,1,8,9
320902,id-320902,1,1,12
1108780,id-1099191,3,12,18
2256401,id-2096817,1,1,15
673805,id-673805,1,1,8
402421,id-402428,2,1,10
3254741,id-2990456,4,1,25
663443,id-663443,1,1,12
721921,id-721921,1,1,13
168286,id-168286,1,,8
873715,id-873715,1,,12
44176,id-44176,1,1,10
472076,id-472076,1,1,20
3766167,id-3456375,1,1,12
1196960,id-1175655,1,12,18
915024,id-915024,1,,14
404475,id-404475,1,1,10
280830,id-280830,1,,11
903128,id-903128,1,,2
951107,id-951107,1,,19
740587,id-740587,1,1,16
340166,id-340166,1,8,21
3083937,id-2836973,1,12,8
1164067,id-1147600,1,1,24
785240,id-785240,1,8,14
690745,id-690745,1,12,32
61148,id-61148,1,1,12
1355749,id-1314154,5,1,9
656274,id-656274,1,1,17
685264,id-685264,1,1,8
512190,id-512190,1,1,13
3655642,id-3354375,1,1,18
450392,id-449753,2,1,20
1129348,id-1117015,1,1,13
613401,id-613401,1,1,4
899086,id-899086,1,,13
142106,id-142106,1,1,17
1314947,id-1278522,1,1,22
2865583,id-2638974,1,1,11
657190,id-657162,2,1,7
485594,id-485594,1,1,5
1024069,id-1024069,1,,11
2871015,id-2643867,1,31,13
1233348,id-1207535,1,1,12
614439,id-614439,1,1,20
312601,id-312601,1,1,12
653270,id-653270,1,1,9
1197767,id-1176361,1,31,11
546325,id-546325,1,1,12
871186,id-871186,1,,144
1201527,id-1179717,1,1,14
783279,id-783279,1,12,25
3652523,id-3351438,1,12,14
2871818,id-2644537,1,1,12
1068298,id-1064557,1,1,6
3766323,id-3456521,1,12,4
2617000,id-2415362,1,1,12
907428,id-907428,1,,12
1064768,id-1061501,1,12,28
134912,id-134912,1,1,14
825859,id-825859,1,1,20
983009,id-983009,1,,5
1511178,id-1449595,1,1,15
3083634,id-2836684,1,12,8
74876,id-74876,1,1,10
816552,id-816552,1,1,17
1277115,id-1245711,3,1,16
1369357,id-1326088,1,8,18
119906,id-119906,1,,12
1336682,id-1297475,1,34,2
399388,id-399388,1,12,13
617643,id-617643,1,31,4
3087090,id-2839910,1,12,1
436195,id-436195,1,1,24
1065973,id-1062557,1,1,7
9568,id-9568,1,1,29
1167716,id-1150793,1,1,21
989623,id-989623,1,,12
588222,id-588222,1,12,42
135907,id-125716,9,1,17
2243816,id-2086194,1,12,4
313512,id-313270,4,1,32
3059550,id-2814861,1,12,9
718716,id-718716,1,31,15
1098252,id-1090478,1,12,210
169117,id-169117,1,1,10
1426136,id-1375978,1,1,9
997876,id-997876,1,,21
583731,id-583731,1,1,12
995894,id-995894,1,,18
232928,id-232928,1,1,9
1277218,id-1245838,3,1,12
601978,id-601978,1,12,13
684124,id-684124,1,1,43
1005383,id-1005383,1,,18
371309,id-371309,1,1,23
1166786,id-1149972,1,1,52
492311,id-492311,1,1,19
43440,id-43440,1,1,3
2562977,id-2366570,1,12,15
3082768,id-2835868,1,12,13
1200099,id-1178483,1,1,11
363125,id-363125,1,1,22
143599,id-143599,1,1,18
413085,id-413085,1,31,10
1037457,id-1037457,1,,12
3254757,id-2990470,2,1,14
364074,id-364074,1,1,10
611599,id-611599,1,12,99
1339134,id-1299633,1,1,27
277501,id-277501,1,1,12
1238846,id-1212614,2,2,13
387087,id-387085,2,1,10
1380386,id-1335727,2,1,12
2693583,id-2486049,2,1,17
186468,id-186468,1,1,17
2556057,id-2360226,1,1,30
335251,id-335251,1,1,14
99440,id-99348,2,1,27
3652375,id-3351312,1,1,5
1148184,id-1133582,1,1,20
591055,id-591055,1,1,6
1079566,id-1074439,1,1,19
982647,id-1033711,3,,99
1143936,id-1129846,1,31,11
900675,id-900675,1,1,13
742583,id-742583,1,1,18
988606,id-988606,1,1,13
806684,id-806684,1,1,15
644048,id-644048,1,1,14
1257586,id-1229152,1,12,4
434124,id-434124,1,,48
571323,id-571323,1,31,3
384802,id-384802,1,1,32
840465,id-840465,1,,11
491340,id-491340,1,7,12
269288,id-269288,1,1,26
364160,id-364160,1,1,10
3437382,id-3155970,1,12,5
815085,id-815085,1,7,7
321355,id-321355,1,1,5
1292866,id-1259373,1,12,16
374680,id-374680,1,1,22
463972,id-463972,1,1,20
976159,id-976159,1,,12
547800,id-547800,1,1,10
1001954,id-1001954,1,1,16
2556218,id-2360379,1,12,19
729930,id-729930,1,12,25
2242143,id-2084692,1,12,11
947594,id-947594,1,1,8
697763,id-697763,1,1,12
1301769,id-1267186,1,1,12
506685,id-506685,1,31,4
436072,id-436072,1,,2
843171,id-843171,1,,13
576854,id-576854,1,1,12
780966,id-780966,1,1,8
228699,id-228699,1,,27
111867,id-111867,1,1,21
1034962,id-1034962,1,,10
654674,id-654650,11,1,19
1377095,id-1332957,1,1,14
310001,id-310001,1,,3
2248504,id-2090312,1,8,11
917936,id-917936,1,,14
988120,id-988120,1,1,11
1144580,id-1130418,1,1,12
610877,id-610877,1,12,33
707208,id-707208,1,,17
2105775,id-1967420,1,1,9
929163,id-929163,1,,7
1145633,id-1131354,1,1,5
396224,id-396224,1,1,12
907130,id-907130,1,,13
1702852,id-1618145,1,1,27
402816,id-402816,1,,8
338981,id-338981,1,1,12
3079309,id-2832716,3,33,4
181123,id-181123,1,,15
348584,id-348584,1,1,13
785402,id-785402,1,1,12
900291,id-900291,1,1,32
744567,id-744567,1,1,21
937392,id-937392,1,33,11
1259551,id-1230829,1,12,17
262851,id-262851,1,,17
645638,id-645638,1,12,95
2340221,id-2170151,1,12,10
195158,id-195158,1,1,10
112164,id-112164,1,,11
3437402,id-3155989,1,1,24
322399,id-322399,1,12,11
85268,id-85268,1,1,20
1198990,id-1177513,1,1,7
170743,id-170743,1,1,18
2244207,id-2086519,1,12,14
787278,id-787278,1,1,20
491557,id-491552,2,1,14
796032,id-796032,1,1,12
601159,id-601159,1,7,12
201886,id-201886,1,1,16
1597614,id-1527211,1,31,9
749841,id-749841,1,12,6
757414,id-757414,1,1,9
17498,id-17498,1,1,3
854688,id-854688,1,,11
835658,id-835658,1,1,16
896731,id-896731,1,1,14
3258269,id-2993592,1,1,11
393844,id-393844,1,1,12
958112,id-958112,1,1,67
1107458,id-1098134,1,1,10
1024076,id-932499,2,1,16
5591,id-5591,1,1,6
1360307,id-1318163,1,12,13
35415,id-35415,1,1,11
368238,id-368222,4,1,12
30159,id-30158,2,1,13
687243,id-687243,1,1,25
242168,id-242168,1,1,15
317966,id-317966,1,1,11
95751,id-95751,1,,56
2867054,id-2640333,1,7,11
874993,id-874993,1,,12
51062,id-51062,1,,8
252507,id-252507,1,1,55
2864702,id-2638178,1,1,11
3088992,id-2841650,1,12,134
280133,id-280130,2,1,12
2556877,id-2361002,1,1,13
974824,id-974824,1,,12
1218182,id-1194168,1,12,12
706625,id-706625,1,1,20
1019412,id-1019412,1,,16
550871,id-550871,1,,27
1266303,id-1236819,1,1,13
1344735,id-1304584,1,1,11
816795,id-816795,1,1,22
815913,id-815913,1,1,13
3765303,id-3455567,1,12,11
143392,id-143392,1,1,6
363954,id-363954,1,1,11
609601,id-609601,1,1,10
370495,id-370495,1,31,10
219117,id-219117,1,,11
2865263,id-2638684,1,31,12
184019,id-782948,2,1,10
77317,id-77317,1,1,12
529348,id-529348,1,1,10
771240,id-771240,1,8,2
577431,id-577431,1,8,16
1090224,id-1083708,1,1,7
60239,id-60239,1,1,11
999390,id-999390,1,1,11
1601375,id-1530426,1,1,10
1268793,id-1238869,1,1,12
770247,id-770247,1,1,13
1184208,id-1164834,1,1,13
3651906,id-3350897,1,2,10
1024813,id-1024813,1,,22
1160452,id-1144327,1,1,12
839370,id-839370,1,,11
557995,id-557995,1,1,10
520492,id-520492,1,1,12
2694469,id-2486833,1,1,20
111169,id-111169,1,12,10
3356062,id-3083096,1,12,1
58166,id-491023,2,1,17
750130,id-750130,1,7,12
234,id-234,1,,17
612035,id-612035,1,12,28
1172873,id-1155092,1,31,10
1289994,id-1256760,74,1,15
334787,id-334787,1,1,11
3354249,id-3081431,1,12,10
1311348,id-1275378,1,1,20
3355927,id-3082969,1,12,12
723304,id-723304,1,1,20
2908,id-2908,1,1,3
1700674,id-1616201,1,12,18
395564,id-395564,1,1,8
893241,id-893241,1,,14
903161,id-903161,1,1,14
1284941,id-1252391,1,12,32
2113445,id-1974041,1,1,8
143932,id-143932,1,,4
595736,id-595736,1,1,34
970109,id-970109,1,,13
907959,id-907959,1,1,7
300087,id-300087,1,1,13
3769696,id-3459695,1,12,9
1352708,id-1311516,1,1,26
821139,id-821139,1,1,11
621043,id-621043,1,12,90
1209218,id-1186495,1,12,132
183476,id-183476,1,1,20
2242384,id-2084916,1,1,17
827065,id-827065,1,1,11
670375,id-670375,1,1,16
2697087,id-2489253,1,12,7
1269664,id-1239571,6,1,22
601248,id-601248,1,1,12
1185164,id-1165659,1,1,17
1123978,id-1112320,1,1,16
863992,id-863992,1,,8
2870565,id-2643503,1,12,17
1315275,id-1278816,1,,13
935073,id-935073,1,1,11
1024085,id-1024085,1,1,15
880214,id-880214,1,1,21
2749194,id-2535470,1,31,10
3262774,id-2997656,1,12,19
703161,id-703161,1,31,9
561136,id-561136,1,1,10
89961,id-89961,1,1,15
967715,id-967715,1,1,14
699120,id-699120,1,1,12
227105,id-227105,1,31,12
49146,id-49146,1,1,11
1098778,id-1090846,1,1,2
2111170,id-1972086,1,1,26
178364,id-178364,1,1,13
271330,id-271330,1,1,10
958221,id-958221,1,,9
179790,id-179790,1,,8
502434,id-502434,1,1,12
919386,id-919386,1,,14
957956,id-957956,1,1,15
3354949,id-3082069,3,1,18
1491383,id-1432873,2,1,14
1032587,id-1032587,1,1,10
3650747,id-3349833,1,31,20
902878,id-902878,2,1,17
415461,id-415461,1,7,10
2241075,id-2083735,1,12,22
858032,id-858032,1,,27
1359991,id-1317888,1,1,10
2556029,id-2360199,1,12,11
3259282,id-2994534,1,1,7
1017608,id-1017608,1,1,9
472150,id-472150,1,1,20
293231,id-293230,2,,20
118490,id-118490,1,1,10
756118,id-756118,1,12,16
2106057,id-1967674,4,43,106
620893,id-620893,1,12,45
519375,id-519375,1,1,13
935811,id-935811,1,,13
383792,id-383792,1,,16
1299217,id-1264885,1,1,17
1270441,id-1240215,1,31,16
428608,id-428608,1,1,16
1269816,id-1239303,7,1,14
1380978,id-1336243,1,1,12
3084225,id-2837214,1,12,19
662531,id-662531,1,31,8
1022645,id-1022645,1,,18
3355654,id-3082709,1,1,7
1285852,id-1253166,1,,8
1120921,id-1109655,1,31,10
1048088,id-1047160,1,31,4
732391,id-732391,1,1,9
3903293,id-3582596,1,54,2
937809,id-937809,1,,18
647967,id-647967,1,1,13
907599,id-907599,1,1,27
3259515,id-2994737,1,12,17
202797,id-202797,1,33,3
3261198,id-2996289,1,12,5
921665,id-921665,1,,16
910708,id-910708,1,,11
1244429,id-1217571,1,12,5
715318,id-715318,1,1,16
959594,id-992301,6,1,14
2108140,id-1969532,1,12,19
507900,id-507900,1,1,11
3660172,id-3358583,1,30,8
693979,id-693979,1,12,118
1069542,id-1065616,1,1,16
3255641,id-2991266,1,1,10
3088926,id-2841586,1,1,15
919480,id-919480,1,,18
895887,id-895887,1,,9
994064,id-994064,1,,17
602488,id-602488,1,1,12
371933,id-371933,1,31,3
827925,id-827925,1,12,7
107625,id-107625,1,1,12
754934,id-754934,1,12,56
441686,id-441686,1,1,15
22973,id-22973,1,,19
687326,id-687326,1,1,16
838810,id-838810,1,33,9
515949,id-515949,1,31,3
551393,id-551393,1,12,15
2697409,id-2489549,1,1,15
2690894,id-2483743,1,12,19
695827,id-695827,1,12,50
1108664,id-1099090,3,1,24
911310,id-911310,1,,14
425261,id-425261,1,8,9
663765,id-663765,1,1,6
3902523,id-3581865,1,12,53
2562489,id-2366124,1,1,5
847614,id-847612,2,,14
1057555,id-1055179,1,12,13
1850175,id-1745047,7,1,11
1174814,id-1156781,1,7,11
552941,id-552941,1,31,9
927996,id-927996,1,1,18
1247704,id-1220476,1,12,11
3256271,id-2991830,1,1,11
498262,id-498262,1,,10
1348020,id-1307415,2,1,19
3899881,id-3579504,1,12,16
190578,id-190578,1,29,2
856585,id-856585,1,42,12
807737,id-807737,1,1,23
865005,id-865005,1,,41
794437,id-793092,22,1,18
843490,id-843490,1,,77
69651,id-69651,1,1,10
884485,id-884485,1,1,14
845650,id-845650,1,,17
2339005,id-2169113,1,31,12
913751,id-913751,1,,14
780318,id-780318,1,1,39
2558989,id-2362940,1,8,5
935365,id-935365,1,1,14
777772,id-777772,1,1,20
1356807,id-1315088,1,34,325
369690,id-369690,1,8,14
94425,id-94425,1,1,7
1486339,id-1428402,2,33,12
683305,id-683305,1,1,60
610748,id-610748,1,12,97
844839,id-844837,8,,50
979111,id-979111,1,1,13
875820,id-875820,1,,17
879135,id-879135,1,,13
1100779,id-1092471,1,12,11
748563,id-748563,1,12,69
967075,id-967075,1,,10
40733,id-40733,1,,12
705146,id-705146,1,1,18
839120,id-839120,1,,15
393425,id-393425,1,1,14
973670,id-973670,1,1,25
694893,id-694893,1,12,144
706,id-706,1,,16
557201,id-557201,1,1,20
136077,id-136077,1,1,12
694520,id-694520,1,12,214
1174275,id-1156315,1,12,18
2872488,id-2645180,1,12,17
815584,id-815584,1,12,6
1424379,id-1374555,2,1,13
1323636,id-1286091,1,1,14
978797,id-978797,1,,19
145733,id-145733,1,,11
1195356,id-1174280,2,1,14
3764147,id-3454508,1,12,18
342960,id-342960,1,1,11
2871949,id-1770731,3,63,11
555101,id-555101,1,1,12
608408,id-608408,1,12,64
1068540,id-1064787,1,12,5
3653352,id-3352217,1,12,4
1232669,id-1206918,2,1,11
883516,id-883516,1,,14
380089,id-380089,1,1,7
3653272,id-3352141,1,12,11
558698,id-558698,1,,10
904424,id-904424,1,,25
988749,id-988749,1,,15
