id,gid,name,label_type,area,ended
66325,d3a63d31b7cd4978a7495f90e6a926d7,Jazzhaus,Production,id-81,f
87092,a2f4c811e67c4999a55bfaf1d6562aa2,Jessica Musikverlag,Publisher,id-81,f
206576,b804712355a748c295e54e3541554a1b,Gaijin Entertainment,Production,id-241,f
19234,2ebc3a0e1d8b4f54af8e9018ada51e57,petite sono,Original Production,id-38,f
116195,a3be64ce8c494540b88405b3cb7d24f4,Garelock Records,,,f
177452,0b96ac018af84697855b501de5250f9c,Madamelune,Production,id-73,f
87791,9b6b9eb48454460a9b53b657f5543d9c,Toy Plane Music,Publisher,id-222,f
14475,7bc5cb529a1c4087babd4299ed032e42,Bee Jazz,Original Production,id-73,f
15791,4d6e979f95954f36bfaad9a744888130,Artex,,id-54,f
193704,b34cd701898546838473ad0e65757f69,Rocking Time Records,Production,,f
105010,369cbd48f56d41da9f971e9c63e6b46c,DTCM Ave,Publisher,,f
18146,3915358683de41a5a3ebcee45c586f49,Befria Södern,Original Production,id-202,t
195630,40eb91c01c7241c7a67d2ff857538be2,Pachira Records,,,f
166517,6dfacd11fbd14eac947099716d1ee49d,Nille Records,Production,id-81,f
59471,3d1f5e1e9f804ce38e5dcc944c8d74ab,Keevay Music,,,f
151427,68dae41620b54de2bdaf8c0b3eac1e8b,NSR,Distributor,,f
21973,74fcbc047ad5487d89f2104f466f29ca,Pila Music,Production,id-81,f
238286,f85007dba9fd47e48b599633e2258d4b,Toy Soldier Records,Original Production,id-30897,f
249987,666af382bd36480bb3ad159bd6e9a578,UK Bubblers,Original Production,id-221,f
58192,9652e69784a647dd8403c84ba43c96c7,Brick Red Records,,,f
191220,27e78260c3ab4973ae19aa1ee3dd3409,Edizioni Pelago,,,f
152564,754e79bfa9f045d5b7ccbff5153646ca,Kulturní agentura Angel,Production,,f
178367,67603622e10c4a1b877a9adac88ab7ef,Plus 8 Music Europe,Publisher,id-241,f
223497,2e392d76fcd646ffb8719632c736559b,Namtaru Records,,id-47,f
122084,cc65414e78e2449d978daf0e70a7791b,Saltwater Music,,,f
36813,02427dfa2a0e4012b10b291ab95bf0bd,Bullshit Recordz,Original Production,id-202,f
108945,3a1f18379a3242d3965422c266cdc5f0,Lick the Star Music,Publisher,id-222,f
132732,e0d5da14798144409bdd3c9deacd4df1,Babbeo Records,Original Production,,f
65492,4e5229d092e44d26b660337fefd14466,Outernational,,,f
26415,3939e24c358a41b7b2c3864f40555ca1,Soundmalfunction Recordings,,id-13,f
67353,309864be5cd64701b6f2b59587a6901e,UHT,,,f
247870,9c185c30f0884779abac85d6609cb8c0,Isolation Tapes,Original Production,id-221,f
189534,935ccb689c2341028c4d394e13a497be,Ni Entertainment,Imprint,id-229,f
118467,c8b45d593fe344be852bc95aef6103c5,Lavender Sky Music,Original Production,,f
225608,10e50a342e8348d1a1dba7315f87061f,Irma Records,,id-100,f
156930,1b88dbdbdb764864927e106096951b69,Cronemeyer Edition,Publisher,id-23698,f
220643,fc0778a6964345d9adcbbbbb34d528d3,Hate Prod,,id-170,f
205998,ff294e703f964ce0b7bc24ff70f4fb2b,Russian pirate label,,id-176,f
8092,f8714b8178da4f6ea20c7b2bad7709ce,Classic Records,Reissue Production,id-222,f
215,632bc682e73d4704ae141285845a2c78,Leaf Recordings,Original Production,id-38,f
120402,1d6852006e30444da403841d7093caa4,Frux,Original Production,id-29528,f
206547,22708fdf57b348ebbdbeee6885ed5e83,Irving Caesar Inc,Publisher,,f
52500,26bd6126ebfd4ad2a8c73d0da39cc621,Sons Galiza,Publisher,id-194,f
251645,6cd8b5eca5594891912bf6e8995b9f11,KLT Ekoizpenak,,,f
23864,3f13c3e4780940a48934598e439d9959,Riot Squad,,id-222,f
108495,a9bd3dcc6635479abfa4c9694617be83,Chaos Social,Original Production,,f
82291,a9ed413ae4e54af0b45a673153bd2971,Dark Light,Original Production,id-38,f
32907,4366f8ed5e8b47208e692e43561f09b6,Catalyst Records,Original Production,id-222,f
207814,ff79ee3295be4a9db03b418d5a93465e,subskillz records,,id-113,f
2371,875afb40633b464abfcf9d3de235f642,Jarrah Records,Original Production,id-13,f
112453,0c404bce1ab84b369310f343066db32a,Dawg Records,,,f
185008,b4448b4b72e942f1a8e7172df88ccecc,Double Dose,,,f
167336,440f542200fd4de28c0205440de65d42,Lanzoni Records,,,f
78331,3dac1aff9f8d4fbb9f79fbe6a6dfcf40,Vegas Records,Original Production,id-79466,f
199466,1c5b4c79619f4f7382abb84143878b82,Ultra Heavy Records,Distributor,,f
61576,7fb90bd1667244a0941c88dca67a82bf,Woo Me,,,f
183372,2f314e370ceb4ade9fb112a2c84f91e9,WAVERIDGE,,id-411,f
72654,dd2ed381ed8d4867a68dc170d93663e5,Antena Portuguesa,,,f
92530,3e970454a55d44cab8dc46b7f57118f7,Pacini Sound Factory,Imprint,id-107,t
181596,59a64e6cf62347178a23e6e83ef9d0c9,Weather Factory,Distributor,id-221,f
30132,21b413bf228a4929bd6c1cdd8794382f,Bandleader,,id-221,f
82632,f83827eb1d74497eaf60cc271a1b1fd7,Black Saddle Entertainment,,,f
117942,f7ba3101c8134bad9312d99b6baaaf5f,giraffe boy,,id-282,f
235847,bac60858f55c425da8dde931e4321586,Upward Spiral Music,Publisher,,f
71834,d8e79d38d03546f391cdd79dd7266ec1,Luxel,,,f
211356,ab94f11db38340babb4f6fd874ab56ee,Autrement dit,,id-73,f
137979,787e0da418b84b8884d13290ac08ae0d,日本アメリカーナ音楽出版,Publisher,id-107,f
128879,5aa8ad331ee943aabe557dcee6523e27,HArt Records,,id-7717,t
42462,07bf2ed3c638445b852417b13e4db69d,Insiduous Urban Records,Original Production,id-222,f
228493,8a75b7d6d9a64443adc93b26b9d6bdda,TFC Music Group LLC,,,f
59804,7237c0e87eaa446098ab5692785b5e18,Tutti Intersong Éditions musicales,Publisher,id-73,f
37959,71aba7ba9d3d4631a06d3564b5a7a7c2,Creepsville Entertainment,Original Production,id-222,f
165773,c54c31def3884adfbe64097f6ab6057c,Blingnot Media,Publisher,id-299,f
114128,e1d2b84e08d54725b0c78376e5519346,Loud Rage Music,Distributor,id-175,f
84945,76aa15cbaa9643ee91a1b5bcc4f9577e,Innercore Japan,Original Production,id-107,f
157416,579acd62592e49caa55456e114d5e965,Gateway Records,,,f
179705,c2fa1bd8235645528ebacce45e08edd6,Fat Cat Music,,,f
185000,81b0d2a5fbd34c639db4a5df852bd36d,Loaf Records,,,f
222982,a999d3092a6142fda780d5407e65ab37,Вадим Володин,,,f
162771,f5469aecd7e14bcb92b13e45a0e358eb,Mark D Music,Publisher,,f
18358,1eebe6f42cb24677871b6c7300dd74cc,The Red Flag Recording Co,Original Production,id-221,f
87506,f41f740177b147cdbb28dc6dd5d2444a,It Books,Publisher,,f
4362,f15ae3dbaedf44dab5cb1e0313baf88a,EIR,Original Production,id-13,f
105240,17b91d21916e43c2bb4911edf2d609d7,Roots and Wings Music,Original Production,id-5076,f
30071,0c006bd4a3384e16ab466469fb8ce7b9,Country Jubilee,Original Production,id-222,f
14666,3bb3e3700c604600bcce530b7e285761,Dominant Fiction,Original Production,id-222,f
199517,a8427159e0ec4ccc846f07331eb343d8,Apparel Tronic,Imprint,id-7278,f
47566,1f564254b8be4c98921b8752750cfa4b,Forum Novelties,,,f
167366,46bc25219b0e4f508668d3a911d7d6ea,Family Grooves,,id-53,f
182088,dc86574cf5394283af5d67523bd94143,Mankind Disaster Records,,id-221,f
2823,7b09f4602e574c589bc8dc8283c03d4d,Hot Tracks,Original Production,id-73,t
248420,e95d278c6dbf4ef18e6f4f40ffea7065,Universum Film GmbH,Distributor,id-81,t
237369,3ed2f108de374b9391699d7433614eb8,SirLofi,Bootleg Production,,f
31444,cec00fb40fb24b16b52bbdb0019a18aa,Continental Garden,Original Production,id-13,f
131495,21fd6f90f63e423b93c724f07ffb3742,Imaginosis,,,f
215289,5b2a412a3a92421ba707ea35a6ba1583,milk voice records,Production,,f
66890,eec1321623ba4285a13be1c450970888,TJM Records,Original Production,id-221,f
108781,a4a6376b621241a3b46bcc5c2ac7b134,World of WIls,,,f
49334,a0af36686f824772a4e0a318043aedea,Sunday Mirror,,,f
100622,1c606bd73d4c4e5eb444a7a2c437ad20,Monogram,,id-222,f
181451,c585fd3503ea4c69a45932b473dda18d,WolfyOffice,,,f
27373,39e7fa0cdef347519a7ecc3e79cdd088,EPI,,id-222,f
65640,94c36ee42aec4ceeaf2b8871a909299e,Omi Records,,,f
69835,cbaad7de91ee473b91c5af328f553fd5,Flava of the Month,Original Production,,f
194247,d64f325b71bc4c5eb8c7978d11659faa,Alternative Radio,Original Production,id-222,f
111770,aa8ce60718474c378ecccf4f82911f43,Golden Triangle Records,,id-7020,f
186841,6443c2e88d174158abee549067277ed5,Howlinghorse Music,Publisher,,f
237040,71c3fc32e01f4dbdb01db8c36a9ac8ba,Grotesque DRK,,,f
109460,a8655145036044949765a13720cf632c,Saints and Sinners,,,f
218865,e29f4629802843b6b5e497f5476b94c8,Kapvt Mvndi,,id-1178,f
90440,a09f313a74334ad69e2911a48eb30d30,LIGHT SHOXX,,,f
220234,0c68b4ec4ccc4403b3330f456e884646,Metal Limb Music,Publisher,id-222,f
214175,ec9ebd71dd7d4244afdfdcbeb60896a8,Collector Edition Soundtracks,Original Production,,f
218440,3b713d9ec3fa433facd684488ea20d7c,CMSD,Original Production,id-73,f
29828,741662dfc3e14ae29626872ec22ed301,株式会社ファースト・エイド・ネットワーク,,id-107,f
167915,662cc1e209e04b368c312caf8cb8b83a,Blank Code,,id-5179,f
56041,ee4ce9fe63a7460888bb95f2ade1c60c,New Tide Records,,,f
178337,7a4113b968a344ba8f7bce53ca4564ee,GM Recordings,Original Production,id-221,f
38145,42f27cbe30324c7f9d1d34442f0057c4,Original Selection Records,Reissue Production,id-221,f
89703,d86d497a9c14405c8cdb522de2b36954,Syndicate Songs II,,,f
90863,f43d68b6cb1b46eda550d3f5456e4ee8,Springalo Toones,Publisher,id-222,f
245665,cb74955b40ca4705ad61064587f4b4e4,Simsara,,,f
200481,5bd2af1381fb4f758fb36c06f54eec65,Young 2K,,,f
186625,30763022447a466fa1b5318697181882,Greasy Vinyl,,,f
183301,969e389465e04e6fa6a205b3fc77f1dc,Gray Castle Studios,Original Production,id-5099,f
239333,7d13e9242e61498baa9fb61007270013,IAFDSFBD Songs,Production,id-5213,f
9556,616fa34da9ea4eca957a0577ba6fb802,Happy Pencil,Original Production,id-221,f
81774,32d9092ec99e4511b24bcaf3ffae53e2,AxIxAxC,,id-129,f
58282,cf6257bcc8e745ccb3f990ddc8c1b62d,3BP,,,f
207459,a457aa8487cb444795e5ded7474d5d5b,Curci Germany GmbH,Publisher,id-81,f
10611,9afdafef9cf4487997a88965b00a2028,Upper Left Side Music,Original Production,id-38,f
70912,903371a4d4574bf3939d5ee12fb01ce7,Teenager In A Box,,,f
230921,ce857b59700843afbb0960387705a511,Spirit Vision Records,,,f
203880,e5cd52a99b07488c836105501f21c1c5,Orlando Music,Publisher,id-222,f
39382,8a93316207254dca9521445307ab925c,Unichappell Music Inc,Publisher,id-222,f
59167,7757ec0914f8460bab9a54060139bbe1,Blondell Productions,,id-81,f
85245,cee4b5ee088b45dea614ac1ede277e05,Corus Entertainment,,,f
244096,cf97f32ea2d7427ebf531d9f1e5d4c56,DM SAT video production,Distributor,id-241,f
10454,bf6591ca3a254ebf9fc5907652fefc43,Hank the Herald Angel Recordings,Original Production,id-222,f
155178,fb7bfe63c0f543f68cc4268ab852ef80,HNW Netlabel,Production,id-221,f
7866,50a31f37c4624c1abaafddd617fdde2b,Furious Records,Original Production,id-221,f
81227,53cd4fbeef704c27a6568cdce194d647,Angel Records,Original Production,id-5060,t
5549,5cd395973af742a38f6d5715dd9dabc0,InAkustik GmbH,Distributor,id-74786,f
186460,fd11981df6fb47ec88e5cb55ba41a1d9,GKFAM,,,f
61530,9ff8d6c3fc4248b397ddfd23b91d8e84,Secretsundaze,,id-1178,f
130593,b523c04d9ddc43e3afce23b23e778830,Carl Fischer Inc,Publisher,id-7020,f
167964,2956d397a68547adb1f3f1b1e59db140,Arvida Music,Publisher,id-7971,f
247365,65bc069225564ae9b4281cccfbe017a2,Facemelt Records,Publisher,,f
176912,cb9800932a87458c961642066b5f4ebc,Limited Run Games,Distributor,id-222,f
135915,172a79efb3fa4709bbaf6257abfdec2c,Megaлайнер Рекордз,,,f
125633,3b817143ad874451a344e64b85746599,Environment Records,Publisher,,f
126578,685a13e53504464b86a1dbb993a0c53c,Feet 2 Da Concrete Entertainment,,,f
207592,7f54dc30209d4155bbab927fa49b3e97,Speak  Spell Records,,id-7307,f
126089,7a3adb2b097748a1a2e7862542d6aec6,Kind Songs GmbH  CoKG,Publisher,,f
67023,e38ac1a02ab14d4384826956cd155823,Super Uphon Sound,,,f
106456,82931e1b747f43889fc60f9a77ba1660,Orange Moldova,Holding,id-140,f
213395,33e973cec0dc45cbb87fc028d1532c1b,Sharak Interactive Records,,,f
166378,06859a2160b74b4cacbe42d268ec4894,Ladytron Music,,,f
137229,7aa52cdeefc0439ea28128fb2f49c031,Hinky Music,Publisher,id-5239,f
49502,929dc2457229426c83f9c5d3b46fc617,Vacilando 68 Recordings,Original Production,id-221,f
150052,822e3e1abdfa47b3bc0cde717b4b5f64,Universal Music SA Greece,Holding,id-84,f
112926,c5b40de6e5844316b442274dd244f7c8,Soop Records,,id-7703,f
94117,9c200d39e60c407cbf4e1b9641d37629,All The Cats Recordings,,id-221,f
88133,2c65a988c6024dc9ae939a1cc1f817d4,Autistic Records,,,f
195629,8e7d8f1096f4466f91601786a761f415,Programmes KK  Co,,id-72,f
231135,d2d1882430d64148b53532dbaf60835a,Roundabout 7 Music International,Publisher,id-222,f
78761,db98c350ccf54cbb800b610c85939c60,Agressor Records,,,f
159116,63cccf721a3749589687c805c2215f9e,Mankind Records,,,f
91817,c6ab1d54176a404a9361ad3cd140a0ed,Oscillation Music,,id-81,f
19028,b0d5231746e4420898f3926f1a67397b,Zee Music Company,,id-99,f
121106,0256acfaaf1c4989a3556a677125c542,G Tracks,,,f
198289,a0bc83b5a18e454dbcb40f263a126d91,Hidle Music,Publisher,,f
31101,8e0297eba34d453f9c2757f434b979cf,Red Frame,Original Production,id-221,f
19812,be0abfe3c5c94a88bc26c82416e2c7c6,Devil in the Woods,Original Production,id-22373,t
18232,79d08533433c434e919f926e3e4b9e60,Cymbidium Records,Original Production,id-72,f
160493,3f2d68a9f20d4c6987ea73d65185938e,Fonovideo Produzioni Discografiche,,,f
106063,916cd6b0fd924e3890673756ee9f89fa,Dance Flavour,,,f
23522,af03b32a9489451ab061b85340087f94,Strictly Roots Recordings,,id-222,f
246427,71d78f67064e48da8916981d9045b6ac,ELASTICA,,,f
95891,7a9068b938c04aef991a82e199961ed7,Talisman Records,Original Production,,f
122650,3834ff65d8e946bcaca3e225dd8f10d1,Face Maker Entertainment,Publisher,,f
140436,b0bd12a64924483d892397adb0877caf,ACT Music  Vision GmbH  Co KG,,id-81,f
233219,ff4a616b2efa4bb286747e07fd712b73,Bandore Entertainment,,,f
250394,d4690c9cb3f5470e95ccb7d7b05a366f,NatsumeAtari Inc,,id-107,f
26954,3151978bec614cd2bccf5ac2b0c0cda6,Tapestry Records,Bootleg Production,id-122,f
20975,cb18895d8b594984ab66a001802041cc,Aspirion Records,,id-222,f
251561,9fa842faa8a04a84b74b3bb17dc10df4,Rosesmauet Plater,,id-160,f
16700,9fb3f935a0d34e29a4a3e8b4181ef7b1,Blue Rose Records,,id-81,f
45031,073cdba787c843e89efb30137dc43d86,Throwdown Records,,,f
43565,90cf3cdb68ca493f8df6df98ba1681d2,BamaJam Records,Original Production,id-222,f
161088,b4311b5378524500b2c0bbc9cbaa41d9,滾石國際音樂股份有限公司,Holding,id-205,f
74451,02ca162d271c43459f0d565cecb669f0,150 Music,,,f
138459,93bc2f89f9db42d58dab942008b71529,Gak Attack Records,,id-240,f
18332,25195bbbb56e4540a8e548d4c9875ca9,Woodpecker Records,Production,id-222,f
177532,92ef1d29e4184367a4e6e789a9cc0e94,Siderian Records,Production,,f
126459,29089c2e5336456991ec8fd11dac4e6c,Woodstiff,Publisher,,f
100253,c6d3fee09e054edb960de9958e05ca0a,PHU Violetta,,,f
123681,c530085c1873476d96d752f98416cecd,THC  DIY Records,,,f
164882,21b4d71cc730498880d6101f03d9636d,VM 2000,Production,id-105,f
76195,a7f1617fe0ba40b59b1b8bb5f9062823,Association Valentin Haüy,,,f
85789,8401a3bb9aa343e590d6ea7790fe836a,Levande Begravd Records,,,f
191702,c39ba7025e6d449b8af55efa459b0af5,Cype Records,Original Production,id-69933,f
67431,b8e0458012ab42d69eb124ba8cc719e6,Generation of the Pop punk,,,f
23650,a41df45f171048e79fda0d4928111b95,Century Records,Reissue Production,id-107,f
197350,6fa198a17a54438e90003371d7bcdc4c,Mau Tak Mau Records,,id-100,f
200652,7620d934e79c4a34b377f41695c39b54,OneFitMusic Record Label,Original Production,id-809,f
79489,363bb584238a4011889873cea8115c5c,Posh Isolation,Original Production,id-7712,f
161882,ad96b7c1a82940b28033ae4aaae45e75,The Arto Company,,id-88326,t
91971,5e438beb29ae40a88ce3a451e71cb2b8,Mundo Records,,id-10,f
168273,ade4ad4461ce4de78c5de6709dfb69ed,MoonDome Records,,,f
146499,7dea4b0816414ebe80cc66e806182035,Noirdisc,,,f
206121,96c27bbb50fb4518bbad6177db73b881,Rocks Records,,,f
158234,bd755274592943bbaf50c876e187e4e4,Music In The Deep Cosmos,,,f
229602,8aebbf962fd54119a5bd9b992b93264f,Blueprint Australia,,,f
194647,66038aa8dea840daae2506da3dd6aae5,shoeup,,,f
219144,3874b1a4973e4c96955b4caddd171b29,Landmark That,,,f
124335,35d2fcb248c54bbc8b188709608d57cd,YasQueenProductions,,,f
187802,d999db644ac7402d955a323fc3455074,Perfect Prescriptions,,id-221,f
126472,b229f3416eaa4a4a86e179772fa7e012,Songs of Universal,Publisher,id-222,f
116638,7e9991260e3641f7a131b31ec80b6aa7,Dio Drone,Original Production,id-15123,f
164894,681685d07d9942ca8c56f1478a4bc7e1,Bubblewrap,Imprint,id-96,f
14417,7f931bd0a7424580a24af1cf286fa5df,Monarch,Distributor,id-221,f
126094,c4982fec7f1547279b1d0236d836ff93,Patio Music,Original Production,id-222,f
50967,b1314500460d47ec820a58d25833b09f,Manohar Records,Original Production,id-38,f
178889,c89a16b0249b4b8196515dbd59a49f9e,寺内音楽出版,Publisher,id-107,f
155725,a21b87a5fb7a4275848b37d07bda2100,Sounds of Havana,,,f
209481,de2e0c7d941d4f2eb08dd60defe29e8f,Charlotte Lawrence Music Publishing,Publisher,id-222,f
213366,d7dd2bfbab5f45209ea49ffb68a74585,Silver Kamel Audio,,,f
224792,172482371e7340c687652375c6bb62cf,KJ,Original Production,id-203,f
207229,d501e61a710845b199d058d670083c2b,Maskati Brothers Inc,Publisher,,f
185420,f4e2bcdde0984434b423e374748d8fb6,Blessed Music,,,f
96984,a30d9259a9fd402a9e3c7baf6a49c452,Magic Disc Records,Original Production,id-7703,f
156441,5f0592525d2642799688db71e9b771f1,Scorpios,,id-228,t
134137,5d9ac7c473e644d89625137774447357,Hollywood Boulevard Music,Publisher,,f
206957,a9f3247951134a32b300ef57cad0a027,Panther,,id-106,f
187712,e813e876ac634927b3427b7e503122d7,The Teskey Brothers pty ltd,Holding,,f
237159,7afca62d852c45978f513665f5ef57a8,DefinitionMusic,Original Production,id-7704,f
79486,dfbf56802fba46d1ae685749876d9cbd,Access X Denied,,,f
93436,9a4a7520727840199a32aae58a3090fd,Pyknotic Records,Original Production,id-5194,f
180870,ce0450e617334ca9b566207a0521bc9d,Bellamy Brothers Records,Original Production,id-222,f
187688,9b9202a3a1654b3f85a53437701c8280,Indecibels,,,f
80894,208b828e97874b26a056d13ab69dc7ef,Aural Delight,Bootleg Production,,f
88213,368b7298fa9f4efd8f5e050c31931873,Därängdängdäng Records,,,f
123637,c64f35d361294dc59298e91ec3efb66b,All We Know Records,,,f
25291,bd8845ff0af84a0b90ac33db962f7c61,Krazy Kat,Original Production,id-221,f
36153,5d13f13b4a584ed19ecd20133c0477be,Tocayos Music,Publisher,,f
179283,f73451d41dd449e0b292a14f45fc7144,Propane Music,Original Production,id-115659,f
145612,8e2036059f0f4617931071523ea9bce3,Festayre Activity,Original Production,id-60638,f
238401,94960a2656134f2c85d647d0da9b057e,ebirecords,,id-107,f
116669,324eb0dbff2c4973b3da300c6ef6404b,Total Recording Co Ltd,,,f
220768,7f80905feec34e1b8a949f78f260d55b,ニンニクレコード,,id-107,f
118552,dbb53437c6aa4d4db1506d03ec0d5b16,Guest Records,,id-7744,f
123205,79c1b1a8a2e543c0863f9a1583d515af,Well Go USA,Distributor,id-222,f
91362,3fb20e96679b48759dbe5e88d37df93e,World Records,,,f
35790,24c139230a8f4ec2874edcc346ae3574,New Spirit,Original Production,id-72,f
43173,768e693b9ea54010af3f9b1db0794f3b,J Albert  Son Pty Ltd,Publisher,id-13,f
1956,fbcc6ceeea6c42a8821f74c3b54c26cc,Basic Channel,Original Production,id-81,t
54047,db37f376651345e69d4f7f9a75c4c3c1,Haunt,Production,id-81,f
124371,5bd982e054e443398bea7e3efb2c073a,Palto Flats,,id-222,f
25654,825cf707116942f5b97e2e46909633dd,Black Pumpkin Records,Publisher,id-222,f
79707,d5710d8e924b458a9e149da15009e9c0,Trend,Production,id-651,f
134978,fd8e6218432b451e8ef285e8f876c061,Dream Entertainment Group SRL,Publisher,id-10,f
25538,78c5ffd838974063af98a4a7150a7f12,Fénix Discos,Original Production,,t
70659,9ee5006e47314f1cbec3dca8b6ea55e1,Afterlife,,,f
132993,5d41a83bdd48405899cfc46adcecf472,Agrofin Praha sro,,,f
75338,2b74ea5360c54488823a3dbf30037687,NRG Komrads,,,f
20909,31f1bcd5b3d6482ea6e5f5424e3a209f,Tradition Records,Original Production,id-222,t
27346,6607b6b5f61a4bbc84d84ac7830bce1a,Syncro Music,,id-194,f
40344,84f903b7005c4b51b84dbd922c248ad9,Pastels,Imprint,id-81,f
207238,b1593931919f4e92a1a0321f3e630f00,Artist Publishing Global,Publisher,,f
174752,046d392fd02f4ecc9897e5a9540ed88d,Nomy Production,,,f
178473,2aa10002cb74441cafa6e8bc2741ce1e,Magdalena Melodies,Publisher,id-150,f
54658,d22f6596ca694b15b6d3a65fc4a60209,Off the Shelf,Original Production,,f
187091,40e89874973e49ab960b32a021f0a17f,Mad King Production,,,f
207614,f12f2746af204d2483f16e3799c7e4ef,Black Hair Music Publishing,Publisher,,f
165875,aed77d49ba804d82958ea8b34c93b007,Dissident Street Records,Original Production,id-23264,f
158267,c357490aab3a49098ab27d00ea172e75,Soundtable,,id-107,t
192693,9c6a680f3c0b4b01b4af5200bda1e766,Ricochet Dream,Publisher,,f
32707,afe1e3962a5c4025adaed4a49e8f443d,Scandium Records,,id-73,f
74891,43bd66e9b45c47d7b25a34f997077e79,Rock Snob Records,,,f
202800,9b9fa5e058f74a5fa7bcaa20afad46e9,Media Vision,Manufacturer,id-88032,f
175995,56534a5b961b4abda099c6884009eac6,Juke Trax Online,Original Production,,f
227093,18316b6f38b44ca59c3cff61a1f2e11e,Beat Dealer Records,,,f
104384,d2eb45e96d444c5498041ab94fdf3070,DBlock Records,,,f
158642,94b66501ee9342acaa22a07493ab5bd4,Kunstkopf,Original Production,id-7709,f
106731,bab4f09e8a4946558f48c6ed532db8e3,Sam Wha,,,f
153704,bdacaefbc22b445d8f5335479b56b6ec,Extralineare Musik,,,f
203528,934283a606cf4b60953fe28c26f05e8d,Chocolate Records,Original Production,id-434,f
218957,7b9b3f306069418c8db58dc7fcbb0b5f,Soul From The Vaults,Production,,f
62349,e37038bc8f4a4393bffbaef1df789b8c,DAutres Cordes Records,Original Production,id-73,f
143694,e448c28b8c8b4ec186d3cc86334ebb8c,Clan Alba Productions,Original Production,id-3822,f
185868,24fd92c968914b10ba2f01e7ec980834,Dogtree Records,,,f
120536,1c2acc2037c243d1beaeb4f84e8c7765,Jeremy Bradford Music,Imprint,id-221,f
247263,893cb9c6af4c4853ad703dac3c3d5367,Mini Mac Music,,,f
198712,b2fa01fb30194ff1ad30094ac60194de,CR2 Compilations,,,f
162532,584aabcc876d4afa950e4a4512a2ee3e,Atlantic Rhythms,,,f
131156,278771a2863b4c9ca2175d2a75d6cc1a,Volksbank,Publisher,id-14,f
132694,8adb97ad6a2c4b0294644af26f178135,FreshTunes,Distributor,id-5084,f
2770,e43b3e0c34c944ccb3a3e44ae3bff7e3,Basement Boys Records,Original Production,id-222,f
115943,150e276ae0324bd9b7b898a00e58ddad,MGraveyard,Original Production,id-107,f
145776,1abf137fc7ae4d29be550a96372da323,Gerhard Kaiser GmbH,Production,id-7714,f
66594,595365091b5643d7a33599cee02e37ca,Soul Gorilla Monopoly,,,f
82597,d87f77d8b7ea49c98a5bdfeecfdfb25d,Wolpfack Entertainment,,,f
58050,8a890f8f68a64ce5ae361f90e8fff9d6,Fastlane Productions,,,f
166860,d3abefb8a8c24c71ab2f8e9902e676a6,Strange Place Records,,,f
42190,6f6f5393ca5a42428edf4843c6eb84a9,Weekend World,Original Production,id-221,f
1629,cbd5d41299f941e1aec379afa90e9d02,Scaroline Records,Bootleg Production,id-222,f
186361,3e7a9359430549e18eb5879f922dfbcd,Jerk Records,,,f
202039,7f0be73b5b0342b292941760fd7a4c00,Amidah,Original Production,id-221,f
122266,5155420ee22a4042973e16fdc677b666,Importe12 Records,Original Production,id-7020,f
182913,fa8ed2ef25e64de7b1e8871ea2145f97,음악부,Production,id-113,f
54633,3189ee0c246847cbb8a2a717fe8c0a26,Epervier,Original Production,,f
158495,3596c37ca5304aaebc863a402a91d932,Lonmel Publishing,Publisher,,f
38459,f6ac53ed77c24790a19bb2bc5026730a,Popjinx,Original Production,id-221,f
184649,78a1bbeeb87040b69d52181409cf28c4,Ghosts and Demons,,,f
168010,055ca3a089dc41dca68413e72d686158,Sound  Vision,Distributor,id-84,f
66810,2778227f6ee04c1ea477c18aac7a20b8,Timewave Records,,,f
83438,293152a911504a5a9a86643dd9316149,Skeletor Tapes,,id-72,f
91962,03281b4ceb2d44b5802b7dfce8e71310,Mushroom Runner Records,Production,id-81,f
38417,3f3143d22b754dba834b02e6af02f46a,Krijs Records,,id-150,f
164253,f64ba2b852684d3fbf9df7657f61467e,Yolo Music,,,f
73999,5f07ba8cb22243a7861acf62874b05ce,Baboon Records,,,f
57844,d327fe0f8d6a429d9aab2203fd32081c,Maximum Sound,Original Production,id-106,f
133874,25ebd6c126d24f419c67602d3582b4ce,Lampshade Media,Production,,f
143599,fdd12c6314c44cdc907d66899592b6fa,真宗大谷派宗務所出版部,Publisher,id-107,f
67620,b6bf2c04270c4542bf07eae836a42735,Culture Shock Music,,,f
69222,9c7d3e59fc5d4cb9990b7fe23ff4dbb1,Washashore Records,,,f
201839,67939aa2d0134fd7a1fd43f5beca8198,Caroline International Japan,Distributor,id-107,t
180560,913ebf6eb4f54751b782d0e2adf42e33,TONIKAKU RECORDS,Original Production,id-107,f
56511,b8d8db0125a64a5e8180a223dc957dbb,Shinen Multimedia,,id-241,f
4928,8478a3530bd04085b271e04be056bf3f,Vegas Tracks,Original Production,id-73,f
219819,6cadc8d1c1a64d128eac88cf4443d7f4,Perfect Pitch Music Marketing,Distributor,,f
96045,68488252082e4513bbe2cb35486d7322,101 Noites  Criação de Produtos Culturais Lda,Publisher,id-171,f
224962,aa7cea8f3f934e51b8253e4f9c304edb,The Bluesharp Music Co,Publisher,,f
8867,8eb10d4c6bd14acbab63aa2422a4d64c,Argon Hörbuch,Original Production,id-81,f
132480,65a60211be464e8b9bf4e65ad69b827d,All The Time Records,,,f
