artist,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,area,comment
id-100050,Sunpeople,Sunpeople,,,,,,,f,Group,,,
id-1487871,Rapick,Rapick,,,,,,,f,Person,Male,id-10169,Rapper
rec-309582-dup-1,Dimdpz,Dimdo2,,,,,,,f,Person,,,
rec-309582-dup-0,Dimd0z,Dindoz,,,,,,,f,Person,,,
id-7470,The HS Mamitas,HS Mamitas The,,,,,,,f,,,,
id-839079,Metal Machine Trio,Metal Machine Trio,,,,,,,f,Group,,,
rec-313762-dup-0,John Brain,Braije John,,,,,,,f,Person,,,
rec-313762-dup-1,John Bfaine,Braine Johri,,,,,,,f,Person,,,
id-761944,Luigi Aristi,Aristi Luigi,,,,,,,f,Person,,,
id-365146,Somah,Somah,,,,,,,f,Group,,,
rec-527827-dup-0,Jabe Bever,Bever Jabe,,,,,,,f,Person,,,
id-813636,Kirby,Kirby,,,,,,,f,Person,,,house producer
id-205460,plastic litE,plastic litE,,,,,,,f,Group,,,
id-365143,Nicholas Zirpolo,Zirpolo Nicholas,,,,,,,f,Person,,,
id-852525,Viv and the Revival,Viv and the Revival,,,,,,,f,Group,,,
id-156493,Obsessive,Obsessive,,,,,,,f,,,,
id-708517,Dave Decase  Jeff Haze,Dave Decase  Jeff Haze,,,,,,,f,Group,,,
rec-1948304-dup-1,JayJau,JayJai,,,,,,,f,Person,,,ESL
id-1510627,Datadream,Datadream,,,,,,,f,,,,
id-867815,Willy Stamati,Stamati Willy,,,,,,,f,,,,
id-598702,Roel C. Verburg,Verburg Roel C.,,,,,,,f,Person,,,
id-649646,Medley Motion,Medley Motion,2007,2,,,,,f,Group,,,
id-566206,Tomarcte,Tomarcte,,,,,,,f,,,,
id-145239,Stamford Amp,Stamford Amp,,,,,,,f,,,,
id-1211029,Windbreaker,Windbreaker,,,,,,,f,,,,
id-1629197,Orchester Alfred Hause,Orchester Alfred Hause,,,,,,,f,Orchestra,,,
id-499490,Glacier,Glacier,,,,,,,f,,,,Larry Ursini  Pier Bucci
id-566291,J-Lab,J-Lab,,,,,,,f,Person,,,
id-332640,The Modern Temper,Modern Temper The,,,,,,,f,Group,,,
id-566297,Audio Dependent,Audio Dependent,,,,,,,f,Person,,,
id-566296,Monochord,Monochord,,,,,,,f,Group,,,
rec-347043-dup-0,Dennis Hwnsson,Hanjson Dennis,1982,1,1,,,,f,Person,,,
id-610138,The Jump Off,Jump Off The,2008,,,,,,f,Group,,,
rec-108917-dup-0,Tiny Trehdies,Tiny Trendiej,,,,,,,f,Person,,,
id-817394,Francisco Furtado,Furtado Francisco,,,,,,,f,Person,Male,,
id-655885,The Glenn Robinsons,Glenn Robinsons The,2003,6,6,,,,f,Person,,,
id-1050545,Garialan Blugraye,Blugraye Garialan,,,,,,,f,,,,
id-894095,Subject to Reason,Subject to Reason,,,,,,,f,Person,Male,,
id-972357,Dr. Satan,Dr. Satan,,,,,,,f,,,,
rec-195594-dup-0,Chickej Fried Funk,Chicken F5ied Funk,,,,,,,f,,,,
id-1017908,Dirty Det,Dirty Det,,,,,,,f,,,,
id-347037,Mekanisk Front,Mekanisk Front,,,,,,,f,Group,,,
id-922107,KOG,KOG,,,,,,,f,,,,
id-375519,Z-3 MCs,Z-3 MCs,,,,,,,f,Group,,,
id-782062,Mr. Kuriakin,Kuriakin Mr.,,,,,,,f,Person,,,
id-297981,Astaroth,Astaroth,1988,,,1996,,,t,Group,,,Death metal group from Finland
id-345098,Cesar Villalobos L.,Villalolbos L. Cesar,,,,,,,f,Person,,,
id-1126709,Cтойко Стойков,Стойков Cтойко,,,,,,,f,Person,Male,,
id-1126708,Тодор Кортелев,Кортелев Тодор,,,,,,,f,Person,Male,,
id-2340838,Pulvite,Pulvite,,,,,,,f,,,,
id-716666,階段ライト,Kaidan Light,2000,,,2009,12,25,t,Group,,,
id-545766,Cutaways,Cutaways,,,,,,,f,Group,,,
id-521804,Lovers Make Liars,Lovers Make Liars,,,,,,,f,Group,,,
id-587841,Республика JAH,Respublika JAH,1999,,,,,,f,Group,,,
id-2340831,CamoGlizzy,CamoGlizzy Camoglizzy Camo Glizzy Camo glizzy,2002,4,14,,,,f,Person,Male,id-81472,Kinston rapper
id-559039,Roberta Temes Ph.D.,Temes Roberta,,,,,,,f,Person,,,
id-343808,Code 718,Code 718,,,,,,,f,Person,,,
rec-709420-dup-0,Renee Herrnan,Herman Remee,,,,,,,f,Person,,,
id-381737,Johnny Bustamante,Bustamante Johnny,,,,,,,f,Person,,,
id-644693,Mr. Fairchild,Fairchild Mr.,,,,,,,f,,,,
id-295582,Agonizer,Agonizer,1998,,,,,,f,Group,,id-23637,
id-1044777,Велес,Veles,,,,,,,f,Group,,,
id-411335,Mark Newton Band,Mark Newton Band,,,,,,,f,Group,,,
id-726491,Jee Kee Pee,Jee Kee Pee,2010,,,,,,f,Group,,,
id-605084,Arthur Pryors Band,Pryor Arthurs Band,,,,,,,f,Group,,,
id-669962,This Frontier Needs Heroes,This Frontier Needs Heroes,,,,,,,f,Group,,,
id-199382,Vuemorph,Vuemorph,,,,,,,f,Person,,,
id-1606700,Jesús Payán e Imparables,Jesús Payán e Imparables,,,,,,,f,Group,,,
id-722794,Beau Heart,Heart Beau,,,,,,,f,,,,
id-775755,Atypicals,Atypicals,,,,,,,f,Group,,,
id-1027640,Amplifiki,Amplifiki,1982,,,,,,f,Group,,,
id-795190,The Okeh Melodians,Okeh Melodians The,,,,,,,f,Group,,,
id-2014277,Elbroar,Elbroar,,,,,,,f,Other,,,production music library ER
id-615868,texas pandaa,texas pandaa,,,,,,,f,Group,,,
id-913073,New Class A,New Class A,,,,,,,f,Group,,,
id-825347,Electric Children,Electric Children,,,,,,,f,Person,Male,,
id-628482,Muzyka Relaksacyjna,Muzyka Relaksacyjna,,,,,,,f,,,,
id-1945348,Ïñdïgø,Ïñdïgø,,,,,,,f,,,,released Sorry No Luv Goin Up
id-483775,Lady,Lady,,,,,,,f,Group,,,Korean pop group
rec-1632857-dup-1,Cyde,Cvte,,,,,,,f,,,,aka Cytek'lnesis
id-883337,Elvira Rahić,Rahić Elvira,,,,,,,f,Person,Female,,
id-634226,Ghetto B-Boyz,Ghetto B-Boyz,,,,,,,f,Person,,,Johan Halin
id-102750,DJ K,K DJ,,,,,,,f,Person,,,sings Rainy Daze
id-689096,Levee Town,Levee Town,,,,,,,f,,,,
id-960424,Robot Monster Weekend,Robot Monster Weekend,,,,,,,t,Group,,,
id-1118716,L2,L2,,,,,,,f,Group,,,
id-279324,Assistant,Assistant,2002,2,27,,,,f,Group,,,
id-218989,Bitch Toy,Bitch Toy,,,,,,,f,,,,
id-2126621,Fare,Fare,,,,,,,f,Group,,,American pop duo
id-2290369,GRYBO,GRYBO,2019,,,,,,f,Person,Male,,
id-675950,Cap au Sud,Cap au Sud,,,,,,,f,Group,,,
id-2126629,Marcus Lee,Marcus Lee,,,,,,,f,Person,Male,,Male folk artist
id-868659,Starside Casino,Starside Casino,,,,,,,f,Group,,,
id-2017894,Amadeus Indetzki,Indetzki Amadeus,,,,,,,f,Person,,,production music
id-1209671,Lode Runner,Lode Runner,2014,,,,,,f,Group,,,
id-694511,Artists for Haiti,Artists for Haiti,2010,,,,,,f,Group,,,
id-182710,Strangers With Candy,Strangers With Candy,1999,,,,,,t,Group,,,nu metal band renamed to Lifer
rec-1214443-dup-0,Joshua Sdhmidt,Schmidt Josh7a,,,,,,,f,Person,Male,,
rec-1214443-dup-1,Jo5hua Schmidt,Schmidt Josbua,,,,,,,f,Person,Male,,
id-313804,2-Mad,2-Mad,,,,,,,f,,,,
id-152496,Spacepimp,Spacepimp,,,,,,,f,Person,,,
id-695646,Taryn Murphy,Murphy Taryn,,,,,,,f,Person,,,
id-421662,Half Hawaii,Half Hawaii,,,,,,,f,Group,,,
id-121372,Happy Ravers,Happy Ravers,,,,,,,f,,,,
id-1027462,Tossi Aaron,Aaron Tossi,,,,,,,f,Person,Female,,
id-1037237,The Broslyn Bards,Broslyn Bards The,,,,,,,f,Group,,,
id-1141486,Justice Dunn,Dunn Justice,1971,9,23,,,,f,Person,Male,id-24540,
id-243812,209,209,,,,,,,f,Group,,,
id-412730,Crepusculum,Crepusculum,,,,,,,f,Person,Male,,acoustic / new age
id-140052,Forró Gatinha Manhosa,Forró Gatinha Manhosa,,,,,,,f,,,,
rec-1888535-dup-1,Jij Du Jun,Jin Du Jjn,,,,,,,f,,,,Tekno
rec-1888535-dup-0,Jin Du Jum,Jin Du Jun,,,,,,,f,,,,Techmo
id-968758,La Nueva Banda Timbiriche,Nueva Banda Timbiriche la,,,,,,,f,Group,,,
id-483114,A  M,A  M,,,,,,,f,Group,,,Disco duo Andy Anderson  Mike Mareen
id-483113,A  S Project,A  S Project,,,,,,,f,,,,
id-514523,豚骨ピストンズ,Tonkotsu Pistons,,,,,,,f,Group,,,
rec-885198-dup-1,SiiiienA,SjmenA,,,,,,,f,,,,
id-586077,Berlin Trombone Quintet,Berlin Trombone Quintet,,,,,,,f,Group,,,
rec-865203-dup-1,After Effectz,After Effect5,,,,,,,f,,,,
id-2289720,Hyperverb,Hyperverb,,,,,,,f,Person,Male,,
id-569895,Sirens,Sirens,,,,,,,f,Person,Male,,1990s DnB artist Robert Richardson
id-465349,Lacrosse,Lacrosse,,,,,,,f,Group,,,
id-626262,2,2,,,,,,,f,Person,Male,,Trenton McElhinney
rec-762033-dup-1,Andy G and The Roller Kimgs,Andy G and Tje Roller Kings,,,,,,,f,Group,,,
id-621544,The Watermarks,Watermarks The,,,,,,,f,Group,,,
id-550003,Paul Dunmall Octet,Dunmall Paul Octet,,,,,,,f,Group,,,
id-652216,Stefano Tropeano,Stefano Tropeano,,,,,,,f,Person,,,
id-99202,The Birdwatcher,Birdwatcher The,,,,,,,f,Person,,,
id-599113,DJ Nicky,Nicky DJ,,,,,,,f,Person,,,NL Dutch DJ
id-484755,Lord Weatherby,Lord Weatherby,,,,,,,f,,,,
id-1235891,Club de Rome,Club de Rome,,,,,,,f,,,,
rec-211011-dup-0,Shade On Gry,Shadw On Grey,,,,,,,f,Group,,,
id-2381783,Coco Quinn,Quinn Coco,2008,6,7,,,,f,Person,Female,,
id-569040,Wayne Calvert,Calvert Wayne,,,,,,,f,Person,,,
id-766437,The Atmosphere Collection,Atmosphere Collection The,,,,,,,f,Group,,,Rykodisc series of nature recordings without any music.
id-2338441,Nolie,Nolie,,,,,,,f,Person,Male,,
id-795270,General Bye Bye,General Bye Bye,,,,,,,f,Group,,,
id-780069,Marcel Legane,Legane Marcel,1988,3,31,,,,f,Person,,,
id-2207688,Suzanne Grzanna,Suzanne Grzanna,1968,9,1,,,,f,Person,Female,,
id-2338448,Ad Marginem,Ad Marginem,,,,,,,f,Person,,,
id-509070,Michael Garrick Quintet,Garrick Michael Quintet,,,,,,,f,Group,,,
id-346607,Hanover Fist,Hanover Fist,,,,,,,f,,,,
id-570265,黒薔薇保存会,Kurobara Hozonkai,,,,,,,f,Group,,,
id-1599170,Tuğba Yurt,Yurt Tuğba,,,,,,,f,Person,Female,,
id-1004447,By Proxy,By Proxy,,,,,,,f,,,,electronic act
id-233480,Dante  His Friends,Dante  His Friends,,,,,,,f,Group,,,
id-1174977,Dragonlordfrodo,Dragonlordfrodo,,,,,,,f,Group,,,
id-1004336,Minuscule Hey,Minuscule Hey,,,,,,,f,,,,
id-742992,The Price of One Day,The Price of One Day,,,,,,,f,Group,,,
id-1033497,Thyreos,Thyreos,,,,,,,f,Group,,,
id-254941,Stylóo,Stylóo,,,,,,,f,Group,,,
id-65374,Merlins Magic,Merlins Magic,,,,,,,f,Group,,,
id-65372,Creature,Creature,,,,,,,f,Person,,,downtemp/drum  bass artist Martin Paterson Ow Much
id-501920,Alexander Klerx,Klerx Alexander,,,,,,,f,Person,,,
id-989995,Boy,Boy,,,,,,,f,,,,electro disco
id-601503,Necro Schizma,Necro Schizma,1989,,,,,,f,Group,,,
id-601506,Elmaes,Elmaes,,,,,,,f,,,,
id-553689,The Midwest Vikings,Midwest Vikings The,,,,,,,f,Group,,,
id-434848,7 Dollar Taxi,7 Dollar Taxi,,,,,,,f,Group,,,
id-214182,Trovato,Trovato,,,,,,,f,,,,
id-2195452,Dublink,Dublink,,,,,,,f,,,,
id-1357030,Subculture Sage,Subculture Sage,,,,,,,f,,,,
id-875819,Visitor,Visitor,,,,,,,f,Group,,,Liz Harris + Ilyas Ahmed
id-594874,Ton van Kluyve,Kluyve Ton van,,,,,,,f,Person,,,
rec-388731-dup-1,Mizbehauior,Mizbebavior,,,,,,,f,Group,,,
id-413172,X-313,X-313,,,,,,,f,Group,,,
id-103439,Koti,Koti,,,,,,,f,Person,Male,,
id-591576,Pablo Volumen,Volumen,2001,,,,,,f,Group,,,VOLUMEN
id-708076,Outer Circle,Outer Circle,,,,,,,f,,,,1980s Long Beach CA
id-347633,Wutolm,Wutolm,1980,5,13,,,,f,Person,,,
id-791299,Alejandro Yanni,Alejandro Yanni,,,,,,,f,,,,
id-929677,Giulia Ottonello,Ottonello Giulia,,,,,,,f,Person,Female,,
id-35145,Pizza Boyz,Pizza Boyz,,,,,,,f,Group,,,
id-405501,Death Is Not Welcome Here,Death Is Not Welcome Here,,,,,,,f,Group,,,
rec-614660-dup-0,Ze P0pes,Ze P0pes,,,,,,,f,Group,,,
id-495861,Sweet Boy,Sweet Boy,,,,,,,f,Person,,,
id-347093,Distortionz,Distortionz,,,,,,,f,,,,
id-159859,North and South,North and South,,,,,,,f,Group,,,90s UK boyband
id-396299,Slew Dem Productions,Slew Dem Productions,,,,,,,f,Group,,,
id-624713,Niklass,Niklass,,,,,,,f,Person,,,
rec-883390-dup-0,Fadecl Identity,Faded Ideritity,,,,,,,f,Group,,,metak
rec-652433-dup-0,Miko999g,Micko9999,,,,,,,f,,,,
id-538064,Royal,Royal,,,,,,,f,Group,,,70s West Virginia pschedelic/garage band aka The Royals Band
id-653483,Olga Nunes,Nunes Olga,,,,,,,f,,,,
id-1032601,Sianyde,Sianyde,,,,,,,f,Group,,,
id-1860933,Skip Curtis,Skip Curtis,,,,,,,f,Person,Male,,Singer-songwriter
id-229179,The Kelly Project,Kelly Project The,,,,,,,f,Group,,,
id-267436,The Sexicanz,Sexicanz The,,,,,,,f,,,,
id-865233,The Dawns,Dawns The,,,,,,,f,,,,
id-187291,Paraphobia,Paraphobia,,,,,,,f,Group,,,
id-476718,Los Autonautas,Autonautas Los,,,,,,,f,Group,,,
id-401083,Jihad Jerry  The Evildoers,Jihad Jerry  The Evildoers,,,,,,,f,Person,Male,,
id-644627,Thee Kvlt ov Ouroboros,Thee Kvlt ov Ouroboros,,,,,,,f,Group,,,
id-1010516,As I Suffer Silently,As I Suffer Silently,,,,,,,f,Group,,,
id-277364,Marionet,Marionet,1985,,,1988,,,t,Group,,,
rec-1599592-dup-0,Invisib1e Minds,Invizible Minds,,,,,,,f,Group,,,
id-582594,Bandana Klezmer,Bandana Klezmer,,,,,,,f,Group,,,
rec-763273-dup-0,Mr. Rakoon,Mr. Rac0on,,,,,,,f,Group,,,
id-652681,Dave Davani Four,Dave Davani Four,,,,,,,f,Group,,,
id-367280,Realicide,Realicide,,,,,,,f,Group,,,
id-154126,Metro Dade,Metro Dade,,,,,,,f,Person,,,
id-1013639,Melt,Melt,,,,,,,f,,,,euro house Hard House Music
id-133792,Lilac Factor,Lilac Factor,,,,,,,f,,,,
rec-309165-dup-0,Offset,Off5et,,,,,,,f,Person,,,Luke Siater
id-823158,IBC Santo André,Santo André IBC,,,,,,,f,,,,
id-69103,Charles Manier,Manier Charles,,,,,,,f,Person,,,
id-823159,Ibc Santo André,Santo André IBC,,,,,,,f,,,,
id-132267,J‐Shin,J‐Shin,1978,,,,,,f,Person,Male,,
id-2396476,Felipe Tovar,Tovar Felipe,,,,,,,f,,,,
id-865087,Saivus,Saivus,,,,,,,f,,,,
id-1713121,LeeSon Bryce,LeeSon Bryce,1993,12,9,,,,f,Person,Male,,Lee-Son-Bryce
rec-593913-dup-0,Helcback,Helclback,,,,,,,f,Group,,,
id-132260,The Woods Tea Co.,Woods Tea Co. The,,,,,,,f,Group,,,
id-396286,Big Sabs D-Money and Casual E Productions,Big Sabs D-Money and Casual E Productions,2006,,,,,,f,Group,,,
id-1075361,Blacklite District,Blacklite District,2002,,,,,,f,Group,,id-11858,
id-674012,Jayashree,Jayashree,,,,,,,f,Person,,,
id-600870,Blue 4U,Blue 4U,,,,,,,f,Group,,,
id-396288,D-Money,D-Money,,,,,,,f,,,,
rec-2125557-dup-0,UglyFave,UglyFac,,,,,,,f,Person,Male,,Male US ardist
id-230904,Admiral Crumple,Admiral Crumple,,,,,,,f,,,,
id-672127,Nezar,Nezar,,,,,,,f,,,,
id-769834,Junior Doctor,Junior Doctor,,,,,,,f,Group,,,
id-1878652,Dead Calm,Dead Calm,,,,,,,f,Group,,,DnB Craig Parselle Louie Thompson
id-388472,Kashee Opeiah,Kashee Opeiah,2006,5,,,,,f,Group,,,
id-526402,Yannah Valdevit,Valdevit Yannah,,,,,,,f,,,,
id-242612,King Mungi,King Mungi,,,,,,,f,Group,,,
id-727516,Winnie Banova,Banova Winnie,,,,,,,f,Person,,,
id-1005170,99 Stellavista,99 Stellavista,1988,,,1990,,,t,Group,,,
rec-540749-dup-0,James Sidakow,Sudakoe James,,,,,,,f,Person,,,
id-998871,Roughquest,Roughquest,,,,,,,f,Person,Male,,
id-316692,MC Face,Face MC,,,,,,,f,Person,,,Tom Green alter-ego
id-563830,Zaika,Zaika,,,,,,,f,Group,,,Tom Carter and Marcia Bassett
id-616561,Robert Pierre,Pierre Robert,,,,,,,f,,,,
id-573699,Madison Kenny,Madison Kenny,,,,,,,f,Group,,,
id-56629,Space Like Alice,Space Like Alice,,,,,,,f,,,,
id-201192,Tarball  Lungbutter,Tarball  Lungbutter,,,,,,,f,,,,
id-380456,INCREAL,INCREAL,,,,,,,f,Group,,,
id-616569,Gary Boyle,Boyle Gary,1941,11,24,,,,f,Person,Male,,
id-201191,Punk Floyd,Punk Floyd,,,,,,,f,Group,,,
id-380453,キナルラ,kenllre,2002,,,,,,f,Group,,,
id-1025822,Kaka  Zizan,Kaka  Zizan,,,,,,,f,Group,,,
id-1025823,Your Happy End,Your Happy End,,,,,,,f,,,,
id-1780129,The Effex,Effex The,2001,2,8,,,,f,Person,Male,id-85169,artist from Irving
id-797121,El Dor El Awal,El Dor El Awal,,,,,,,f,,,,
id-569772,Los Angeles Jazz Ensemble,Los Angeles Jazz Ensemble,,,,,,,f,,,,
id-702240,George Delkos,Delkos George,,,,,,,f,Person,,,
id-219241,Maverick Taylor,Taylor Maverick,,,,,,,f,,,,
id-744296,Ipsilon,Ipsilon,,,,,,,f,,,,
id-744291,Takahi Lida,Lida Takahi,,,,,,,f,Person,,,
id-1035379,Nail,Nail,,,,,,,f,,,,Michael Schmitz-Haupt
id-467054,Arne Herrmann,Herrmann Arne,,,,,,,f,Person,,,
id-974306,Sri Krishnaraj Bhagavaddasa,Krishnaraj Bhagavaddasa Sri,,,,,,,f,,,,
id-431560,The Reactors,Reactors The,,,,,,,f,Group,,,1980 USA punk band from Texas.
rec-566413-dup-0,La5t Week,Last Wewk,,,,,,,f,Group,,,
id-1606932,Oyama,Oyama,,,,,,,f,Person,,,French electronic music artist
id-974308,chinwe,Chinwe,,,,,,,f,,,,
id-900139,Sleepmode,Sleepmode,,,,,,,f,,,,
id-368347,MIT,MIT,,,,,,,f,,,,
id-786781,Chelly Dolan,Dolan Chelly,1977,,,,,,f,Person,,,
id-246942,Earth the Californian Love Dream,Earth the Californian Love Dream,2002,,,,,,f,Group,,,
rec-1111692-dup-0,Wavs Away,Ways Awav,,,,,,,f,,,,
id-1782977,Alvis Searcy,Searcy Alvis,,,,,,,f,Person,Male,,
id-263597,Cusp,Cusp,,,,,,,f,Person,,,
id-428412,Anna Kaufen,Anna Kaufen,,,,,,,f,Group,,,
id-640854,Fernn,Fernn,2007,4,2,,,,f,Group,,,
id-528526,Jeffrey Lewis and The Jitters,Lewis Jeffrey and Jitters The,,,,,,,f,Group,,,
rec-1645640-dup-1,Cydekinesis,Cytekinesis,,,,,,,f,,,,for Cytekinesis releases/aks Cyte
rec-1645640-dup-0,Cytekin3sis,Cytejinesis,,,,,,,f,,,,for Cytekinesis rwleases/aka Cyte
id-183290,Efusion,Efusion,,,,,,,f,,,,
rec-1509864-dup-0,Suvar,Suhar,,,,,,,f,,,,90s US rapper from Darl Forest
id-2052342,Cryptonyte,Cryptonyte,1984,10,3,,,,f,Person,Male,id-5312,CEO of Off Top Productionz
id-609319,Frühstück,Frühstück,,,,,,,f,Group,,,
id-701627,Vloda,Vloda,,,,,,,f,,,,
id-1173408,HI-GH,HI-GH,,,,,,,f,Group,,,
id-1454341,St. Peters Community Arts Academy,St. Peters Community Arts Academy,2005,,,,,,f,Choir,,id-6383,
id-752644,Elgato,Elgato,,,,,,,f,,,,
id-585164,Two Girls,Two Girls,,,,,,,f,Group,,,
id-861353,Trigger Finger and The Space Cadets,Trigger Finger and Space Cadets The,,,,,,,f,,,,
id-91136,The Paul Bley Quartet,Bley Paul Quartet The,,,,,,,f,Group,,,
id-3817,Telesterion,Telesterion,,,,,,,f,,,,
id-423992,Induce,Induce,,,,,,,f,,,,
id-171793,Jelly,Jelly,,,,,,,f,,,,Indian house
rec-758989-dup-0,Kim9ka,Kimi1<a,,,,,,,f,Group,,,bant from Canada
id-844525,Marcus Allen,Allen Marcus,,,,,,,f,Person,Male,,new age
id-707052,Ears in the Wall,Ears in the Wall,,,,,,,f,,,,
id-938365,Skaarl,Skaarl,,11,25,,,,f,Person,Male,id-99712,UK based downtempo electronic musician producer and former DJ.
id-1141497,Weber Male Quartette,Weber Male Quartette,,,,,,,f,Group,,,
id-131792,Little Ann,Little Ann,,,,,,,f,,,,
id-739608,The Definite Articles,Definite Articles The,,,,,,,f,Group,,,From San Francisco CA USA
id-131790,Robert Love,Love Robert,,,,,,,f,,,,
id-400068,Jason Ferris,Ferris Jason,,,,,,,f,Person,,,
id-530816,Galaad,Galaad,,,,,,,f,,,,
rec-554229-dup-1,Paul Lisak  After The Icw,Paul Lizak  After The Ice,,,,,,,f,Group,,,
id-308353,Eduardo and His Brazilian Aeroplane,Eduardo and His Brazilian Aeroplane,1998,,,,,,f,Group,,,
id-541552,Colm III,Colm III,,,,,,,f,,,,
id-748594,Easy Trigger,Easy Trigger,,,,,,,f,Group,,,
id-1658164,GLASLYN,GLASLYN,,,,,,,f,Group,,,
id-398111,The Soft Drugs,Soft Drugs The,,,,,,,f,Group,,,
id-1323598,葉月悠,Hazuki Yū,,,,,,,f,,,,
id-183741,Skyflyer,Skyflyer,,,,,,,f,Group,,,Rolf Maier Bode  Arndt Pecher techno
id-275508,Negutyv Xeiro,Negutyv Xeiro,2005,4,25,,,,f,,,,
id-1043346,Rec/play a,Rec/play a,,,,,,,f,Person,Male,,aka James van der bicky
id-793174,Ustad Bismillah Khan  Party,Khan Ustad Bismillah  Party,,,,,,,f,Group,,,
id-518965,Tallmute,Tallmute,2001,,,,,,f,Person,Male,,
id-895864,Strange Things Done in the Midnight Sun,Strange Things Done in the Midnight Sun,2006,,,,,,f,Group,,,
id-683128,Kinky Garlic Maybe Onehundred,Kinky Garlic Maybe Onehundred,,,,,,,f,Group,,,
id-1011494,the audio pool,audio pool The,,,,,,,f,Group,,,
id-341091,The Prisondream,Prisondream The,1997,,,,,,f,Group,,,
id-157282,Naiad,Naiad,,,,,,,f,,,,
id-777782,Max Essa,Max Essa,,,,,,,f,Person,,,
id-474666,Madame de Bougnoule,Madame de Bougnoule,,,,,,,f,Person,,,
id-421712,Audio Vegas,Audio Vegas,,,,,,,f,,,,
id-799086,The Jars,Jars The,,,,,,,f,Group,,,late 70s/early 80s US punk/new wave band
id-139095,kamasuke,kamasuke,,,,,,,f,,,,
id-626091,Hari and Aino,Hari and Aino,,,,,,,f,Group,,,
id-154092,White Widow,White Widow,,,,,,,f,Group,,,
id-562011,Delta Files,Delta Files,,,,,,,f,Person,,,
rec-381737-dup-0,Johnny Bustamant,Bustamante Johnny,,,,,,,f,Person,,,
id-745520,Brunswick Dance Orchestra,Brunswick Dance Orchestra,,,,,,,f,Group,,,
id-436037,Tri-Fi,Tri-Fi,2004,,,,,,f,Group,,,
id-587985,Crawl Crew,Crawl Crew,,,,,,,f,Group,,,
id-827710,Skankshot,Skankshot,,,,,,,f,,,,
id-828243,Team Hegdal,Team Hegdal,,,,,,,f,Group,,,
id-66446,Mortal and Chemist,Mortal and Chemist,,,,,,,f,,,,
id-503370,Pooch Carver,Pooch Carver,,,,,,,f,Group,,,
id-793358,A Sunset Diary,Diary A Sunset,1985,6,10,,,,f,Person,,,
rec-421253-dup-0,Seuik,Seuil,1981,,,,,,f,Person,,,
rec-474278-dup-0,STATS,STATS,2004,,,,,,f,Group,,,
id-523438,Original Lyric Trio,Original Lyric Trio,,,,,,,f,Group,,,
id-474481,MOEKESTRA,MOEKESTRA,,,,,,,f,Group,,,
id-807389,Carbonscape,Carbonscape,,,,,,,f,,,,
id-116584,Mazedude,Mazedude,,,,,,,f,Person,Male,,video game arrangement
id-924868,Murray Porter,Porter Murray,,,,,,,f,,,,Canadian artist
id-523434,Edison Vaudeville Company,Edison Vaudeville Company,,,,,,,f,Group,,,
id-35338,Red Red Groovy,Red Red Groovy,,,,,,,f,,,,
id-792401,Frédéric Ponthieux,Ponthieux Frédéric,,,,,,,f,Person,,,Guitar professor interpeter and compositor.
id-465753,弥叉,MISSA,2000,,,2006,,,t,Group,,,
id-1116506,Seesselberg,Seesselberg,,,,,,,f,,,,
id-417648,Timecode Audio,Timecode Audio,,,,,,,f,,,,
id-1119631,Martin Passey,Passey Martin,,,,,,,f,Person,Male,,
id-336014,Mike King,King Mike,,,,,,,f,Person,Male,,Piano player from the Netherlands
id-532275,Re-Ack-Thor,Re-Ack-Thor,1995,,,1998,,,t,Group,,,
id-627804,Graf,Graf,,,,,,,f,Person,Male,,Alexander Graf
id-802685,The Thoughts,Thoughts The,,,,,,,f,Group,,,80s band
id-414536,Score One for Safety,Score One for Safety,,,,,,,f,Group,,,
id-417644,K.O.T.P.,K.O.T.P.,,,,,,,f,Group,,,
rec-622172-dup-0,Jasmuheem,Jasmuhwen,,,,,,,f,Person,,,
id-1408494,Viktor Đerek,Đerek Viktor,2000,3,8,,,,f,Person,Male,id-23664,
id-35925,Trian,Trian,,,,,,,f,Group,,,
id-822584,Chip,Chip,,,,,,,f,Person,,,
id-963253,Malicia La Voz,Malicia La Voz,,,,,,,f,Person,Male,,Juan Carlos Diaz now known as Malicia LaVoz
id-152890,Koldborn,Koldborn,,,,,,,f,Group,,,
id-97431,Shikisha,Shikisha,,,,,,,f,Group,,,
id-419076,P022,P022,,,,,,,f,,,,
id-119183,The Deadlines,Deadlines The,,,,,,,f,Group,,,
id-419075,Threshold Productions  Sonify,Threshold Productions  Sonify,,,,,,,f,,,,
id-2090057,TNM,TNM,,,,,,,f,Person,Male,,
rec-742105-dup-0,J.D. MkKean,McKeari J.D.,,,,,,,f,Person,,,
id-622172,Jasmuheen,Jasmuheen,,,,,,,f,Person,,,
id-376160,Granufunk,Granufunk,,,,,,,f,Person,,,
id-694704,Ormen,Ormen,,,,,,,f,Person,,,
id-373487,Yuval,Yuval,2005,2,1,2005,11,16,t,,,,
id-1645925,Kosikk,Kosikk,,,,,,,f,,,,
id-694708,Damp,Damp,,,,,,,f,Person,,,
id-1615196,The Marcus Hedges Trend Orchestra,Marcus Hedges Trend Orchestra The,,,,,,,f,Orchestra,,,
id-593815,Five Elements Music,Five Elements Music,,,,,,,f,Person,,,
id-1030297,冬子,冬子,,,,,,,f,,,,
