medium,release,position,format,track_count
id-3255000,id-2990679,1,12,1
id-386272,id-386272,1,14,1
id-386275,id-386275,1,14,1
id-386274,id-386274,1,14,1
id-386276,id-386276,1,14,1
id-3658158,id-3356676,1,12,1
id-1021189,id-1021189,1,,26
id-1606516,id-1534844,1,1,3
id-561410,id-561410,1,12,3
rec-493656-dup-0,id-493656,1,1,11
id-516449,id-516449,1,1,5
id-435688,id-435688,1,7,2
id-915161,id-915161,1,,5
id-669485,id-669485,1,31,4
id-893160,id-893160,1,,45
id-1353977,id-1312588,1,31,5
id-705697,id-705697,1,12,1
id-727223,id-727223,1,12,4
id-1242709,id-1216012,1,1,12
id-450617,id-450617,1,12,1
id-794824,id-794824,1,1,19
id-530536,id-530536,1,31,2
id-1343959,id-1303912,1,12,1
id-952909,id-952909,1,,8
rec-750410-dup-1,rec-750410-dup-1,1,1,1
id-727228,id-727228,1,31,4
id-2111765,id-1972613,1,,1
id-823612,id-823612,1,12,4
id-574308,id-574308,1,7,2
id-872620,id-872620,1,,1
id-1257682,id-1229232,1,12,10
id-790257,id-790257,1,31,2
rec-1174902-dup-0,id-1156861,1,1,4
id-1654397,id-1575831,1,,1
id-967157,id-967157,1,,4
id-1291556,id-1258208,1,12,3
id-2870707,id-2643597,1,12,12
id-1305005,id-1269947,1,12,2
id-537626,id-537626,1,7,2
id-994748,id-994748,1,,2
id-1032758,id-1032758,1,1,12
id-537623,id-537623,1,12,4
id-994740,id-994740,1,,8
id-3660418,id-3358807,1,12,1
id-2866962,id-2640245,1,12,1
id-1056927,id-1054612,1,,2
id-245982,id-245982,1,1,12
id-1032353,id-1032353,1,1,3
id-944862,id-944862,1,,4
rec-1179146-dup-0,id-1160438,1,1,12
id-449216,id-449216,1,31,3
rec-1112789-dup-0,id-1102565,1,1,4
rec-1075879-dup-0,id-1071211,1,1,6
id-123886,id-123886,1,,10
id-1293956,id-1260265,1,31,2
id-3260069,id-2995246,1,12,1
id-3260068,id-2995245,1,12,1
id-1251681,id-1223931,1,12,1
id-3260060,id-2995238,1,12,1
id-349865,id-349865,1,31,3
id-1377998,id-1333693,1,12,1
id-1013365,id-1013365,1,1,16
id-932391,id-932391,1,,12
id-486714,id-486714,1,7,2
id-360924,id-360924,1,31,4
id-1094448,id-1087202,1,1,11
rec-470805-dup-0,id-470805,1,1,4
id-1257979,id-1229485,1,12,3
rec-1307669-dup-0,id-1272265,1,30,2
id-1018294,id-1018294,1,,3
id-431586,id-431586,1,7,2
id-1091624,id-1084856,1,30,2
id-2561499,id-2365199,1,12,1
id-684028,id-684028,1,1,9
rec-390475-dup-0,id-390475,1,14,1
id-673663,id-673663,1,34,4
rec-233950-dup-0,id-233950,1,,3
id-3651067,id-3350122,1,12,1
id-409401,id-409401,1,31,2
id-1345099,id-1304902,1,1,4
id-1382333,id-1337469,1,31,4
id-687596,id-687596,1,1,3
id-1695974,id-1612278,1,12,4
id-2622275,id-2420094,1,12,1
id-1260834,id-1232006,1,12,1
id-233396,id-233396,1,,4
id-1372344,id-1328702,1,1,4
id-2622273,id-2420092,1,12,1
id-846123,id-846123,1,,4
id-470587,id-470587,1,12,1
id-739368,id-739368,1,1,1
id-1425628,id-1375530,1,12,4
id-679707,id-679707,1,1,4
id-951503,id-951503,1,,8
id-490782,id-490782,1,31,5
id-506124,id-506124,1,12,1
id-1052698,id-1051044,1,31,3
id-1354996,id-1313481,1,1,6
id-129627,id-129627,1,,5
id-391819,id-391819,1,,2
rec-845556-dup-0,id-845556,1,1,12
rec-2558005-dup-0,id-2362046,1,12,1
id-1006085,id-1006085,1,,3
id-944592,id-944592,1,,4
id-1294985,id-1261182,1,1,10
id-2062643,id-1929842,1,12,1
id-1116830,id-1106064,1,31,4
rec-1366404-dup-0,id-1323573,1,12,14
rec-840231-dup-0,id-840231,1,,5
id-1183868,id-1164544,1,,16
id-565118,id-565118,1,,6
id-882841,id-882841,1,1,3
id-3903624,id-3582895,1,12,1
id-266777,id-266777,1,6,5
rec-605428-dup-0,id-605428,1,,1
id-79652,id-79652,1,,5
id-3651517,id-3350533,1,12,1
id-516541,id-516541,1,1,2
id-806785,id-806785,1,,1
id-66268,id-66268,1,,6
id-490169,id-490169,1,31,4
id-466411,id-466411,1,1,1
id-503515,id-503515,1,31,4
id-845692,id-845692,1,,5
id-706673,id-706673,1,29,2
id-1348114,id-1307497,1,12,5
rec-474975-dup-0,id-474975,1,12,2
id-1038010,id-1038010,1,12,5
id-525502,id-525502,1,1,4
id-2248707,id-2090477,1,12,1
id-525501,id-525501,1,31,2
id-746704,id-746704,1,12,2
id-1013388,id-1013388,1,,3
id-975349,id-975349,1,,4
id-2866333,id-2639655,1,12,1
id-180695,id-180695,1,,2
id-1229825,id-1204385,1,,2
id-911646,id-911646,1,,5
id-3082820,id-2835918,1,12,1
id-197980,id-197980,1,,1
id-931371,id-931371,1,,4
id-635237,id-635237,1,1,2
id-3352397,id-3079756,1,12,1
id-632519,id-632519,1,,1
id-3352395,id-3079754,1,12,1
id-807786,id-807786,1,1,5
id-542069,id-542069,1,,1
id-3260939,id-2996051,1,12,1
rec-649173-dup-0,rec-649173-dup-0,1,1,4
id-577023,id-577023,1,12,7
id-606964,id-606964,1,,2
id-336635,id-336635,1,1,12
id-589254,id-589254,1,7,2
id-582287,id-582287,1,1,10
id-3260933,id-2996045,1,12,1
id-529574,id-529574,1,,4
id-532450,id-532450,1,7,2
id-206083,id-206083,1,1,5
id-1373439,id-1329704,1,1,3
id-658919,id-658919,1,31,2
id-88043,id-88043,1,1,13
id-845477,id-845477,1,,4
id-1373430,id-1329695,1,1,3
id-100276,id-100276,1,,12
id-202790,id-202790,1,,1
id-636523,id-636523,1,31,4
id-845470,id-845470,1,,11
id-243235,id-243235,1,1,9
id-490130,id-490130,1,31,3
id-232272,id-232272,1,,5
id-2340191,id-2170125,1,12,1
id-1063957,id-1060781,1,1,4
id-219533,id-219533,1,1,11
id-94617,id-94617,1,12,1
id-975783,id-975783,1,,1
id-487752,id-487752,1,1,1
id-678472,id-678472,1,12,1
id-359227,id-359227,1,31,2
id-3352579,id-3079926,1,31,8
id-1386102,id-1340710,1,31,3
id-836022,id-836022,1,31,3
id-1386107,id-1340714,1,31,3
id-359221,id-359221,1,31,4
id-1013208,id-1013208,1,,4
id-829788,id-829788,1,1,11
id-1313491,id-1277276,1,12,1
id-309254,id-309254,1,12,4
id-475357,id-475357,1,29,2
id-971428,id-971428,1,,13
id-749619,id-749619,1,,1
id-1106337,id-1097161,1,12,4
id-25232,id-25232,1,,1
id-560423,id-560423,1,12,1
id-1487118,id-1429112,1,33,1
id-865456,id-865456,1,,8
id-172067,id-172067,1,,1
id-469940,id-469940,1,31,2
id-170561,id-170561,1,12,11
id-1487117,id-1429111,1,33,1
id-1347483,id-1306964,1,29,2
rec-489888-dup-0,rec-489888-dup-0,1,31,1
id-793425,id-793425,1,1,5
id-1322427,id-1285054,1,1,11
id-931954,id-931954,1,,2
rec-1265431-dup-0,id-1236029,1,1,11
id-2107449,id-1968912,1,52,1
id-355244,id-355244,1,31,5
id-2154262,id-2009379,1,1,11
id-1031698,id-1031698,1,1,13
id-504924,id-504924,1,1,4
id-753688,id-753688,1,1,4
id-94491,id-94491,1,12,3
id-1084724,id-1079051,1,12,5
id-1358191,id-1316275,1,12,8
id-3900663,id-3580214,1,12,1
id-824438,id-824438,1,12,1
id-726594,id-726594,1,34,3
id-726595,id-726595,1,1,3
rec-3647548-dup-0,id-3346894,1,12,5
id-3766729,id-3456905,1,12,1
id-921471,id-921471,1,,3
id-310581,id-310581,1,7,4
id-1273434,id-1242706,1,12,3
id-941413,id-941413,1,1,8
id-3256969,id-2992422,1,12,1
id-984423,id-984423,1,,11
id-966024,id-966024,1,,2
id-458665,id-458665,1,1,3
id-458666,id-458666,1,1,3
id-422660,id-422660,1,8,2
id-486153,id-486153,1,12,3
id-644268,id-644268,1,1,2
id-3904639,id-3583851,1,12,1
id-3904638,id-3583850,1,12,1
id-1378946,id-1334524,1,31,4
id-970595,id-970595,1,,4
id-970594,id-970594,1,,10
id-1694096,id-1610680,1,,5
id-2341887,id-2171627,1,12,1
id-3649861,id-3349018,1,12,1
id-844252,id-844252,1,,2
id-389724,id-389724,1,14,1
id-924531,id-924531,1,,3
id-1217995,id-1194030,1,31,2
id-361942,id-361942,1,1,9
id-1339530,id-1299985,1,1,11
id-1218422,id-1194379,1,42,9
rec-3903579-dup-0,rec-3582856-dup-0,1,12,1
id-625144,id-625144,1,12,4
id-580865,id-580865,1,,2
id-1489120,id-1430881,1,12,1
id-847033,id-847033,1,,5
id-1247614,id-1220401,1,1,8
rec-702822-dup-0,id-702822,1,1,5
id-856600,id-856600,1,1,15
id-658774,id-658774,1,12,4
id-2337541,id-2167798,1,12,1
id-856608,id-856608,1,,5
id-458591,id-458591,1,1,10
id-805524,id-805524,1,12,4
id-412301,id-412301,1,31,3
id-850720,id-850720,1,,4
id-2341084,id-2170916,1,12,1
id-2753220,id-2539036,1,12,12
id-689333,id-689333,1,1,5
id-94825,id-94825,1,,1
id-1241728,id-1215125,1,12,1
id-1103294,id-1094570,1,1,11
id-814717,id-814717,1,31,6
id-464970,id-464970,1,1,1
id-104795,id-104795,1,31,4
id-384395,id-384395,1,1,11
id-137909,id-137909,1,31,3
id-1184764,id-1165295,1,12,2
id-2619802,id-2417955,1,12,1
id-470200,id-470200,1,7,2
rec-1358489-dup-0,id-1316560,1,12,4
id-348929,id-348929,1,7,2
id-841752,id-841752,1,,2
id-280640,id-280640,1,31,4
id-280643,id-280643,1,31,4
id-1313636,id-1277409,1,1,13
id-80844,id-80844,1,12,2
id-2244483,id-2086756,1,12,6
id-80840,id-80840,1,12,2
id-231709,id-231709,1,,3
id-1061440,id-1058514,1,12,12
id-1335283,id-1296237,1,8,3
rec-1147303-dup-0,id-1132811,1,12,3
id-472366,id-472366,1,1,11
id-1120741,id-1109485,1,34,3
rec-1323834-dup-0,id-1286270,1,12,1
id-766064,id-766064,1,31,2
id-3255926,id-2991523,1,12,1
id-832074,id-832074,1,7,2
id-118881,id-118881,1,,2
id-1363827,id-1321304,1,1,14
id-2621127,id-2419067,1,,1
id-909762,id-909762,1,,6
id-1375341,id-1331388,1,12,2
id-546769,id-546769,1,31,4
id-2868082,id-2641288,1,12,1
id-482386,id-482386,1,29,4
rec-497764-dup-0,id-497764,1,7,2
id-402875,id-402875,1,31,3
id-1134734,id-1121773,1,31,4
id-2422180,id-2243278,1,12,24
id-1151974,id-1136980,1,12,2
id-1092357,id-1085519,1,30,2
id-1151973,id-1136979,1,1,14
id-579244,id-579244,1,1,3
id-573534,id-573534,1,31,2
id-616287,id-616287,1,31,4
id-1013776,id-1013776,1,,2
id-1308066,id-1272592,1,1,12
id-1489549,id-1431253,1,12,11
id-922740,id-922740,1,,8
id-108668,id-108668,1,,2
id-1283825,id-1251347,1,12,1
id-177952,id-177952,1,,2
id-883922,id-883922,1,,3
id-802374,id-802374,1,,2
id-967080,id-967080,1,,5
id-210492,id-210492,1,1,5
id-1244940,id-1218053,1,12,3
id-1387081,id-1341576,1,,3
id-1357401,id-1315602,1,1,10
id-2868551,id-2641710,1,12,1
id-1423248,id-1373571,1,12,1
id-335173,id-335173,1,12,3
id-1199885,id-1178293,1,1,12
id-1334737,id-1295760,1,29,2
id-591236,id-591236,1,7,2
id-535101,id-535101,1,12,4
id-235372,id-235372,1,31,3
id-962107,id-962107,1,,1
id-3080246,id-2833556,1,12,1
id-998629,id-998629,1,,2
id-1130758,id-1118246,1,29,2
rec-117288-dup-0,id-117288,1,31,3
id-1321505,id-1284291,1,12,14
id-446625,id-446625,1,,18
id-699446,id-699446,1,1,2
id-706115,id-706115,1,31,3
id-866094,id-866094,1,,2
id-869014,id-869014,1,1,10
id-538707,id-538707,1,1,4
id-706445,id-706445,1,31,4
id-1332083,id-1293459,1,,1
id-480835,id-480835,1,12,2
rec-2560344-dup-0,id-2364181,1,1,10
id-1114912,id-1104468,1,,4
id-1756125,id-1664488,1,12,1
id-3767280,id-3457424,1,12,1
id-3767282,id-3457426,1,12,1
id-3320440,id-3050677,1,12,17
id-289037,id-289037,1,7,2
id-760588,id-760588,1,12,6
id-772046,id-772046,1,1,4
id-473137,id-473137,1,1,1
id-580732,id-580732,1,1,3
id-725717,id-725717,1,12,1
id-909583,id-909583,1,1,6
id-319601,id-319601,1,,2
id-1009419,id-1009419,1,,6
id-280639,id-280639,1,31,2
id-319978,id-319978,1,1,2
id-1382103,id-1337274,1,12,2
id-164584,id-164584,1,1,5
rec-390671-dup-0,id-390671,1,14,1
id-407946,id-407946,1,31,4
id-676932,id-676932,1,31,3
id-3354233,id-3081417,1,12,1
id-834537,id-834537,1,1,8
id-308665,id-308665,1,31,2
id-118900,id-118900,1,,2
id-23376,id-23376,1,,7
id-2110343,id-1971403,1,12,1
id-419138,id-419138,1,1,11
rec-935189-dup-0,id-935189,1,,3
id-2697990,id-2490074,1,12,1
id-2620388,id-2418470,1,12,1
id-3088363,id-2841072,1,12,1
id-444191,id-444191,1,1,4
id-2620380,id-2418463,1,12,1
id-829256,id-829256,1,1,13
id-723011,id-723011,1,,5
id-286651,id-286651,1,1,6
rec-3905063-dup-0,id-3584255,1,12,1
id-580264,id-580264,1,1,4
id-289827,id-289827,1,,4
id-3656530,id-3355190,1,12,1
id-758938,id-758938,1,33,3
id-498164,id-498164,1,1,1
id-573790,id-573790,1,12,2
id-1490814,id-1432380,1,1,4
id-241323,id-241323,1,,4
id-3902109,id-3581542,1,12,1
id-1291614,id-1258263,1,1,4
id-2694323,id-2486696,1,12,1
id-1236817,id-1210807,1,31,8
id-1155695,id-1140268,1,1,6
id-1601507,id-1530540,1,12,10
id-595125,id-595125,1,29,2
id-728431,id-728431,1,12,3
id-1215081,id-1191589,1,,2
id-212394,id-212394,1,1,20
id-451420,id-451420,1,31,4
id-557982,id-557982,1,1,1
rec-3320440-dup-0,id-3050677,1,12,17
id-533264,id-533264,1,1,5
id-619956,id-619956,1,12,4
id-747624,id-747624,1,1,3
id-3084630,id-2837582,1,12,1
id-3657628,id-3356198,1,1,1
id-1362299,id-1319941,1,1,4
id-705862,id-705862,1,1,13
id-761189,id-761189,1,1,8
id-590333,id-590333,1,,3
id-96537,id-96537,1,1,2
id-866238,id-866238,1,,4
rec-1015021-dup-0,id-1015021,1,,5
id-584396,id-584396,1,12,1
id-424668,id-424668,1,1,1
id-1038970,id-1038970,1,,3
id-866545,id-866545,1,1,13
id-718490,id-718490,1,1,1
id-598102,id-598102,1,1,3
id-759689,id-759689,1,12,1
id-424660,id-424660,1,1,3
id-3352189,id-3079572,1,12,1
id-868058,id-868058,1,,2
id-503067,id-503067,1,1,10
id-147852,id-147852,1,,4
id-149693,id-149693,1,,3
id-762570,id-762570,1,1,18
id-3082676,id-2835780,1,12,1
id-3352181,id-3079564,1,12,1
id-3352186,id-3079569,1,12,1
id-149699,id-149699,1,,2
id-900710,id-900710,1,,4
id-1221911,id-1197401,1,12,14
id-954353,id-954353,1,,3
id-2622029,id-2419867,1,1,1
id-796373,id-796373,1,1,3
id-924230,id-924230,1,,9
id-455375,id-455375,1,12,5
id-140821,id-140821,1,,1
id-2244470,id-2086747,1,12,1
id-590483,id-590483,1,7,2
id-185130,id-185130,1,,2
id-679113,id-679113,1,31,2
id-786355,id-786355,1,,13
id-679114,id-679114,1,31,2
id-859183,id-859183,1,1,13
id-318730,id-318730,1,1,8
id-3656393,id-3355062,1,12,1
id-771749,id-771749,1,12,5
id-1012025,id-1012025,1,1,20
id-1162138,id-1145876,1,29,2
id-1266412,id-1236909,1,12,3
rec-957438-dup-0,id-957438,1,,3
id-782633,id-782633,1,12,1
id-185792,id-185792,1,,4
id-1232422,id-1206712,1,12,1
id-1122335,id-1110903,1,1,3
id-341935,id-341935,1,1,7
id-420758,id-420758,1,31,2
id-1350867,id-1309924,1,12,2
id-523669,id-523669,1,1,3
id-1265854,id-1236413,1,1,26
id-796118,id-796118,1,1,2
id-1015354,id-1015354,1,12,7
id-146456,id-146456,1,,5
id-146455,id-146455,1,,3
id-640174,id-640174,1,1,22
id-146453,id-146453,1,,2
rec-644843-dup-0,id-644843,1,12,1
id-529782,id-529782,1,1,4
id-899525,id-899525,1,1,11
id-984857,id-984857,1,1,12
id-172479,id-172479,1,,10
id-680731,id-680731,1,7,2
id-174861,id-174861,1,31,4
id-346866,id-346866,1,29,2
id-1218989,id-1194891,1,12,2
id-619047,id-619047,1,12,19
id-608335,id-608335,1,1,11
id-1044240,id-1043926,1,12,5
id-847742,id-847742,1,,2
id-3437291,id-3155887,1,12,1
id-3654824,id-3353600,1,12,1
id-1355636,id-1314066,1,1,4
id-1355634,id-1314064,1,29,2
id-402641,id-402641,1,31,2
id-980774,id-980774,1,,3
id-572200,id-572200,1,1,6
id-559997,id-559997,1,12,1
id-1351822,id-1310760,1,1,21
rec-212419-dup-0,id-212419,1,,3
id-823850,id-823850,1,31,2
id-3765966,id-3456189,1,12,1
rec-533673-dup-0,rec-533673-dup-0,1,1,17
id-823856,id-823856,1,31,2
id-845312,id-845312,1,,1
id-327818,id-327818,1,7,2
id-209322,id-209322,1,,1
id-1345736,id-1305447,1,29,4
id-1115590,id-1105039,1,12,3
id-1133629,id-1120784,1,12,5
id-971416,id-971416,1,,3
id-249586,id-249586,1,,5
id-274584,id-274584,1,31,3
id-2239786,id-2082619,1,12,1
id-594309,id-594309,1,1,2
id-801346,id-801346,1,12,4
id-801341,id-801341,1,12,7
id-1160601,id-1144465,1,29,2
id-332174,id-332174,1,31,2
id-870731,id-870731,1,31,3
id-3766706,id-3456884,1,12,1
id-413555,id-413555,1,,3
id-999506,id-999506,1,,8
id-3437124,id-3155775,1,12,1
id-882201,id-882201,1,1,5
id-3437122,id-3155773,1,12,1
id-1318001,id-1281234,1,31,2
id-3656896,id-3355512,1,12,11
id-783850,id-783850,1,12,10
id-783584,id-783584,1,12,1
id-402462,id-402462,1,1,4
id-1369362,id-1326091,1,12,7
id-1216966,id-1193146,1,1,1
rec-3870654-dup-0,id-3552744,1,12,17
id-539867,id-539867,1,1,13
id-1129371,id-1117037,1,12,2
id-2338386,id-2168552,1,1,13
id-1129375,id-1117041,1,29,2
id-309055,id-309055,1,31,2
id-840362,id-840362,1,,3
id-309057,id-309057,1,31,3
id-124236,id-124236,1,31,4
id-220309,id-220309,1,,4
id-766275,id-766275,1,12,4
id-1083562,id-1077991,1,1,11
id-3259748,id-2994959,1,12,1
id-662013,id-662013,1,31,3
id-353805,id-353805,1,,5
rec-1177088-dup-0,id-1158590,1,29,2
id-1523174,id-1460025,1,,5
id-1523173,id-1460024,1,,1
id-891936,id-891936,1,,1
id-851391,id-851391,1,12,16
id-785981,id-785981,1,,3
id-2245627,id-2087724,1,,1
id-476849,id-476849,1,1,6
id-473838,id-473838,1,31,3
id-1318624,id-1281800,1,1,5
id-2108388,id-1969738,1,12,1
id-461466,id-461466,1,12,5
id-919203,id-919203,1,1,7
id-607115,id-607115,1,1,4
id-465310,id-465310,1,12,6
id-1321486,id-1284278,1,31,4
id-1321485,id-1284277,1,31,3
id-3089760,id-2842339,1,12,1
id-3292023,id-3024635,1,12,25
id-1013968,id-1013968,1,12,13
id-584803,id-584803,1,1,3
id-412790,id-412790,1,31,3
id-3255107,id-2990781,1,,1
id-148343,id-148343,1,,1
rec-741767-dup-0,id-741767,1,7,2
id-926894,id-926894,1,1,15
id-959046,id-959046,1,1,9
id-959047,id-959047,1,,3
id-2851078,id-2626155,1,,16
id-386707,id-386707,1,14,1
id-991682,id-991682,1,,1
id-3868549,id-3550821,1,31,2
id-386253,id-386253,1,14,1
id-386252,id-386252,1,14,1
id-888969,id-888969,1,,5
id-951596,id-951596,1,31,2
id-915180,id-915180,1,,10
id-3254997,id-2990676,1,33,1
id-1353958,id-1312577,1,1,9
id-460310,id-460310,1,1,7
id-450633,id-450633,1,12,1
id-1367451,id-1324457,1,,4
id-1057429,id-1055070,1,12,5
id-1343975,id-1303928,1,29,2
id-391266,id-391266,1,,2
id-1346183,id-1305826,1,12,1
id-256919,id-256919,1,31,6
id-681185,id-681185,1,12,4
id-2109658,id-1970782,1,12,1
id-595231,id-595231,1,34,4
id-1011781,id-1011781,1,,3
id-838402,id-838402,1,1,15
id-106162,id-106162,1,,4
id-1002900,id-1002900,1,1,13
id-626848,id-626848,1,31,4
id-244833,id-244833,1,,2
id-1363458,id-1320960,1,1,3
id-872643,id-872643,1,,6
id-241663,id-241663,1,,5
id-1163385,id-1146958,1,,6
id-1363455,id-1320957,1,8,4
id-1328308,id-1290190,1,12,2
id-2561705,id-2365390,1,12,1
id-122046,id-122046,1,,2
id-814508,id-814508,1,12,1
id-455750,id-455750,1,31,5
id-848181,id-848181,1,,4
id-1229111,id-1203754,1,1,11
id-449274,id-449274,1,12,9
id-51863,id-51863,1,1,6
id-402514,id-402514,1,12,1
id-752103,id-752103,1,1,2
id-681987,id-681987,1,1,1
id-514294,id-514294,1,31,3
id-349845,id-349845,1,31,3
id-735865,id-735865,1,,4
id-889187,id-889187,1,,6
id-925858,id-925858,1,1,9
id-342822,id-342822,1,31,4
id-1085887,id-1080016,1,1,2
id-218394,id-218394,1,31,2
id-364681,id-364681,1,31,4
rec-459564-dup-0,id-459564,1,31,4
id-1278284,id-1246551,1,12,1
rec-437863-dup-0,id-437863,1,54,2
id-768051,id-768051,1,7,2
id-2255177,id-2095745,1,12,1
id-772582,id-772582,1,1,4
rec-1285323-dup-0,id-1252731,1,12,1
id-3903192,id-3582496,1,12,1
id-1057136,id-1054810,1,1,11
id-496944,id-496944,1,29,2
id-720609,id-720609,1,12,4
id-1494853,id-1435535,1,12,8
id-7532,id-7532,1,,5
id-1367731,id-1324725,1,1,4
rec-661652-dup-0,id-661652,1,31,9
id-654784,id-654784,1,1,4
id-895944,id-895944,1,,4
id-570336,id-570336,1,31,2
id-390131,id-390131,1,1,8
id-356204,id-356204,1,31,4
id-653422,id-653422,1,12,4
id-890321,id-890321,1,,5
id-653427,id-653427,1,1,4
id-1101462,id-1093050,1,12,4
id-618941,id-618941,1,12,1
id-618940,id-618940,1,12,1
id-569133,id-569133,1,1,8
id-494478,id-494478,1,7,2
id-2616942,id-2415305,1,12,1
id-1278759,id-1246949,1,1,12
id-632752,id-632752,1,8,2
id-819478,id-819478,1,29,2
id-1499391,id-1439472,1,12,8
id-1116819,id-1106054,1,1,3
id-492617,id-492617,1,1,2
id-1098667,id-1090794,1,33,6
id-1206957,id-1184515,1,12,2
id-452943,id-452943,1,12,3
id-1260104,id-1231337,1,12,4
rec-3769288-dup-1,rec-3459317-dup-0,1,12,1
id-498756,id-498756,1,7,2
id-1178254,id-1159645,1,1,4
id-2558272,id-2362305,1,12,1
id-1359495,id-1317437,1,1,12
id-1359945,id-1317842,1,1,6
id-57855,id-57855,1,,4
id-845675,id-845675,1,,3
id-1359940,id-1317837,1,1,12
rec-346231-dup-0,id-346231,1,1,7
id-913804,id-913804,1,,5
id-1694759,id-1611225,1,12,1
id-819036,id-819036,1,1,9
id-939036,id-939036,1,1,3
id-2338804,id-2168928,1,12,1
id-818605,id-818605,1,7,2
id-585728,id-585728,1,1,5
id-124830,id-124830,1,1,13
id-602415,id-602415,1,1,2
id-1226365,id-1201302,1,1,18
id-632284,id-632284,1,1,15
id-488633,id-488633,1,31,3
id-232134,id-232134,1,,3
id-757564,id-757564,1,31,4
rec-299614-dup-0,id-299614,1,1,5
id-2869535,id-2642573,1,12,1
id-1071546,id-1067395,1,1,2
id-1008608,id-1008608,1,,3
id-1071545,id-1067394,1,34,2
id-991997,id-991997,1,,10
id-1071548,id-1067397,1,,2
id-859391,id-859391,1,,3
id-635259,id-635259,1,12,4
id-25034,id-25034,1,,1
id-757903,id-757903,1,1,8
id-3260919,id-2996031,1,12,1
id-87504,id-87504,1,,5
id-925495,id-925495,1,,8
id-69639,id-69639,1,,4
id-1363044,id-1320587,1,12,2
id-1338938,id-1299451,1,12,4
id-1312080,id-1276036,1,31,8
id-787768,id-787768,1,12,5
id-69630,id-69630,1,,1
id-119658,id-119658,1,,2
id-803228,id-803228,1,7,4
id-323162,id-323162,1,1,3
id-3868362,id-3550637,1,12,6
id-1312708,id-1276587,1,1,5
id-600542,id-600542,1,12,4
id-1232214,id-1206521,1,12,2
id-923803,id-923803,1,1,4
id-529189,id-529189,1,31,3
id-949438,id-949438,1,1,12
id-683582,id-683582,1,12,2
id-359206,id-359206,1,,3
rec-955128-dup-1,rec-955128-dup-0,1,,13
id-1007801,id-1007801,1,,4
id-1175744,id-1157428,1,,4
id-3352519,id-3079866,1,12,1
id-587867,id-587867,1,12,4
id-1310966,id-1275032,1,1,13
id-802555,id-802555,1,12,1
id-507368,id-507368,1,1,5
id-1369552,id-1326255,1,1,5
id-112902,id-112902,1,,2
id-802553,id-802553,1,12,1
id-1311610,id-1275618,1,31,3
id-3902910,id-3582235,1,12,1
id-3902911,id-3582236,1,12,1
id-1205156,id-1182922,1,12,1
id-1914507,id-1801504,1,1,9
id-559119,id-559119,1,12,1
id-979087,id-979087,1,,2
id-529986,id-529986,1,31,10
id-610005,id-610005,1,1,2
id-118380,id-118380,1,31,3
id-1341602,id-1301816,1,1,3
id-411219,id-411219,1,7,2
id-3259020,id-2994285,1,12,1
id-1084705,id-1079032,1,33,4
id-879614,id-879614,1,,2
id-1350451,id-1309525,1,12,25
id-930519,id-930519,1,,5
id-422048,id-422048,1,7,2
id-940787,id-940787,1,,4
id-992978,id-992978,1,1,18
id-59901,id-59901,1,12,2
id-422041,id-422041,1,31,3
id-40158,id-40158,1,,2
id-422042,id-422042,1,31,3
id-827146,id-827146,1,12,2
id-795585,id-795585,1,31,4
id-2173642,id-2025964,1,1,17
id-390080,id-390080,1,14,1
id-651111,id-651111,1,1,16
id-576978,id-576978,1,1,10
id-651117,id-651117,1,1,5
id-483416,id-483416,1,1,4
id-900109,id-900109,1,,3
id-2246869,id-2088852,1,12,1
id-1131079,id-1118541,1,31,2
id-1700989,id-1616466,1,12,1
id-1700988,id-1616463,1,12,1
id-1068841,id-1065036,1,31,3
id-1700986,id-1616462,1,12,1
id-1700985,id-1616460,1,12,1
id-1700984,id-1616461,1,12,1
rec-402634-dup-0,id-402634,1,31,2
id-1342759,id-1302856,1,1,1
id-349934,id-349934,1,1,4
id-526380,id-526380,1,31,3
id-1217976,id-1194013,1,12,6
id-953356,id-953356,1,,3
id-148881,id-148881,1,,2
id-390089,id-390089,1,14,1
id-892673,id-892673,1,1,3
id-855974,id-855974,1,,7
id-505907,id-505907,1,1,2
id-3356322,id-3083335,1,12,1
id-2869089,id-2642165,1,1,1
id-3356326,id-3083339,1,12,1
id-3356327,id-3083340,1,12,1
id-484999,id-484999,1,1,11
id-698595,id-698595,1,1,4
id-658793,id-658793,1,7,2
id-1170867,id-1153437,1,30,2
id-1170866,id-1153436,1,30,2
id-1329798,id-1291505,1,12,1
id-701483,id-701483,1,1,2
id-1170869,id-1153439,1,30,2
id-806237,id-806237,1,8,2
id-3259682,id-2994894,1,12,1
id-472684,id-472684,1,12,7
id-356993,id-356993,1,31,3
id-386399,id-386399,1,14,1
id-386396,id-386396,1,14,1
id-1366587,id-1323724,1,,6
id-2868451,id-2641615,1,12,1
id-386390,id-386390,1,14,1
id-386391,id-386391,1,14,1
id-832947,id-832947,1,31,2
id-474975,id-474975,1,12,2
id-800488,id-800488,1,1,3
id-1152134,id-1137132,1,31,2
id-447196,id-447196,1,31,6
id-851708,id-851708,1,,6
id-800487,id-800487,1,1,2
id-987862,id-987862,1,,3
id-698731,id-698731,1,31,2
rec-902040-dup-0,id-902040,1,,4
id-957299,id-957299,1,,4
id-889979,id-889979,1,31,2
id-783465,id-783465,1,12,1
rec-963101-dup-0,id-963101,1,1,13
