artist_credit,name,artist_count,ref_count,created
id-311524,Mind Eraser,1,140,2011-05-16 163211.963929+00
rec-131460-dup-0,695r,1,172,2011-05-16 163211.963929+00
id-555838,Entrelacs,1,12,2011-05-16 163211.963929+00
id-764444,Diran,1,10,2011-05-16 163211.963929+00
id-118974,Last Page First,1,13,2011-05-16 163211.963929+00
id-1001844,Pacta Sunt Servanda,1,12,2012-06-18 003202.658364+00
id-223417,Shafty,1,10,2011-05-16 163211.963929+00
id-1474300,Vishal  Sonika Jain / Sanjiv Sahay,2,2,2015-05-12 201734.30327+00
id-1470018,A.P.P.A.R.T,1,30,2015-05-03 160125.507361+00
id-2891599,Arnica,1,26,2021-01-01 222142.253791+00
id-1574126,Reinhard Kober Matthias Morgenroth,2,26,2015-12-01 150202.577259+00
id-1213895,Brandon Pacheco,1,10,2013-09-07 080734.679626+00
id-936681,Birdwatchers,1,14,2012-01-28 230236.995855+00
id-259188,Fase,1,51,2011-05-16 163211.963929+00
id-532808,Dr Mouthquake,1,11,2011-05-16 163211.963929+00
id-292004,Blazzon,1,8,2011-05-16 163211.963929+00
id-2485970,Nick Fluid,1,6,2019-08-25 134527.916437+00
id-100582,Yellow Mellow,1,119,2011-05-16 163211.963929+00
id-341937,Grupo Cañaveral,1,62,2011-05-16 163211.963929+00
id-163433,DJ Evolution,1,18,2011-05-16 163211.963929+00
id-323847,Fruitloop,1,53,2011-05-16 163211.963929+00
id-3373791,A Rat Problem,1,4,2022-08-13 192547.301503+00
id-168319,Wester,1,40,2011-05-16 163211.963929+00
id-1970677,Echos Children,1,214,2017-03-21 210034.665235+00
id-948648,Far Cry,1,8,2012-02-23 124806.730255+00
id-1183219,Transilvanians,1,31,2013-06-27 160833.727998+00
rec-2208905-dup-0,Ramoma,1,74,2018-05-02 021924.815617+00
id-791997,Eleven Year Old,1,6,2011-05-16 163211.963929+00
id-327164,Jarrett Randazzo,1,12,2011-05-16 163211.963929+00
id-759159,Until We Get Caught,1,14,2011-05-16 163211.963929+00
id-1048260,J-Dubbz,1,4,2012-09-10 075046.873136+00
id-748904,Brunswick Orchestra,1,12,2011-05-16 163211.963929+00
rec-728026-dup-1,Equin0x,1,15,2011-05-16 163211.963929+00
id-51561,Reeltime Travelers,1,65,2011-05-16 163211.963929+00
id-1444107,DRKWAV,1,18,2015-03-06 180636.003382+00
id-350007,Alsvartr,1,18,2011-05-16 163211.963929+00
id-562600,The London Allstars,1,36,2011-05-16 163211.963929+00
id-881320,Nothing People,1,182,2011-11-09 225015.94287+00
rec-283158-dup-1,Psytrkk,1,43,2011-05-16 163211.963929+00
id-759487,Yersinia,1,44,2011-05-16 163211.963929+00
id-57976,Da Tekno Warriors,1,93,2011-05-16 163211.963929+00
rec-727406-dup-1,Crowme,1,10,2011-05-16 163211.963929+00
id-1405376,Lou Giari dOc,1,32,2014-12-21 085415.993797+00
rec-1153250-dup-1,Everfovnd,1,95,2013-04-16 083733.115104+00
id-334081,Bon y los enemigos del silencio,1,46,2011-05-16 163211.963929+00
id-1487877,Amadeus Awad,1,50,2015-06-04 223549.975448+00
id-307574,Your Vegas,1,43,2011-05-16 163211.963929+00
rec-135478-dup-0,2 Phat Cynts,1,18,2011-05-16 163211.963929+00
id-210621,Edwin Bonilla,1,80,2011-05-16 163211.963929+00
id-1557651,Andrew Jr. Boy Jones,1,69,2015-10-30 202857.423711+00
id-100050,Sunpeople,1,43,2011-05-16 163211.963929+00
rec-695108-dup-0,Shreclder II,1,6,2011-05-16 163211.963929+00
id-1141608,TM Hunter,1,12,2013-03-20 084048.608807+00
id-7470,The HS Mamitas,1,22,2011-05-16 163211.963929+00
rec-313762-dup-0,John Brajne,1,12,2011-05-16 163211.963929+00
id-1226266,Charon is Near,1,20,2013-10-13 095606.777+00
id-761944,Luigi Aristi,1,30,2011-05-16 163211.963929+00
id-365146,Somah,1,88,2011-05-16 163211.963929+00
id-2135840,Moussa,1,50,2017-12-29 035534.854792+00
id-320307,Elevation,1,10,2011-05-16 163211.963929+00
id-277407,Gizz TV + Walker,1,26,2011-05-16 163211.963929+00
id-365143,Nicholas Zirpolo,1,6,2011-05-16 163211.963929+00
id-156493,Obsessive,1,82,2011-05-16 163211.963929+00
id-365149,The Gate Crashers,1,56,2011-05-16 163211.963929+00
id-587841,Республика JAH,1,12,2011-05-16 163211.963929+00
id-3224750,Softmal Nytron,2,4,2022-02-12 044058.615624+00
id-2375074,Yung Sum,1,4,2019-02-26 114337.537802+00
rec-557388-dup-0,Hjng,1,98,2011-05-16 163211.963929+00
id-598702,Roel C. Verburg,1,10,2011-05-16 163211.963929+00
id-649646,Medley Motion,1,12,2011-05-16 163211.963929+00
id-566206,Tomarcte,1,15,2011-05-16 163211.963929+00
id-145239,Stamford Amp,1,14,2011-05-16 163211.963929+00
id-499490,Glacier,1,8,2011-05-16 163211.963929+00
id-566291,J-Lab,1,22,2011-05-16 163211.963929+00
id-199454,Skeduz,1,63,2011-05-16 163211.963929+00
id-566297,Audio Dependent,1,30,2011-05-16 163211.963929+00
id-566296,Monochord,1,14,2011-05-16 163211.963929+00
rec-549931-dup-0,Angeka Kelly,1,30,2011-05-16 163211.963929+00
id-779437,Eliza the Arrow,1,6,2011-05-16 163211.963929+00
id-709420,Renee Herman,1,8,2011-05-16 163211.963929+00
id-127624,Sick of Change,1,70,2011-05-16 163211.963929+00
id-655885,The Glenn Robinsons,1,88,2011-05-16 163211.963929+00
id-2375847,Megaphonix,1,6,2019-02-27 183137.634799+00
rec-458293-dup-0,Si|eni,1,57,2011-05-16 163211.963929+00
id-347037,Mekanisk Front,1,12,2011-05-16 163211.963929+00
id-1042733,Bisamråtta,1,45,2012-08-30 122522.8189+00
rec-596621-dup-0,Averiue,1,18,2011-05-16 163211.963929+00
id-807518,Samuel Diamond  Howard Curry,2,52,2011-05-16 163211.963929+00
id-797973,Mortaja,1,106,2011-05-16 163211.963929+00
id-1307406,Dry,1,54,2014-04-27 042337.402937+00
id-345098,Cesar Villalobos L.,1,26,2011-05-16 163211.963929+00
id-891483,Luxury Stranger,1,57,2011-11-30 110518.41983+00
id-716666,階段ライト,1,34,2011-05-16 163211.963929+00
id-545766,Cutaways,1,14,2011-05-16 163211.963929+00
id-521804,Lovers Make Liars,1,14,2011-05-16 163211.963929+00
id-1259166,Lacey  Freezah Sterling,2,4,2014-01-09 014124.303181+00
id-865715,Ania Losinger / Matthias Eser,2,12,2011-10-05 033723.861951+00
id-1394232,Mundilfari,1,14,2014-11-27 093347.440157+00
id-559039,Roberta Temes Ph.D.,1,30,2011-05-16 163211.963929+00
id-343808,Code 718,1,75,2011-05-16 163211.963929+00
id-1319858,The East Village Loft Society feat. Martin Passey,2,2,2014-05-28 214723.419057+00
id-1319502,Wheeland Brothers,1,40,2014-05-27 192942.672647+00
id-381737,Johnny Bustamante,1,22,2011-05-16 163211.963929+00
id-1319506,Trio Los Patuma,1,34,2014-05-27 195839.87923+00
id-644693,Mr. Fairchild,1,10,2011-05-16 163211.963929+00
id-295582,Agonizer,1,124,2011-05-16 163211.963929+00
id-1444471,Culture Code feat. Alexa Ayaz,2,4,2015-03-07 142252.817086+00
id-207345,East Men,1,14,2011-05-16 163211.963929+00
id-1081274,Lyricus,1,6,2012-11-16 161453.44666+00
id-726491,Jee Kee Pee,1,6,2011-05-16 163211.963929+00
id-605084,Arthur Pryors Band,1,25,2011-05-16 163211.963929+00
id-1017639,X-FIR3,1,11,2012-07-16 114617.148964+00
id-669962,This Frontier Needs Heroes,1,77,2011-05-16 163211.963929+00
rec-358013-dup-0,Immortslity,1,108,2011-05-16 163211.963929+00
id-523314,H. C. Stout,1,4,2011-05-16 163211.963929+00
id-1273771,The Overtones,1,44,2014-02-09 190021.633822+00
id-775755,Atypicals,1,4,2011-05-16 163211.963929+00
id-795190,The Okeh Melodians,1,6,2011-05-16 163211.963929+00
id-175514,The Young Tradition,1,311,2011-05-16 163211.963929+00
id-504573,Chris Noise,1,14,2011-05-16 163211.963929+00
rec-1154724-dup-1,Killitrew,1,96,2013-04-19 150443.584601+00
rec-1154724-dup-0,Killi9rew,1,96,2013-04-19 150443.584601+00
id-1219941,Murp,1,10,2013-09-24 202403.290054+00
rec-1347637-dup-1,Neutraj Territory,1,10,2014-08-09 013256.083499+00
id-483775,Lady,1,6,2011-05-16 163211.963929+00
id-634226,Ghetto B-Boyz,1,16,2011-05-16 163211.963929+00
rec-233181-dup-1,Electr8c Silence,1,10,2011-05-16 163211.963929+00
id-102750,DJ K,1,32,2011-05-16 163211.963929+00
id-689096,Levee Town,1,30,2011-05-16 163211.963929+00
id-958301,Rattle Snakes,1,14,2012-03-19 203618.688331+00
id-279324,Assistant,1,20,2011-05-16 163211.963929+00
id-813853,Ruckspin  Planas,2,15,2011-05-16 163211.963929+00
id-675950,Cap au Sud,1,20,2011-05-16 163211.963929+00
id-954957,Monumenta Sepulcrorum,1,12,2012-03-11 084238.928789+00
rec-1212410-dup-0,Chamwleon Conductor,1,10,2013-09-02 113347.276795+00
rec-1212410-dup-1,Chameleon Confuctor,1,10,2013-09-02 113347.276795+00
id-1218542,Cinque,1,18,2013-09-20 051237.325726+00
id-577695,Promise Divine,1,8,2011-05-16 163211.963929+00
id-694511,Artists for Haiti,1,6,2011-05-16 163211.963929+00
id-502923,Various  Scant Intone,1,8,2011-05-16 163211.963929+00
id-934684,The Legendary Dirtbikers,1,6,2012-01-24 111408.740111+00
id-182710,Strangers With Candy,1,16,2011-05-16 163211.963929+00
id-313804,2-Mad,1,27,2011-05-16 163211.963929+00
id-152496,Spacepimp,1,11,2011-05-16 163211.963929+00
id-695646,Taryn Murphy,1,18,2011-05-16 163211.963929+00
id-421662,Half Hawaii,1,16,2011-05-16 163211.963929+00
id-121372,Happy Ravers,1,16,2011-05-16 163211.963929+00
id-2650021,Agathocles / Eristetyt,2,2,2020-03-14 072316.589706+00
id-243812,209,1,10,2011-05-16 163211.963929+00
id-412730,Crepusculum,1,50,2011-05-16 163211.963929+00
id-3372,Nefertiti Jones,1,22,2011-05-16 163211.963929+00
id-617818,The Daniel Pemberton TV Orchestra,1,84,2011-05-16 163211.963929+00
id-2458065,Limi,1,50,2019-07-07 005348.570227+00
id-40012,Introspective,1,28,2011-05-16 163211.963929+00
id-483114,A  M,1,7,2011-05-16 163211.963929+00
id-331003,eQo,1,32,2011-05-16 163211.963929+00
id-483113,A  S Project,1,6,2011-05-16 163211.963929+00
id-514523,豚骨ピストンズ,1,20,2011-05-16 163211.963929+00
rec-942646-dup-0,Prettv Bird,1,10,2012-02-10 081916.828575+00
id-1134669,Frits Wentink,1,127,2013-03-03 015451.861801+00
rec-92321-dup-0,Paulo R0cha,1,54,2011-05-16 163211.963929+00
rec-576143-dup-0,medjsascream,1,68,2011-05-16 163211.963929+00
id-569895,Sirens,1,8,2011-05-16 163211.963929+00
id-465349,Lacrosse,1,108,2011-05-16 163211.963929+00
rec-783841-dup-0,Bvmble  The Beez,1,18,2011-05-16 163211.963929+00
id-626262,2,1,24,2011-05-16 163211.963929+00
rec-1579449-dup-0,Sulfjr,1,62,2015-12-13 180104.324292+00
id-1508251,Kid Icarus,1,14,2015-07-18 135054.659466+00
id-37421,Nazo no idol,1,8,2011-05-16 163211.963929+00
id-621544,The Watermarks,1,34,2011-05-16 163211.963929+00
id-550003,Paul Dunmall Octet,1,20,2011-05-16 163211.963929+00
id-2422551,Bebo 104,1,4,2019-05-15 082543.766488+00
id-1010154,X-Sample feat. Jennifer,2,7,2012-07-03 170446.905093+00
id-1887448,Croc Noir,1,65,2017-01-24 065708.428686+00
id-1010156,X-13 feat. Christabel,2,15,2012-07-03 171235.015388+00
id-599113,DJ Nicky,1,8,2011-05-16 163211.963929+00
id-1085190,Sister Gertrude Morgan,1,33,2012-11-25 104339.428506+00
rec-1539271-dup-0,Kazy Lamhist,1,128,2015-09-22 211438.772707+00
id-2424924,Alan Power,1,4,2019-05-19 113737.669966+00
id-569040,Wayne Calvert,1,6,2011-05-16 163211.963929+00
id-955327,胸の谷間にうもれ隊,1,4,2012-03-12 043402.238988+00
id-766437,The Atmosphere Collection,1,10,2011-05-16 163211.963929+00
id-780069,Marcel Legane,1,20,2011-05-16 163211.963929+00
id-2685771,DJ Zagros  Pacific,2,49,2020-04-18 082535.911409+00
id-509070,Michael Garrick Quintet,1,22,2011-05-16 163211.963929+00
id-1033492,Chokko,1,10,2012-08-12 080150.084455+00
id-346607,Hanover Fist,1,14,2011-05-16 163211.963929+00
id-570265,黒薔薇保存会,1,57,2011-05-16 163211.963929+00
id-1171345,Yama,1,37,2013-05-27 143954.678382+00
id-2821371,Cryptonyte,1,5,2020-10-07 143625.324846+00
id-1080658,Van Tute,1,36,2012-11-15 195328.960907+00
id-1195623,Baphomilitia,1,12,2013-07-23 021428.515843+00
id-2348364,The Pat Michael Eleven,1,26,2019-01-18 000019.141957+00
id-1165982,Bobby Valentine  Vibezelect,2,10,2013-05-15 125436.092707+00
id-2348367,Reg Owens Happy Beat  Glen Somers Soft Beat,2,2,2019-01-18 000028.204578+00
id-176869,The Omega Syndicate,1,146,2011-05-16 163211.963929+00
id-964316,Buenaparte,1,24,2012-04-02 103808.776914+00
id-742992,The Price of One Day,1,18,2011-05-16 163211.963929+00
id-254941,Stylóo,1,35,2011-05-16 163211.963929+00
id-300445,All Alone,1,18,2011-05-16 163211.963929+00
id-501920,Alexander Klerx,1,10,2011-05-16 163211.963929+00
id-827331,Fictivision vs. C-Quence,2,22,2011-06-08 085202.794784+00
id-601503,Necro Schizma,1,42,2011-05-16 163211.963929+00
id-2296401,Elliott Sharps Terraplane,1,155,2018-10-17 220033.97242+00
id-438162,Razor 88,1,44,2011-05-16 163211.963929+00
id-1195381,Ratheesh Vegha,1,12,2013-07-22 143752.651507+00
id-553689,THE MIDWEST VIKINGS,1,8,2011-05-16 163211.963929+00
id-434848,7 Dollar Taxi,1,71,2011-05-16 163211.963929+00
id-2302503,JiLL‐Decoy association,1,231,2018-10-28 110030.551844+00
id-529222,Project Scytia,1,12,2011-05-16 163211.963929+00
id-896653,Joyful Sounds of Soul feat. Donnie Mark,2,10,2011-12-11 182551.242084+00
id-955330,Ross Fairbairn,1,12,2012-03-12 043422.043447+00
rec-380460-dup-0,エグリゴリ,1,18,2011-05-16 163211.963929+00
id-594874,Ton van Kluyve,1,12,2011-05-16 163211.963929+00
id-413172,X-313,1,27,2011-05-16 163211.963929+00
id-335701,Anatomi-71,1,48,2011-05-16 163211.963929+00
rec-383508-dup-1,We Are the Seanorses,1,8,2011-05-16 163211.963929+00
id-2025613,tri-bute cafe,1,29,2017-07-02 140025.426358+00
id-591576,Pablo Volumen,1,14,2011-05-16 163211.963929+00
id-708076,Outer Circle,1,26,2011-05-16 163211.963929+00
id-3265964,Németh,1,14,2022-04-03 020825.553385+00
id-791299,Alejandro Yanni,1,16,2011-05-16 163211.963929+00
id-951829,Santa Maffy,1,10,2012-03-02 132954.539482+00
id-1222805,Acid Pie,1,40,2013-10-04 000206.566464+00
id-405501,Death Is Not Welcome Here,1,38,2011-05-16 163211.963929+00
id-1317528,PAPYCONN,1,2,2014-05-22 185311.574996+00
id-495861,Sweet Boy,1,6,2011-05-16 163211.963929+00
id-1446299,Interferon,1,29,2015-03-11 031219.319065+00
id-159859,North and South,1,103,2011-05-16 163211.963929+00
id-396299,Slew Dem Productions,1,52,2011-05-16 163211.963929+00
id-624713,Niklass,1,4,2011-05-16 163211.963929+00
id-538064,Royal,1,6,2011-05-16 163211.963929+00
id-653483,Olga Nunes,1,20,2011-05-16 163211.963929+00
id-806840,Gael G  Deyan,2,2,2011-05-16 163211.963929+00
rec-563020-dup-0,Marv Hirte,1,32,2011-05-16 163211.963929+00
id-307961,Almanzora,1,6,2011-05-16 163211.963929+00
id-267436,The Sexicanz,1,14,2011-05-16 163211.963929+00
id-187291,Paraphobia,1,24,2011-05-16 163211.963929+00
id-476718,Los Autonautas,1,16,2011-05-16 163211.963929+00
id-401083,Jihad Jerry  The Evildoers,1,26,2011-05-16 163211.963929+00
id-2062686,Revazz,1,20,2017-09-03 175531.774697+00
id-661348,Christopher J. Trevor and the Gnasher Bashers,1,6,2011-05-16 163211.963929+00
id-376424,Defacer,1,16,2011-05-16 163211.963929+00
id-277364,Marionet,1,14,2011-05-16 163211.963929+00
id-692053,Idiograme,1,10,2011-05-16 163211.963929+00
id-582594,Bandana Klezmer,1,12,2011-05-16 163211.963929+00
id-962399,Lithic,1,10,2012-03-29 130345.543019+00
id-652681,Dave Davani Four,1,52,2011-05-16 163211.963929+00
id-367280,Realicide,1,103,2011-05-16 163211.963929+00
id-133792,Lilac Factor,1,12,2011-05-16 163211.963929+00
rec-1224276-dup-0,Third D3gres,1,4,2013-10-08 095825.439815+00
id-1130566,Northern Light,1,8,2013-02-21 195500.530872+00
rec-585882-dup-1,Honkeyflnger,1,44,2011-05-16 163211.963929+00
id-69103,Charles Manier,1,113,2011-05-16 163211.963929+00
id-336058,Rebel Assault,1,12,2011-05-16 163211.963929+00
id-552848,Social Square,1,40,2011-05-16 163211.963929+00
id-1392256,MBAND,1,80,2014-11-23 120843.691112+00
id-37782,Anonyme,1,14,2011-05-16 163211.963929+00
id-1158080,Good Family,1,4,2013-04-27 235112.459754+00
id-391838,François Dubois,1,38,2011-05-16 163211.963929+00
id-327958,The Centurions,1,4,2011-05-16 163211.963929+00
id-600870,Blue 4U,1,8,2011-05-16 163211.963929+00
id-1402818,High Tyde,1,56,2014-12-16 112300.356503+00
id-230904,Admiral Crumple,1,6,2011-05-16 163211.963929+00
id-115587,Extasia,1,22,2011-05-16 163211.963929+00
id-769834,Junior Doctor,1,64,2011-05-16 163211.963929+00
rec-147952-dup-0,Nightstalkrrs,1,45,2011-05-16 163211.963929+00
id-637916,Larraskitun Zetangauz,1,4,2011-05-16 163211.963929+00
id-1133373,Johann Faustus,1,18,2013-02-27 222215.218189+00
id-526402,Yannah Valdevit,1,33,2011-05-16 163211.963929+00
id-242612,King Mungi,1,42,2011-05-16 163211.963929+00
id-727516,Winnie Banova,1,20,2011-05-16 163211.963929+00
id-763725,Monaque,1,12,2011-05-16 163211.963929+00
id-316692,MC Face,1,54,2011-05-16 163211.963929+00
id-563830,Zaika,1,14,2011-05-16 163211.963929+00
id-616561,Robert Pierre,1,50,2011-05-16 163211.963929+00
id-573699,Madison Kenny,1,10,2011-05-16 163211.963929+00
id-803503,Camilo,1,8,2011-05-16 163211.963929+00
id-947359,Starside Casino,1,26,2012-02-20 152053.546906+00
id-380457,MC Plus+ and The Empty Set,1,56,2011-05-16 163211.963929+00
id-380456,INCREAL,1,6,2011-05-16 163211.963929+00
id-616569,Gary Boyle,1,146,2011-05-16 163211.963929+00
id-380454,モダン組曲,1,36,2011-05-16 163211.963929+00
id-380453,キナルラ,1,40,2011-05-16 163211.963929+00
id-307576,Blind Jackson,1,6,2011-05-16 163211.963929+00
id-538429,Phillip Peris,1,30,2011-05-16 163211.963929+00
id-797121,El Dor El Awal,1,40,2011-05-16 163211.963929+00
id-569772,Los Angeles Jazz Ensemble,1,26,2011-05-16 163211.963929+00
id-702240,George Delkos,1,6,2011-05-16 163211.963929+00
id-701372,Bernie Hayes,1,17,2011-05-16 163211.963929+00
id-219241,Maverick Taylor,1,4,2011-05-16 163211.963929+00
id-1344522,Prioratvm,1,42,2014-08-01 233903.367582+00
id-744291,Takahi Lida,1,6,2011-05-16 163211.963929+00
id-1098537,Jill Sobule  John Doe,1,24,2012-12-19 030713.962364+00
id-2425865,Дан и Вит,1,4,2019-05-21 075927.67807+00
id-1171832,Charlie Sezz,1,6,2013-05-28 150257.632312+00
id-588433,Oito,1,8,2011-05-16 163211.963929+00
id-2425862,Аліна Шевченко,1,4,2019-05-21 075123.686854+00
id-533631,Tim Summers / Traditional,1,6,2011-05-16 163211.963929+00
id-1084017,妙,1,15,2012-11-22 103142.805972+00
id-2353817,Prof. Lacasse,1,28,2019-01-25 121848.367516+00
id-293694,The Fairsley Difference,1,10,2011-05-16 163211.963929+00
id-368347,MIT,1,83,2011-05-16 163211.963929+00
id-1606934,Burning Bridges,1,18,2016-02-07 131710.682034+00
id-2815059,STHOMIA,1,4,2020-09-30 013233.217585+00
id-786781,Chelly Dolan,1,14,2011-05-16 163211.963929+00
id-246942,Earth the Californian Love Dream,1,24,2011-05-16 163211.963929+00
id-2467087,Birmingham City F.C. and Supporters,1,2,2019-07-21 180042.852425+00
id-420181,Arren,1,55,2011-05-16 163211.963929+00
id-428412,Anna Kaufen,1,22,2011-05-16 163211.963929+00
id-3162456,R U Init,1,12,2021-11-29 172934.169414+00
id-640854,Fernn,1,10,2011-05-16 163211.963929+00
id-2258756,FRANÇOIS,1,17,2018-07-28 221515.611167+00
id-1259429,Scott James,1,18,2014-01-09 222830.531698+00
id-1490000,上田正樹とサウス・トゥ・サウス,1,20,2015-06-09 190207.050102+00
id-936747,Earl Flint,1,8,2012-01-28 235041.958432+00
id-2696478,Disco Fritz  His Sauerkrauts,1,6,2020-04-29 000036.915368+00
rec-605536-dup-1,Aarin Heff,1,6,2011-05-16 163211.963929+00
rec-605536-dup-0,Aaron Hedf,1,6,2011-05-16 163211.963929+00
id-701627,Vloda,1,30,2011-05-16 163211.963929+00
id-542827,Sever Your Ties,1,24,2011-05-16 163211.963929+00
rec-1210333-dup-0,ＤＯＮＴ/ BＥ/ 正方形,1,118,2013-08-27 141026.084031+00
id-752644,Elgato,1,34,2011-05-16 163211.963929+00
id-585164,Two Girls,1,10,2011-05-16 163211.963929+00
id-91136,The Paul Bley Quartet,1,50,2011-05-16 163211.963929+00
id-403016,The Rolling Scabs,1,19,2011-05-16 163211.963929+00
id-632336,Reversion,1,30,2011-05-16 163211.963929+00
rec-1136862-dup-1,Kevin K:nd,1,36,2013-03-09 062826.712491+00
id-2648249,Empty7,1,58,2020-03-12 081221.866044+00
rec-173059-dup-1,Alchemv,1,16,2011-05-16 163211.963929+00
id-961938,Stained Angel,1,16,2012-03-28 160823.184348+00
id-707052,Ears in the Wall,1,6,2011-05-16 163211.963929+00
rec-2936748-dup-0,UglyFace Travi5 Walker Aric Jones,1,4,2021-02-23 164544.541115+00
id-409551,Дубовый Гаайъ,1,218,2011-05-16 163211.963929+00
id-131790,Robert Love,1,26,2011-05-16 163211.963929+00
id-400068,Jason Ferris,1,18,2011-05-16 163211.963929+00
id-530816,Galaad,1,105,2011-05-16 163211.963929+00
id-605168,Xylanthrax,1,18,2011-05-16 163211.963929+00
id-954018,A Sending Service,1,18,2012-03-09 050634.310795+00
id-1990155,Yeti,1,6,2017-04-25 124232.866039+00
id-599843,Goessel High School Music Dept.,1,26,2011-05-16 163211.963929+00
rec-565994-dup-0,Stefan9s Kourtis,1,8,2011-05-16 163211.963929+00
id-418254,To Be a High Powered Executive,1,40,2011-05-16 163211.963929+00
id-289360,Optic,1,60,2011-05-16 163211.963929+00
id-1195626,Occisor,1,10,2013-07-23 024128.888862+00
id-183741,Skyflyer,1,61,2011-05-16 163211.963929+00
id-1189650,Itinerant Dub,1,8,2013-07-08 131613.000394+00
id-599094,The Silent Alarm,1,10,2011-05-16 163211.963929+00
id-126232,Dee Patten,1,54,2011-05-16 163211.963929+00
id-793174,Ustad Bismillah Khan  Party,1,41,2011-05-16 163211.963929+00
id-1849439,iacon,1,348,2017-01-07 153039.051718+00
id-832478,7even 4orty 7even,1,16,2011-06-21 212352.109551+00
id-341091,The Prisondream,1,68,2011-05-16 163211.963929+00
id-157282,Naiad,1,33,2011-05-16 163211.963929+00
id-777782,Max Essa,1,158,2011-05-16 163211.963929+00
id-474666,Madame de Bougnoule,1,10,2011-05-16 163211.963929+00
id-832473,4-You,1,11,2011-06-21 211446.331183+00
rec-1191348-dup-0,Hebsrt Escayola,1,12,2013-07-14 204240.753846+00
rec-569214-dup-0,Nyke,1,48,2011-05-16 163211.963929+00
id-139095,kamasuke,1,4,2011-05-16 163211.963929+00
id-1166006,Steve French,1,10,2013-05-15 172011.28572+00
id-154092,White Widow,1,48,2011-05-16 163211.963929+00
id-1116365,Paula Rojo,1,82,2013-01-23 110709.71988+00
id-562011,Delta Files,1,27,2011-05-16 163211.963929+00
id-1148397,Cee Cee James,1,122,2013-04-05 093057.611903+00
id-745520,Brunswick Dance Orchestra,1,12,2011-05-16 163211.963929+00
id-436037,Tri-Fi,1,68,2011-05-16 163211.963929+00
id-587985,Crawl Crew,1,8,2011-05-16 163211.963929+00
rec-822855-dup-0,Sosts,1,9,2011-05-17 030036.055057+00
id-2210482,Sequela Lunae,1,2,2018-05-03 180616.788792+00
id-66446,Mortal and Chemist,1,22,2011-05-16 163211.963929+00
id-3005445,Donkey Boy,1,4,2021-05-18 134447.794963+00
id-601081,Kulture,1,72,2011-05-16 163211.963929+00
rec-778258-dup-0,Mary Gstchell,1,55,2011-05-16 163211.963929+00
id-793358,A Sunset Diary,1,16,2011-05-16 163211.963929+00
id-955495,Chip Hanna,1,52,2012-03-12 155024.729628+00
id-2190177,Erika Heck,1,16,2018-04-02 141459.356526+00
id-523438,Original Lyric Trio,1,44,2011-05-16 163211.963929+00
rec-473345-dup-0,The Cajun Conbo,1,10,2011-05-16 163211.963929+00
id-2761727,Max Meyer,1,16,2020-07-20 180015.246111+00
id-474481,MOEKESTRA,1,54,2011-05-16 163211.963929+00
id-596530,Demonomacy,1,10,2011-05-16 163211.963929+00
id-116584,Mazedude,1,619,2011-05-16 163211.963929+00
id-1060428,C. Velazquez,1,3,2012-10-05 195247.094838+00
id-523434,Edison Vaudeville Company,1,16,2011-05-16 163211.963929+00
id-405655,The Rolf  Joachim Kühn Quartet,1,31,2011-05-16 163211.963929+00
id-792401,Frédéric Ponthieux,1,8,2011-05-16 163211.963929+00
id-465753,弥叉,1,60,2011-05-16 163211.963929+00
id-92441,The Warriors,1,196,2011-05-16 163211.963929+00
id-417648,Timecode Audio,1,16,2011-05-16 163211.963929+00
id-2379131,Ildrealex,1,16,2019-03-04 094753.53289+00
id-703379,Rave Club,1,12,2011-05-16 163211.963929+00
id-532275,Re-Ack-Thor,1,10,2011-05-16 163211.963929+00
id-3219890,Micki Ronnae,1,8,2022-02-06 081220.218756+00
id-802685,The Thoughts,1,13,2011-05-16 163211.963929+00
rec-474460-dup-0,T.K. Br0s.,1,18,2011-05-16 163211.963929+00
id-572329,Einzeller,1,12,2011-05-16 163211.963929+00
id-1146825,Plane Shepard,1,12,2013-04-02 010015.568068+00
id-597237,Jody J.,1,18,2011-05-16 163211.963929+00
id-2650234,Ebrar Şendur,1,4,2020-03-14 113424.803301+00
id-2128478,Aiseo,1,8,2017-12-15 230724.609419+00
id-3072780,Sound Square,1,2,2021-08-18 080040.543415+00
id-97431,Shikisha,1,77,2011-05-16 163211.963929+00
id-1509390,bardane trio,1,28,2015-07-20 080027.601972+00
id-419076,P022,1,2,2011-05-16 163211.963929+00
id-119183,The Deadlines,1,53,2011-05-16 163211.963929+00
id-419075,Threshold Productions  Sonify,1,2,2011-05-16 163211.963929+00
id-1488262,A Becoming Walk / Questions in Dialect,2,2,2015-06-05 220534.511949+00
rec-3226116-dup-1,Kat Has5y,1,38,2022-02-14 023614.094124+00
id-622172,Jasmuheen,1,6,2011-05-16 163211.963929+00
id-623800,Adoração  Adoradores,1,92,2011-05-16 163211.963929+00
id-305333,Audio Cephlon,1,55,2011-05-16 163211.963929+00
id-815246,Mix Master Spade  Compton Posse,2,6,2011-05-16 163211.963929+00
id-694704,Ormen,1,10,2011-05-16 163211.963929+00
id-694708,Damp,1,2,2011-05-16 163211.963929+00
id-245624,Molarmill,1,15,2011-05-16 163211.963929+00
id-629704,Tao,1,8,2011-05-16 163211.963929+00
id-629707,Echion,1,25,2011-05-16 163211.963929+00
id-230296,Winter Bestowed,1,10,2011-05-16 163211.963929+00
