place,gid,name,place_type,address,area,coordinates,ended
id-21618,b5ab9af47aad40c4981e4ff19f9cb074,Proudly Ugly Studios,Studio,Kaiserstuhlstr 30 79106 Freiburg Germany,id-9403,48012427840851,f
id-57401,dea79d04bf4f4e2489cd02a034c94e38,Deep Blue,Venue,,id-5212,,f
id-11599,7ee557b181f04f2eab54f9f76d370ae2,Digital Services,Studio,1601 S Cherry St Tomball TX 77375,id-7326,,f
id-56586,939b275eed14486aae576b0f8d3e947d,Studios of the US Air Force Band Bolling Air Force Base,Studio,,id-269,,f
id-54613,ff5a99691ec8466b8c9cb002b482c3dd,Chiesa di Santa Maria Assunta,Religious building,,id-13718,435111107558,f
id-22411,560c4b9c86864fa29336e948a5262415,Gouchos,,,id-7703,,f
id-16380,4ceb622cc767466d926eeff10ebf3ead,Uihlein Hall,Venue,929 North Water Street Milwaukee WI 53202,id-12057,43042858791136,f
id-10839,f1e6503c640a45a1885eecd699c3f214,Collège SainteBarbe,Educational institution,4 rue Valette 75005 Paris,id-4434,4884752346667,t
id-36722,82cfb6ec08c84dd2a321421da7b00a11,Théâtre des Abbesses,Venue,31 Rue des Abbesses 75018 Paris France,id-4434,488848192337394,f
id-45036,ea082a2f86ca44668bc1864a485d9d28,Recombination Labs,Studio,,id-295,,f
id-4818,d8620bd9e0af4866abab195db3e560ec,Sugarbush Resort,Other,1840 Sugarbush Access Rd,id-23277,,f
id-6949,fdb121623c8b4a8f88cebfcd7114b653,Winzer Krems,Venue,Sandgrube 13,id-30655,48420515617,f
id-30843,93e12d402aa04a8a9db672d4dc110902,Sofia Radio Studio 1,Studio,,id-12776,,f
id-24029,f51fe7cf28ed44019064ec80cfc287ee,Funkatech Studios,Studio,,id-1178,,f
id-13695,a1ca7fcc77814693ad0d0869803be1c8,Graceland,Venue,109 Eastlake Ave East Seattle WA 98109,id-9655,47618637122329414,t
id-42079,f5895086c2d547dba49dcbe74bdbb025,acts 105,Venue,,id-397,,f
id-34733,4c8e3f26ff884efe94ea2bd1c0c914f0,W2 poppodium,Venue,Boschdijkstraat 100,id-7939,516954445297191,f
id-29838,7abfe26f034442168e63ab8d85e9c166,Wyspa Słodowa,Other,,id-5104,5111600417037703,f
id-2003,9e2dbee946fc4e6194598056ead85aa5,Trancentral,Studio,55 Jeffreys Road Stockwell London,id-64334,51471407012822,f
id-49624,e6cf9e38986a4176ba317722fd80e871,North Farmington High School,Educational institution,32900 West 13 Mile Road Farmington Hills Michigan 48334 United States,id-22959,4251683376,f
id-6254,3201667359ff4d6bba6c88108fc06bc0,T T G Recording Studios,Studio,,id-7703,,f
id-47075,9adda81ff0a54f2c9d84c43ae3017eaf,Mountain of Light Studio,Studio,,id-1178,,f
id-31697,0ab01ed60076448ab5b3778746484175,Herbert Place Studios,Studio,,id-9622,,f
id-16444,66e26ca64af4436abf26e09f9a7f118d,日本コロムビアマスタリングルーム,Studio,,id-397,,f
id-26415,6b10cb27c47a40ce80c238e5b1d02a10,United States Naval Academy,Educational institution,121 Blake Rd Annapolis MD 21402 USA,id-5217,3898376485,f
id-49001,732944a5fd7e42bb966cf364376a496b,College of the Desert,Educational institution,43500 Monterey Ave Palm Desert CA 92260,id-22397,33732438116389019,f
id-54413,b68496ebac9f482794abe2ecdd1a20b3,Electric Mind Studio,Studio,,id-14,,f
id-7687,e70c1716e5434f74871d2a27b9a12902,MarriotHotel,,,id-7020,,f
id-54172,6702d7e9b7b64c8f8b33371407cde4d0,USMP Studios  Hollywood,Studio,,id-39882,,f
id-7497,24a405cfdc334848ae9c1e8d84baa7b8,Rogers Centre,Stadium,One Blue Jays Way Toronto Ontario Canada M5V 1J3,id-5076,4364138979389167,f
id-882,2bada9acd5794c7b86d2b028bdd665da,Z7,Venue,Kraftwerkstrasse 7 4133 Pratteln,id-29612,4752725769425,f
id-22396,fad3b4592d6545e59a69e651705b6a3e,Independence Hall,Other,520 Chestnut Street Philadelphia PA,id-7707,399487575150089,f
id-56324,4283974e70684ae3b811535f893a7286,Owl Wing Studio,Studio,,id-397,,f
id-5470,f289f4c76e104b5c86de9dcea1bdcf29,Marcos CockPit,Studio,,id-23532,,f
id-32270,2ba361dda62b45d2a5a0a2a0951cde8a,MuseumsQuartier Halle E,Venue,Museumsplatz 1 1070 Wien,id-112783,48203131635828,f
id-41854,e9955641743949159d78c897b1c5febd,Lake House Wiltshire,Studio,,id-4015,,f
id-19516,170697cefbe94f5e83785a0dd575ec03,Ricoh Arena,Stadium,Phoenix Way Rowleys Green Coventry England CV6 6GE,id-3917,524480561495556,f
id-11340,585dd594d5554c69915641d692a3d904,Solas,Venue,232 E 9th St,id-10862,,f
id-31520,99c46120679e4175917cc3b2bb397376,Vier Peh,Venue,Flandernstraße 99 73732 Esslingen am Neckar Germany,id-21854,487451399320083,f
id-5607,d94ed499f6844d419576442ec59af6ad,NightShift Studios,Studio,27 Whittington Avenue Christchurch 8023,id-5353,,f
id-34547,fccab095624041da8fa4f7eb20119fab,Purple Haze,Venue,3699 SaintLawrence Boulevard Montreal Quebec Canada H2X 2V7,id-118880,4551487373574414,t
id-25611,2d310abe80fe4287b8ef32e37b364491,Aula Sargans,Venue,,id-97160,47044194397,f
id-27042,e620ebd5e4f84776bc7d4bf3b5883fa2,La Ruta de la Seda,Studio,,id-9413,,f
id-4867,f39d914ee96f4d4b9feb828ab2f6d0a8,Mad Dog Studios,Studio,293 S Lake St Burbank CA 91502,id-10971,3417411183129,t
id-13248,57019aa7f4274e939a95181f68823ff3,Sint Servatiuskerk,Religious building,,id-114964,,f
id-24887,bd4e0012d2ba45afbedb6b7465252408,Ruglen Studios,Studio,,,,f
id-28581,0b9cd759c37c4b9dad3f28904e38b75a,La Salle MargueriteBourgeoys,Venue,1750 Sauriol Street East Montreal Quebec Canada H2C 1X4,id-118827,4556518973649989,f
id-56196,80a3756ef15d4d1b95c89b251a586ef3,Odeon Preston,Venue,150 Church Street Preston PR1 3BU,id-116223,53758262698871,t
id-6402,6cf900171d7e49a6a4f7feefcb9c36d1,Théâtre du Lapin Vert,,,id-23037,,f
id-9020,ecf074a90a54425ba186b673631f6037,Bethaniënklooster,Venue,Het Bethaniënklooster Barndesteeg 6b 1012 BV Amsterdam Netherlands,id-7706,,f
id-4332,906f1a2efd464f9ca1f8a882569d8405,Hitsville IV,Studio,,id-7713,,f
id-8644,4725d3ce48ac4f2f955d35313dc01b94,Ina and Jack Kay Theatre,Venue,,,,f
id-24868,878313a530604e349f8539e888e06d68,Teatro del Estado,Venue,Boulevard Adolfo López Mateos 1112 Conjunto Urbano Caliss 21150 Mexicali BC Mexiko,id-87960,32654812115474565,f
id-14330,53c1d47ca92748b4af4df366377f643e,Watershed Recording Studio,Studio,5886 Edmondson Pike Nashville TN 37211 United States,id-5213,3603142686743253,f
id-2749,42dc99e1f5ec4e86ad7ab3761943ec4d,Orpheum Theater,Venue,216 State Street Madison WI 537032215,id-5287,4307589388611,f
id-12206,6506b8a35fb84c9fbc06b1a0d09759fb,Schoolhouse Studios,Studio,,id-7020,,f
id-4141,8c2ae7b6c85b4bb090234deff04db027,The Vanguard,Venue,42 King St Newtown NSW 2042 Australia,id-5126,33892862151186365,f
id-33667,aad0200489d549bfb88db858a8b44661,Red Brick,Studio,서초구 방배2동 45323 Seoul Korea,id-113,,f
id-16894,a66ca71e9c5047129cb76f31ebd53ab8,Cavalier Sound Recording Studio,Studio,,id-8105,,f
id-30257,5abf3a7aa9b444cda4ff183139878612,Christopher Lydons Home,,,id-5075,,f
id-21868,6dffbdccd7c747d2b8c39afc816bb8ff,LT Club,Venue,Tiergartenallee 12 18059 Rostock,id-5127,5408046412102529,f
id-22404,d821c886b1eb48a0899758aefa3402e4,Wood Street Galleries,,601 Wood St,id-7961,,f
id-51310,35ed50f37ba242bcafe6534658cf11cb,Nugget Events Center,Venue,,id-81685,,f
id-44878,aca98ab46c894cb696d28e8003ca2f49,Rooming,Studio,,id-113,,f
id-19784,d8fc2440e0cd471393cc92c0120b4e12,Saturn Sound,Studio,,id-10971,,f
id-4121,ab94ade5180c430e9a9fb15d13fbd776,Park Lane Studios,Studio,,id-3855,558324884277502,t
id-18619,e3a2e4636762411a9ae65d7dd81ff061,University of the Arts,Educational institution,,id-7707,3994675166,f
id-38474,701a2836acb9466aaf831bff3d639e05,wombsound,Studio,,,,f
id-57055,1f7cc98015834bb8850d4a635d073bf0,دار الآثار الإسلامية,Venue,9X965XV، The corner of Arabian Gulf Road and alShuhada Street across the road from Youm alBahaar by the National Assembly Parliament building، Kuwait City,id-105924,29368479624,f
id-39404,63cc0f8be2f64f5abb154e5f2eb93db0,Iolani Schools Seto Hall,Educational institution,,id-5193,21284646157824579,f
id-5819,058c4f19f94b41efac43541034b79074,St Jamess Palace French Chapel,Other,,id-1178,,f
id-907,80953ce496e9440fa952c00b06885b7a,Waldbühne,Venue,Glockenturmstraße 1 14053 Berlin,id-326,5251583313228889,f
id-10560,c284373165cd4f4fb5bc3f55d3c8aef3,Westwood Studios,,,id-5213,,f
id-51152,f623690e6e8a4d07b3b7cd61f3acb001,Konzerthaus Bad Pyrmont,Venue,Heiligenangerstraße 6,id-68808,5198652925446,f
id-33015,eedd5a0b64b44e93a0ad85c4b37ac698,DQ Studios,Studio,,id-71662,,f
id-9426,093c92557eb742c8b13da4a45c8966ec,Chiesa di Conselve,Religious building,,id-4679,4523135111875279,f
id-33616,c234b47af95848deb01cc50b6b6e5816,Masrah Al Madina Theatre,Venue,,id-21729,,f
id-10444,2f2a03be0f6e41738d6b755e22a1451d,Pomeranian Philharmonic Hall,Venue,,id-5279,,f
id-24037,1bb831cb9e3d40039df6fd448dc98690,Gooskis,,3117 Brereton St,id-7961,,f
id-47641,f1c584e5fa0245128c39b24cc2ac480a,SL Sound Studio,Studio,,id-5110,,f
id-52061,79fc7eb03713478997e83e2e4772a259,Church of the Holy Rude,Religious building,St John St Stirling FK8 1ED,id-13255,561214013945062,f
id-56823,17075ea417f64dd99129ec60411fc6a1,GTG House,Studio,1335 E Grand River Ave Lansing MI Lansing MI 48906,id-5230,4274636184531647,f
id-39430,f59b83cdf4a24c98ba473dbb6582e771,Kostel Matky Boží před Týnem,Religious building,,id-1805,5008771144227,f
id-47228,48efd3efe2f6437bab4e49f91ca3f565,High Hold Studio,Studio,,id-434,,f
id-11574,39acc09760f94f9d846e42d9e5d5a3f9,Henwood Studios,Studio,Unit 8 Oakley Wood Farm Benson,id-93564,,f
id-20610,5a3dd10c8279473a8b848c1d98309abe,Kurhaus,Venue,,id-7949,5008472282475,t
id-9807,f9ad77c3965c4994801e09e4dfd3dcbc,Studio Quatre Chemins,Studio,22 Rue Cartier Bresson,id-68553,48903252395776,f
id-22376,60ead923b2f74a15b44f0d2b001d68e5,Pavillón Multiusos Fontes do Sar,Indoor arena,Rúa Diego Bernal 15702 Santiago de Compostela A Coruña Spain,id-5184,428761918530752,f
id-30869,f8d0fc731c034a49a07a522cfe4a61bb,Mnemosyne Studio,Studio,,id-160,,f
id-26410,3d3495ea98754a329213e7715b50f020,Municipal Auditorium Theater,Venue,,id-22537,,f
id-21778,d88ef6af20914aa4993d34f32ef7a961,Online Mixing Studio,Studio,,id-7289,,f
id-14740,a3788b0845694d939305e756c49edc48,TV EYE Studio,Studio,PaulLinckeUfer 10999 Berlin Germany,id-326,,f
id-7607,fda6fb036fb04c8e9f7d00b2e14d8832,Haus Auensee,Venue,Gustav‐Esche‐Straße 4 04159 Leipzig,id-7289,5136985312315689,f
id-46135,af56915275cf4a01b4c143ca33c0e564,ICIS Duplicating,Other,,id-29508,,f
id-37960,f28b6faeea144d8e954da94a9cfef31f,Coldwater Studios,Studio,,id-7703,,f
id-42421,ec2870ce34264271a6a83103c662a5b0,Arts  Communication Center Music Hall,Venue,,id-84067,,f
id-35049,aee431b832534bab8129e88e71eb7694,Preah Suramarit National Theatre,Venue,,id-2625,,t
id-10061,00415d71fefe4ccf8042a31cc26fcae1,Bongo Beach Productions,Studio,,id-22322,,f
id-17376,87d9b3ac2a114c0cbb43db0d87ba25d1,Ocean Center,Other,101 N Atlantic Ave Daytona Beach FL 321184203,id-22844,292287810106,f
id-53648,9a4cbc1806c4469fb4a648f81029273c,Valmieras drāmas teātris,Venue,Lāčplēša iela 4 Valmiera LV4201,id-1406,5753943325425855,f
id-28395,3eb7eb09e5c44661a84465c242d706cd,Museum of Arts and Design,Other,2 Columbus Circle New York NY 10019,id-10862,40767573981944,f
id-40600,da08986e459d4c2b9c815d835d388d55,Strathclyde Suite,Venue,2 Sauchiehall Street G2 3NY,id-3855,558645034252921,f
id-49860,97bb02507af04c19840bc7c845f4d316,duskline recording studio,Studio,2 Chome848 Nakaicho Kita Ward Okayama 7000804 Japan,id-7298,34680066133931488,f
id-14584,f40677432e964d85bd4281097e60a8de,Bassline Studios,Studio,,id-5258,,f
id-42124,a2d399994f9a4313ac0b67d6b3472bbd,Villanova Studios,Studio,,id-7280,,f
id-31367,11c5a2abfe554746a6d4192e9f787d78,Studio Merijithu,Studio,,id-68508,,f
id-45726,cdfb1dda5fd645ca90ef95f10731e35f,Drucken3000,Other,Ackerstraße 22 10115 Berlin Germany,id-326,5253180113396623,f
id-43022,79ed64e6c2664cb8965e28133d70f8f0,ImpressiveArt,Studio,,id-170,,f
id-47683,6054a22e56554d74bc121aef98440be3,The Coronet Theatre,Venue,,id-1178,51494800989,t
id-50560,7731e6a8886f4382b78059772b67eb32,Alvic Studios,Studio,Wimbledon,id-67482,,f
id-5575,35f5dbad1f33478e80690174a398b635,Mercury Audio,Studio,,,,f
id-49174,7895a3d94bd0436cac819b2966b11149,Studio 54,Studio,Berlin Hohenzollerndamm 54,id-81,5248162513289115,f
id-49456,4dcb18b9c9474ad98a4f96fa5a0da9fd,Mãe dÁgua das Amoreira,,,id-5062,,f
id-4490,5658d0c21ce549038091d124de726f35,room2,Studio,Clubgroove Records,,,f
id-18843,67ef558071f74af89e7f8614bed65236,Megaphon,Venue,Sträßchen 12 51399 Burscheid Germany,id-68922,510748817127611,t
id-23017,b844d52653cc46d88d169e8e0d2d9888,Le Gymnase 2e étage,Venue,4177 SaintDenis Street Montreal Quebec Canada H2W 2M7,id-118140,4552182773577923,t
id-19421,c7d1cbc9067742e9acb950541f3177c0,Capital House Studios,Studio,,,,f
id-49292,812cca9ee545457a8bdc9c89d5731a69,Milchwerk Radolfzell,Indoor arena,WernerMessmerStraße 14 78315 Radolfzell am Bodensee,id-69750,477417218973508,f
id-21433,5c019b0970e843edb6d7827ce6aa1f18,청음 Studio,Studio,,id-113,,f
id-15386,002633311ba54b898eae895f74a5d6c8,CineStar Garbsen,,Rathauspl 2 30823 Garbsen Germany,id-69096,,f
id-41737,1c2b8636c1d24bcd8f9eec0e6efd162a,Rite Record Productions Inc,Pressing plant,9745 Lockland Road Cincinnati 15 Ohio 45215,id-7953,,t
id-20417,f0d06bb8660d4d638918aa6bb9a31f47,CBC Studio 4S,Studio,,id-5076,,f
id-20270,fb80fdda95ce44189e96a45930c0b293,The Butcher Shoppe,Studio,1315 Adams St Nashville TN,id-5213,,f
id-32534,9a1e065c45334604aa82777d7d13a08b,Gravodisc,Studio,,,,f
id-17219,b447db94466945be85ed6c2e07759cf8,Track Farm,,,,,f
id-44945,efed8a706c9d470cb813bd56566c2827,Juselhalle,Venue,,id-69060,,f
id-16905,d157957cabab4944a5d55d7ca51f0a04,Luna Mixing Room,,,,,f
id-8163,62f43d119ffc46abbc09c36e1055034f,Nezlobin Theatre,Venue,,id-2429,,f
id-37710,757626b0e0bc4816bec8f8a337688817,Rumor Mill Recording,Studio,,id-100940,,f
id-44377,93173847cb224f50862df8ba20f2eb7a,Polideportivo del Monte Tossal,Other,,id-9276,3835517049218,f
id-24338,2f51e21d1a9648af91f3f3b189832760,DePaul Concert Hall,Venue,,id-5099,419239876492,f
id-50098,2180d0ae50e144ab8a3d9bd2eb4fca21,Other Music,Venue,15 E 4th Street New York NY 10003,id-7020,40727917399314,t
id-36115,607a0254fadf4fe08cb973d16ea397e9,Symphony Studio,Studio,,id-3992,,f
id-56172,a3e081048d3c4e69a33599d881c05b73,Tyrolis Tonstudio,Studio,Meilstraße 36,id-80634,4727169511248198,f
id-7018,f5cb53c91e6a4c30b4d76acc3f379001,Dance Planet LX,Studio,,id-171,,f
id-54878,b23654f01ec74d969303ee50857db874,Fry Systems,Studio,,id-106102,,f
id-23848,d8815607288f4ad38a6ab98cedd939ce,Reanimator,Studio,Appelstraat 19 2140 Borgerhout Belgium,id-116160,512132534440806,f
id-41711,6e4713e6e0b8410db5b7ac9ebfe74caf,The Border Studio,Studio,,,,f
id-21700,e6fae9ac261d4ecc89953ad8deb9f229,35 Wyndham Street,,,id-3813,,f
id-18940,f2fee7f9fa1c4f9ca1a0b8d7340a506e,Blackpool Billiard Bar,Venue,Sibeliuksenkatu 10 FI04400 Järvenpää Finland,id-7788,,f
id-17198,d79366011b034cf08f425194de427ea7,The Showcase,Venue,,id-106178,,f
id-18030,39fd3d603c6a4060b5d316751a179c8b,Musical Instrument Museum,Other,Montagne de la CourHofberg 2 B1000,id-1793,508428364358831,f
id-35271,733566f6814e440fbbb08c9dd4b70e3b,Paddy OConnell,Venue,Calle de la Mar 20 03700 Denia Alicante Spain,id-108511,388413550107822,f
id-11342,d92aed7b88b240ff9ce0082552468055,Palazzo dei Congressi Lugano,Other,Piazza Indipendenza 4 6900 Lugano,id-7724,460050478956396,f
id-32682,7fb0aa0bf1c54c7ab66fa0e52d90f389,Canberra Theatre Centre,Venue,,id-5129,,f
id-34857,c3ae9ddc373b43d69fa008923332ee69,Cool Springs Recording,,,id-23382,,f
id-8423,fd731924c2a34533b3380ac6666c1c20,Absintherie Sixtina,Venue,Sternwartenstraße 4 04103 Leipzig,id-7289,5133503712379832,f
id-10731,080f3403b4e94c089f5a878ec04394d6,Evil Genius Records,Venue,Adelaide Road Wellington New Zealand,id-4879,,f
id-54405,ff7fc865dc614ed482b207e4a3ab705c,0x7 studio,Studio,,id-107,,f
id-13014,89a9b3c57ed94a558181a22755fb98cb,Studio Babelsberg,Studio,AugustBebelStr 2653 D14482 Potsdam,id-8852,5238706413120179,f
id-33774,74362a2e56274316936f7e0b73f727fe,Arbeitshaus,Studio,,,,f
id-38632,ea631b3b491d41968a72564ea6d7df89,HiverlyHills Studio,Studio,,id-107,,f
id-11757,47a94e72af45409fa1c04f8f8ad4b227,Severn Studios,Studio,,id-102118,,f
id-33182,abe6b11101d44b6790bc9b5cea03c69e,LinkKuei Estudio,,,id-194,,f
id-9618,c700eb878c934cdc970331c63683757f,Paradise Studios Grand Lake of the Cherokees,,,id-297,,f
id-18453,ca2d493cc25e485884d64384fd371529,Rebellion Stage,Venue,,id-27085,,f
id-47096,ef391f9d1421452bb442bbceb2f4c407,Appalshop Recordings,Studio,,id-25446,,f
id-30536,795406ff93e6461eb30b00684c450eed,St Catharines College Cambridge,Educational institution,St Catharines College Cambridge CB2 1RL UK,id-7307,5220301169,f
id-25251,8ede0ad6c1574df4a477c72ea2eb0fb6,Main Stage,Venue,,id-107042,,f
id-18716,f14b88432f4b4519a71202a22dfa7980,Brooklands Road Studio,Studio,,id-1178,,f
id-32226,2ea2be1dab374dca9d41d952ee687c8a,하늘세탁 Studio,Studio,,id-113,,f
id-55903,138390cf52da41a9afa4b0e99f7edc5c,Sinclair Road,Studio,,id-1178,,f
id-12346,6def9ea0d91c437c84791dfd929b316f,First United Methodist Church,Religious building,,id-5241,415018918166699,f
id-43314,78a1b520082448baa5a872e51f0c9890,Heidis Jazzclub,Venue,7 N Orlando Ave Cocoa Beach Florida 32931,id-271,283186806099,f
id-8487,cbc3e48f8c4b461cae9e47bae819d30f,Brisbane Entertainment Centre,Indoor arena,Melaleuca Drive Boondall Queensland 4034 Australia,id-117103,27342222153071111,f
id-4622,2fd23477d3a04dd1bc698f6641f54afb,MasterMix,Studio,1921 Division St Nashville TN 37203,id-5213,361491798679743,f
id-14549,4071c8f5abd54ab1b708e06b543b820e,Sunday Music Studios,Studio,Lorensbergsgatan 18 411 36 Göteborg Sweden,id-9526,5769938211977975,f
id-40360,2cc6d9638184418d87c58a58ba144e15,Resto Bar Le Pioneer,Venue,286 Lakeshore Drive PointeClaire Quebec Canada H9S 4K9,id-9232,4542895173825465,f
id-16971,3e8c7a85ddf64823bb206e659d73e50b,Curtis Institute of Music,Educational institution,1726 Locust Street Philadelphia PA 19103,id-7707,39948857517066,f
id-8390,4f8ab6e5bf684d4e86efe88464ba6852,Ungdomshuset,Other,Dortheavej 61 2400 København NV,id-7712,5570873612523502,f
id-52435,32fb80273e0e4adc950401d751740fee,Pôle supérieur denseignement artistique de Paris BoulogneBillancourt,Educational institution,14 rue de Madrid 75008 Paris,id-4434,488786232042,f
id-18510,bcf58380005c4f06b3337c02693e485f,M4II,Studio,,,,f
id-3043,e426abec7cbb4636bddb1186f22a8028,St Michaels Church,Religious building,South Grove Highgate London N6 6BJ United Kingdom,id-58384,515689580150416,f
id-15353,82ae79b57b514edeb211c41bdb940437,Europahalle,Venue,,id-23722,,f
id-51437,11e9511fe92043598cc6eb6e316ed665,Église NotreDame dAixlesBains,Religious building,Place Cardinal Garrone 73100 AixlesBains,id-119200,456911591583,f
id-7584,4e1f98d2274c46f588ac0ad924d6334b,Sound Cuts,Studio,,id-221,,f
id-29804,ee93de104e0a453db7171576e4a195e0,Market Hotel,Venue,1140 Myrtle Ave Brooklyn NY 11221,id-115540,,f
id-29677,a517ffdd0c404a2bbd6c172f53aaab49,广州体育馆,Stadium,,id-5195,23184314113271575,f
id-45349,8ed37a2d95784c40b407a3a11b4ada85,Central Technical School,Educational institution,725 Bathurst Street Toronto ON M5S 2R5 Canada,id-5076,436632187940845,f
id-45010,645102b9d9284479a5ecea20d4ed8eeb,Hastings,,,id-331,,f
id-25082,fbd583eeb2e24c71ad1e9085fbfee1ae,Espace Culture Saint Andre,,,id-68600,,f
id-53512,fbb1e9bf87bd46bca11718517834dcd7,Architect Recording Company,Studio,,id-7703,,f
id-27282,5a7c35dc66e645749af002ec5b167c7b,Auditorium Matteo dAcquasparta,Venue,,id-8169,426933125456,f
id-22927,da23defd1b7b4bffa0e6ebaeb0c98692,Gods Butt,,,,,f
id-24583,bd0276e7f4ad462da7bcc54e42bde481,The Record Plant Mobile Studio,Studio,,id-7020,,f
id-32632,ac4f1965a8ea46d39c46c2fdbf8ebe1b,Sonica Studios,Studio,Via Abetone 16 38068 Rovereto,id-16365,,f
id-25859,1eddfccce22d4c4f89fd59095eb61c3d,Studio 91,Studio,,id-117401,,f
id-18479,ee6d9f7ef87a48b289b4901eab1b2dc5,Styrene Studios,,,,,f
id-6619,685a0a1899c044b3b5d5e35587061a0e,St Georgenkirche,Religious building,,id-69821,508161381254126,f
id-36379,c0603cf9d1f0472093883b65f8bb68d8,McKie Beats Studios,Studio,,,,f
id-24297,45c4e40810f842fa8602af129c61ccd8,The Vic for Jazz,Venue,2640 Main Street Santa Monica CA 90405,id-5283,,t
id-38751,1363d908785044258f2c64a0cc868da7,Wing Nut Music,Studio,,,,f
id-15695,64961c622d154de6ae1fabe5959115d7,Classical Digital Inc,,,,,f
id-47730,09e79860c2014844b036a5adfb21b5eb,Soundworks Recording Studio,Studio,3801 23rd Avenue 303 Astoria Queens New York,id-67440,,f
id-25432,8d890a8a7b5441ffa8bd10f77e25797b,Bellwood Prison Camp,Other,,id-5210,337118843683,f
id-46078,709cbe627848464aaba2878e1079d382,Synchestra Studios,Studio,,id-7731,,f
id-23755,4b75e456533747ddaae3fc91f9dac511,Klanglabor Weimar,Studio,,id-8966,,f
id-47357,6062886819d248bd8f530ca7d7cce5e3,Centro da Musica Carioca Artur da Távola,Venue,Rua Conde de Bonfim 824  Tijuca Rio de Janeiro RJ 20530002 Brasil,id-5161,22935324324424,f
id-51216,5d42fdce86cb4c3da08a06d4c3c735e4,Crossroads Garage,Venue,,id-23707,,f
id-28063,ede5d85e307445a89e7a1ccb82258ecd,Mi Sueno Recording Studios,Studio,,id-99554,,f
id-56382,21f01d8819ea46849c22c36dc5502cb9,Hard Rock Café Los Angeles,Venue,8600 Beverly Blvd at the Beverly Center,id-7703,,t
id-44243,5afb519b4d344a63bd973c8bf470326c,Château de Méridon,,,id-53025,486923492033587,f
id-30306,0d597ce4dc734f9cacbefd34a213ee7a,St Elisabeth,Religious building,Obere Sandstraße 29 96049,id-23723,4989275610883094,f
id-3225,0f9be4c7f57c42379c4d154f21b5bbaa,Engine Studios,Studio,1644 N Honore St  300 Chicago IL 60622,id-5099,,t
id-21501,afd6b54a53fd4c86a741432bdc4f0bc5,Mike Cogkendalls Attic,,,,,f
id-24852,ff8baa0a999b4fad8a5d75e3ceb7e7c6,808sounds,Studio,,,,f
id-51773,6fb2d82c6ca7480f8f73489dc0ffe889,Cirque de Reims,Venue,,id-68605,49254940222,f
id-2167,cb37c80c51b04d5e950e95c2c154fc87,The Wamdue Room,Studio,,id-5210,,f
id-17450,397ff111e79045218221eaf43c967727,YAD Music,Studio,,id-4434,,f
id-55166,b94a7e6704c54b498baec5de9beca092,Reid Brody Studio,Studio,,id-5099,,f
id-19497,656c8df5add54075bf01f443a785d39a,Japanese Academy,,,,,f
id-1738,0a2421847ca74e9e95ce6b4291a41cb9,Stahlwerk,Venue,Ronsdorfer Straße 134 40233,id-7709,512151646818047,f
id-22009,f535842b30ea4c80b467d6a0364103f0,JC Arthur Satàns parents,,,,,f
id-46116,7085b01f35b84abb8378090db00e095d,Tonengineer Studio,Studio,,,,f
id-16612,93703649aa044dd6915ba8b23b2a9605,Mechanics Bank Theater and Convention Center,Venue,1001 Truxtun Ave Bakersfield CA 93301,id-22323,35372119013,f
id-9657,8dd783f39fd04d9c99e32dcd4367a3f3,Sacred Heart Music Center,Venue,201 W 4th St Duluth,id-5767,46787592105556,f
id-36955,b4bb299d91ed421e90338971a7ac313b,Amoeba Music,Other,6400 Sunset Blvd Los Angeles CA 90028,id-39882,,f
id-16481,47540a850c1c49c992996eaf57016a54,AlbertusMagnusGymnasium Bensberg,Other,Kaule 3 51429 Bergisch Gladbach Germany,id-68850,509610977155988,f
id-23373,c027738acdf540e3a34d27f4b0bfb3d9,Mancave Sound Studios,Studio,,,,f
id-23610,606ca57523c84ffb888617c1dee72f55,Fantomas Studio,Studio,,id-97,,f
id-18039,5ff2a67fa78543f48b09a92702f5e09b,The Attic,Venue,170 High Street Cheltenham,id-29508,519007522074432,t
id-38691,8ff5f495806c47dba6e15f4b83e8d058,Leggo Studios,Studio,,id-1468,,f
id-10018,14d72d98d8bb409ca33613383053cb0c,Scruggs Sound Studio,Studio,,id-5213,,f
id-7320,32a8ddc6d95541f789e0a1bbf73b4e76,Black Saloon Studios,Studio,Black Saloon Studios Vestry Works 9 Vestry Road Walthamstow Village London E17 9NH United Kingdom,id-1178,515834490012568,f
id-18112,12966da848834e15b5ecfa27d27f9a9a,Miami House of Music,Studio,,id-12314,,f
id-5816,fc8c39bf39444c44a14a95819c88e90c,St Lawrence,Other,Cannons Park Edgware,id-1178,,f
id-30555,f3b0a2bab4aa48978c791633e4713da6,Three Books Studio,Studio,,id-3821,,f
id-26214,7f994459844e4798bd1d3e7e80ea3d45,Trenton War Memorial,Other,West Lafayette Street Trenton NJ USA,id-5200,4021833374768333,f
id-51517,17bfd4fd535b4f0593d653492c821ebe,The Drone,Studio,,id-23036,,f
id-53808,79abf236c89940b18ddbc5bbb6860e1e,Thinkn Talk Studio,Studio,,id-1793,,f
id-4952,7216a1298d6d4f0ea79c7ca74ad53362,80 Hertz Studios,Studio,80 HERTZ Post Production  Recording Studios The Sharp Project Thorp Rd Manchester M40 5BJ Manchester UK,id-3925,5350201219344,f
id-16140,8d9ec6ad91134160b5e0750247fcb62f,dB Music,Studio,,id-653,,f
