artist,gid,name,sort_name,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,artist_type,gender,area,comment
id-34227,1d3362bc65fe4106b0096f1cead58081,Steve Haun,Haun Steve,1963,10,12,2015,8,28,t,Person,Male,id-10195,
id-1809541,02049717e7d1441286d12f734e71786c,Chris Clark,Clark Chris,,,,,,,f,Person,Male,id-21,Belgian 198090s singer
id-5040,5a28f8c231fb4047ae57c5c326989262,Hawkwind,Hawkwind,1969,10,,,,,f,Group,,id-221,
id-635355,08e36c933aa14a1992970a56f12e3895,Chayag,Chayag,1990,,,,,,f,,,,
id-25,36bfa85f737b41dba8fcb8825850ffc3,Pavement,Pavement,1989,,,2000,,,t,Group,,id-222,US indie rock band
id-1706,c13863e987374e63ab31f0e3f77c53e7,Jaci Velásquez,Velásquez Jaci,1979,10,15,,,,f,Person,Female,id-222,Christian  gospel singer
id-143501,6290b769173d49d1990e660a4e333877,The Zutons,Zutons The,2001,,,2009,,,t,Group,,id-221,
id-32506,aba6493733344c6590a14e6b9d4d7ada,Aesop Rock,Aesop Rock,1976,5,11,,,,f,Person,Male,id-222,
id-170778,9ffc39ffb5cf455abeb9b5dd338128bd,松尾早人,Matsuo Hayato,1965,8,13,,,,f,Person,Male,id-107,
id-218697,40c9866dae1b44459542bcc4d5ab9d9e,Dustin OHalloran,OHalloran Dustin,1971,9,8,,,,f,Person,Male,id-222,
id-281399,cc732b3c97da446a85af1c849b04fcc4,Pushkar,Pushkar,,,,,,,f,,,,
id-797811,b38b57d8a2d24585b27d7a482ea0684b,Fabian Müller,Müller Fabian,1964,,,,,,f,Person,Male,id-203,Swiss composer and cellist
id-959255,5a9bf35a226c4dca874e6a19618c383c,Raising Miss June,Raising Miss June,,,,,,,f,,,,
id-12,249eb550505e43efac50e8c605706ff1,Giant Sand,Giant Sand,1985,,,,,,f,Group,,id-222,
id-125376,74d57f1aedef4261ab3b48c48768765a,Paul Stinga Orchestra,Paul Stinga Orchestra,,,,,,,f,,,,
id-245870,2b7de7da35e8492a9a6c1791fb95a982,Brad Walsh,Brad Walsh,,,,,,,f,Person,Male,,
id-174104,99641f7f0d7d423ab68592502c91e0e1,Alberta Casey,Casey Alberta,,,,,,,f,Person,Female,,
id-541669,905dde3d5bee4e2cb751503b3cbc1c54,Heiden,Heiden,2003,,,,,,f,Group,,id-56,
id-3418,e787de5d49e24b1f9bde1fd3a671b971,Fats Domino,Domino Fats,1928,2,26,2017,10,24,t,Person,Male,id-222,
id-678274,0ff19eb7f7664c1bb65557db7364229a,Valborg,Valborg,2002,,,,,,f,Group,,id-7023,Germany Death Metal early Progressive Death Metal later
id-1338,db403e3d475345d68fcb94db03e882e1,Jerry Goldsmith,Goldsmith Jerry,1929,2,10,2004,7,21,t,Person,Male,id-222,American score composer
id-868071,fa7b974b5b164d7888c21886dd2d48f0,Uku Kuut,Kuut Uku,1966,7,8,2017,9,22,t,Person,Male,id-67,
id-1138677,d1cd21914a894524bd38484dbf381db2,Michael Palmer,Palmer Michael,,,,,,,f,Person,Male,id-222,reggae vocalist
id-190590,3c656cc6c74842bca9cc33018b716307,Julian Fane,Fane Julian,,,,,,,f,Person,Male,id-38,
id-1111,153c9281268f4cf38938f5a4593e5df4,Soundgarden,Soundgarden,1984,,,2017,,,t,Group,,id-222,
id-121885,e1d96a0f839a49d6ae2fcd66d3b33413,Arletty,Arletty,1898,5,15,1992,7,23,t,Person,Female,id-73,
id-22590,0667bf871c7646e7bb069e8bf8fb5ff8,Chris Smither,Smither Chris,1944,11,11,,,,f,Person,Male,id-222,
id-5236,808594d5e509463eb2d62e3b1b0199b5,Carol Sloane,Sloane Carol,1937,3,5,,,,f,Person,Female,id-222,US jazz vocalist
id-769555,c5f259d0abd8418e81ee3965fd4e4e9a,Icona Pop,Icona Pop,2009,,,,,,f,Group,,id-202,Swedish EuroPop duo
id-90133,23e8d1246bc34382b9407dde5eedb818,The Membranes,Membranes The,,,,,,,f,Group,,id-221,UK punk band
id-169160,9a3bf45c347d4630894d7cf3e8e0b632,Santana,Santana,1966,,,,,,f,Group,,id-222,US Latin blues  rock band
id-193885,ff5ecf29c8914290be7cb8943e832545,Danças Ocultas,Danças Ocultas,,,,,,,f,Group,,id-171,
id-1513549,a0a0feb303be43919043a01339b47765,This Awakening,This Awakening,,,,,,,f,,,,
id-786999,af48cadc7f5e4d9091f6a5e604494ce5,与猶啓至,Yonao Keishi,,,,,,,f,Person,Male,id-107,
id-677116,dd564de78f624747824611c1af876a54,Jennifer Thomas,Thomas Jennifer,1977,6,23,,,,f,Person,Female,id-9655,pianist violinist  composer
id-46843,ea6d10c84f3043159f71c8c7ee03cbac,The Feelers,Feelers The,,,,,,,f,Group,,id-153,New Zealand
id-704235,3c492eac94e04609bd9a819dac755bf4,Palo Chodelka,Chodelka Palo,,,,,,,f,Person,,,
id-717052,83b76b723f2944bb874017846e59384a,William Franklin Lee,Lee William Franklin,,,,,,,f,Person,Male,,Production music
id-714016,3ea8d4483a9f4bedb5a7be2361cc06bd,Christopher E Hajian,Hajian Christopher E,,,,,,,f,Person,Male,,
id-327588,c22ee5d9f64f4c559ddbd1e0e431ef1e,Nic Chagall,Chagall Nic,1972,11,10,,,,f,Person,Male,id-81,
id-2207691,39c7cca2e4794458bba44ea289661c8a,No More Hope,No More Hope,,,,,,,f,,,id-176,
id-71199,fdefb29250fc4794b36b14be4c1d46fe,Dive,Dive,1990,,,,,,f,Group,,id-21,EBM project of Dirk Ivens
id-129655,76b07aea28a64041be74a49abd11f2a0,Lil Raskull,Lil Raskull,,,,,,,f,,,,
id-1861990,71839f14c9704844b800d6f5a10c2c39,Svatan,Svatan,2015,,,,,,f,Group,,id-30,Brazil  Black Metal
id-973807,227630d3bb7747079888a1bbd315eefb,ifls,ifls,,,,,,,f,Group,,id-107,
id-55410,6c96d2e7fac6436084d3e305cd763492,Hollywood Fats,Hollywood Fats,1954,5,17,1986,12,8,t,Person,Male,id-222,
id-720539,8e6e23b9457d477584b3a965e2402a31,Aaron Briggs,Briggs Aaron,,,,,,,f,Person,,,
id-909244,6cae6e362dac4267af8bb7a0c75f66fa,Twisted Linguistics,Twisted Linguistics,,,,,,,f,,,,
id-3806,aeb71bd8447d44158ea12b7d664f67e1,Lata Mangeshkar,Mangeshkar Lata,1929,9,28,2022,2,6,t,Person,Female,id-99,Indian singer 19292022
id-547537,7ff89d2171524c9788358ae111757dcb,Abuso Sonoro,Abuso Sonoro,,,,,,,f,Group,,id-30,
id-689965,e11e1c16766949fb9bc78838f9830b8e,The Department of Drama of The Catholic University of America,Department of Drama of The Catholic University of America The,,,,,,,f,Group,,,
id-5090,34dc3c845bfd4850b3f1f9f4ad63d810,Criminal,Criminal,1991,,,,,,f,Group,,id-43,thrash metal band from Chile
id-208486,7340abd512a34d5dac0833485886bcf1,The Stupids,Stupids The,1984,,,,,,f,Group,,id-221,UK punk
id-77089,3e9de2ba05fa43a89a9674a6be297ae0,Haus Arafna,Haus Arafna,1993,,,,,,f,Group,,id-81,
id-290280,edf3c597635949d884e1e673216c2549,Club Killers,Club Killers,,,,,,,f,Group,,id-202,
id-23969,57e1d9666e704307a7044b0aaa8459fb,Carlene Carter,Carter Carlene,1955,9,26,,,,f,Person,Female,id-222,
id-84915,7f7797c0169a49618c2fd1b7892f868c,King Kurt,King Kurt,1981,,,,,,f,Group,,id-221,
id-1647094,269537f80729433dbea1cc3ea667914e,Geneviève Leclerc,Leclerc Geneviève,1983,5,19,,,,f,Person,Female,,
id-405833,a72d34b7d6ae433ea78aa2c0f13c47e9,Peter Fletcher,Fletcher Peter,1968,4,4,,,,f,Person,Male,id-222,
id-6366,2d7a0fecef564d95af134b953d8e0d7d,The Bluebeats,Bluebeats The,1994,,,,,,f,Group,,id-222,1990s2000s US ska band
id-1021,1f9df192a6214f5488502c5373b7eac9,Ludwig van Beethoven,Beethoven Ludwig van,1770,12,17,1827,3,26,t,Person,Male,id-81,German composer
id-45442,8d2651e1f5394492957a8b4dc4c5d9b9,Mississippi Fred McDowell,McDowell Mississippi Fred,1904,1,12,1972,7,3,t,Person,Male,id-222,
id-126062,cd984dc6cff5493da7fc42e359e33115,The Blamed,Blamed The,1994,,,,,,f,Group,,id-222,
id-371454,63a96920428946ed8e4df21df9db7f79,東京エスムジカ,Tokyo ethmusica,,,,,,,f,Group,,id-107,
id-31535,fb1080d4aaf7430eb5886a6ce79e2eb3,The Mills Brothers,Mills Brothers The,1928,,,1982,,,t,Group,,id-222,
id-135547,d4bdf22679c046f5a6b5fbab3fe20826,佐藤直紀,Satō Naoki,1970,5,2,,,,f,Person,Male,id-107,
id-1222146,9b0480464d0d46de9e7302e7e208f952,Silvio Silver Pozzoli,Pozzoli Silvio Silver,1953,7,19,,,,f,Person,Male,id-105,
id-887968,bf0369b9b7fc49198b4f3448fe5744ab,Black Bottle Riot,Black Bottle Riot,,,,,,,f,Group,,id-150,
id-63503,13a77373762b409e8d7f1005c5239ef7,Frank London,London Frank,1958,,,,,,f,Person,Male,id-222,
id-187,5dfdca289ddc4853933c8bc97d87beec,Marilyn Manson,Marilyn Manson,1989,,,,,,f,Group,,id-222,the band
id-1784909,4f817683efe04b28bc0cba1081c85c71,Wm Abraham Restum,Restum Wm Abraham,,,,,,,f,Person,,,
id-120423,ba352c1a88384da1ab7c22ea098a9a20,Antonio Pinto,Pinto Antonio,1967,,,,,,f,Person,Male,id-30,Brazilian score composer
id-1234977,2f213745ff4d45859f73757decff4b88,Puig Destroyer,Puig Destroyer,,,,,,,f,Group,,id-222,
id-277835,4a0631473b914f9fb92e1ace34b11c12,Sean Hughes,Hughes Sean,1965,11,10,2017,10,16,t,Person,Male,,comedian
id-420980,7b8eb41a510c435696d2edf4f16d9569,Sigvart Fotland,Fotland Sigvart,,,,,,,f,Person,,,
id-558971,866d48b59c1e4139baba6a897ee31f57,Mariachi Peñatitlan,Peñatitlan Mariachi,,,,,,,f,Group,,,
id-226537,95bf7d2a176a457b8f6bf55b7300bb3b,LKan,LKan,,,,,,,f,Group,,id-194,
id-389863,cd870e2a8ccf44edbdbd42f0c23ae240,Charles Veal Jr,Veal Charles Jr,,,,,,,f,Person,Male,id-266,violinist conductor and arranger
id-560710,757790a5ef36471da6860c57c956b0ef,Army Navy,Army Navy,2004,,,,,,f,Group,,id-222,
id-2049949,aacebb6bf22540d293465b204885b9a0,ETO,ETO,,,,,,,f,,,,ambient electronic project
id-1317,7b353d3c2bd940e3a21db7da3f941339,Glenn Miller,Miller Glenn,1904,3,1,1944,12,15,t,Person,Male,id-222,jazz band leader
id-852023,748d15c07fa448d7ad5e3ff984f91f61,Faltsch Wagoni,Faltsch Wagoni,1982,,,,,,f,Group,,id-81,
id-99559,e82ce1cca7c24ad3ac86ae6f925eb148,Carole Simpson,Simpson Carole,,,,,,,f,,,,
id-541527,9286ea105f2b4c4abde0c9544b5f0c9d,Morning Star,Morning Star,1997,,,,,,f,Group,,id-221,indie rock group led by Jesse D Vernon
id-735675,c6b4707b82de4ee7884d62ba4c200811,Hydroplane,Hydroplane,,,,,,,f,Group,,id-222,US electronic band
id-736940,c4a3914d1a05443fa67145fa8bc5fe0d,Lindsay Mac,Mac Lindsay,,,,,,,f,Person,Female,id-222,
id-67853,0c207df9af854d90bffc959b2be47292,Life Sex  Death,Life Sex  Death,1990,,,1996,,,t,Group,,id-222,
id-469760,a9fbdf56a7c54455962ccb039a27e3c8,Douglas J Cohen,Cohen Douglas J,,,,,,,f,Person,,,
id-846554,4c9885a253c3497d846758df35ac8db1,Kent Hovind,Hovind Kent,1953,1,15,,,,f,Person,Male,id-222,
id-147855,972be159c1e842db85c7ef6fd9b04b92,Patrick Fiori,Fiori Patrick,1969,9,23,,,,f,Person,Male,id-73,
id-240374,fd2b504937534aa18157c22e71785044,Андрей Романов,Romanov Andrey,1956,7,28,2000,6,29,t,Person,Male,id-176,Дюша
id-734272,ed0a17317f6b4896a8a70cd11b8f5142,Graveyard Train,Graveyard Train,2008,,,,,,f,Group,,id-13,2008present Australia horror country group
id-21359,ab950ad13e41411a8a84b0b5f90a62c0,The Dramatics,Dramatics The,1962,,,,,,f,Group,,id-222,US soul music vocal group
id-68652,cf8a81b71c5741fca89067dc28cb9ccf,Zaïko Langa Langa,Zaïko Langa Langa,1969,12,24,,,,f,Group,,id-236,Congolese popular group
id-185249,e24e88c1ec324642be41dc9529426f57,The McKrells,McKrells The,,,,,,,f,,,,
id-383315,e1e5f453f8b841aba142335bec9e2f0a,Robert J Foster,Foster Robert J,1941,,,,,,f,Person,Male,id-221,UK productionlibrary music composer
id-701320,48bbf8c9b5054d2098b7dcf1b7f63f4d,Ray Znett,Znett Ray,,,,,,,f,Person,,,
id-1078694,8f5bc785cac142b3bebed279f5b907e4,Northern Lords,Northern Lords,,,,,,,f,Group,,,
id-10293,8d610e5164b44654b8df064b0fb7a9d9,Gustav Mahler,Mahler Gustav,1860,7,7,1911,5,18,t,Person,Male,id-14,composer
id-104436,2c31fd035e414da3853eb661ed4e6788,Dollar,Dollar,1978,,,1988,,,t,Group,,id-221,UK pop group
id-878272,69d57501cc8b40bf9e93360465c06a54,Bill McBillson,Bill McBillson,,,,,,,f,Person,Male,id-13,
id-31006,49c4378b3c364c5a89998d936e74f39b,The Divine Comedy,Divine Comedy The,1991,,,,,,f,Group,,id-221,
id-22492,dcb03ce367a54eb3b2d12a12d93a38f3,BB King,King BB,1925,9,16,2015,5,14,t,Person,Male,id-222,
id-1517649,8a2ee791b58a472b995c6362f99a79bc,Gertjan Wels,Wels Gertjan,,,,,,,f,Person,Male,,
id-11285,b972f589fb0e474eb64a803b0364fa75,Wolfgang Amadeus Mozart,Mozart Wolfgang Amadeus,1756,1,27,1791,12,5,t,Person,Male,id-14,classical composer
id-256891,4c789e582e4c4167b88179aec362824f,Mary Duff,Duff Mary,,,,,,,f,Person,Female,id-103,
id-789722,ede7ea5bd3f04f5fbf894497ee47ebe4,Frost Bound,Frost Bound,2010,2,24,,,,f,Group,,,Maryland Black Metal
id-922390,9a7655c990e042a6adcf4b0f684ed854,Familie Hesselbach,Familie Hesselbach,,,,,,,f,Group,,id-81,
id-412898,6196624ac7c145e28eb607469b1b071b,AudioSource,AudioSource,,,,,,,f,Group,,,
id-152048,6b76ff22cf3c47d5af4a373f30b8dd59,The Gaturs,Gaturs The,,,,,,,f,Group,,id-222,
id-512934,d594b1d8a3e5485191d76a6cc36139c6,Dr Toast,Toast Dr,,,,,,,f,,,,
id-130042,b8a0b5c01ddf4214bbad932aec06a56d,Ernst Bobbie en de rest,Ernst Bobbie en de rest,,,,,,,f,Group,,id-150,
id-185459,c2b139e465db4e71937edf07fe9da5eb,Signal Hill,Signal Hill,,,,,,,f,Group,,,
id-291964,0987958cc0c948b785dbbda3125f494f,Kees,Kees,,,,,,,f,,,,
id-35364,4c141ecd23f948819a8c27e7e7af708c,Generation X,Generation X,1976,,,1981,,,t,Group,,id-221,late 70s UK punk band
id-137835,1dae27d3654f4573b9173c40513908fd,Super XX Man,Super XX Man,,,,,,,f,Person,Male,id-5147,
id-2228,e024a3cac78e459a9a988029f49b5a5f,Mano Negra,Mano Negra,1987,,,1995,,,t,Group,,id-73,French band
id-171843,4b2f7fe677e44ce09a1bc0d3e50e1b18,Raggio di Luna,Raggio di Luna,1963,,,,,,f,Group,,id-105,
id-270770,d904b91efeaa4322994043d0977767ad,Chris Kringel,Kringel Chris,1971,,,,,,f,Person,Male,id-222,
id-119323,07ea7b3948a146e78681b77307f0119c,Scrunter,Scrunter,,,,,,,f,Person,,,
id-861584,50c94305279f4a30b6c362b07eecf69c,The CRS Players,CRS Players The,,,,,,,f,Group,,id-221,
id-469343,175ba01c29d84cce978cebacb509dfef,The Duke,Duke The,2000,,,,,,f,Group,,id-72,Finnish rock band
id-402671,0cac6cfe6bd1421ab2408a20c8d8e3d0,Nevertheless,Nevertheless,,,,,,,f,Group,,id-222,
id-2102,b847e9d2c9314daf900c42c7b2c42e16,Front Line Assembly,Front Line Assembly,1986,,,,,,f,Group,,id-38,
id-169464,99ada23eb7bf422a8f48231f90658383,Michelle Wilson,Wilson Michelle,,,,,,,f,Person,,,
id-215864,c8da45f12cab42e1819c175b139a7170,Michi Lange,Lange Michi,,,,,,,f,Person,Male,id-81,
id-678963,78e0d07b54af43858f9db8af8c4c19e4,Bob Bunker,Bob Bunker,,,,,,,f,,,,
id-179905,fdcdb0e9226846d7ada636bfd3972e58,The New Indians,New Indians The,,,,,,,f,,,,
id-1042382,5b8e664b7d014e5eae142abc5c58156c,Lakes,Lakes,2002,,,,,,f,Group,,id-5121,Postpunk  neofolk band from Australia
id-97546,125ec42a72294250afc5e057484327fe,unknown,unknown,,,,,,,f,Other,Not applicable,id-240,Special Purpose Artist  Do not add releases here if possible
id-627249,b75e264677ef4f4a8daf0bf2fb39c504,Pollyester,Pollyester,,,,,,,f,Group,,id-81,
id-30080,22feb3d6d1b7420e92b8cd84e912101b,Jan Eggum,Eggum Jan,1951,12,8,,,,f,Person,Male,id-160,
id-2327,24f1766e96354d58a4d49413f9f98a4c,Johann Sebastian Bach,Bach Johann Sebastian,1685,3,21,1750,7,28,t,Person,Male,id-81,German Baroque period composer  musician
id-1766,b625448ebf4a41c3a42172ad46cdb831,John Coltrane,Coltrane John,1926,9,23,1967,7,17,t,Person,Male,id-222,
id-216221,c21621eb56f74b7eb5c0c5b26414177f,Guido Schneider,Schneider Guido,,,,,,,f,Person,Male,id-81,
id-1009472,5c80dd9269c8473c8520c7e28eb11ea0,Square Root of Margaret,Square Root of Margaret,,,,,,,f,,,,
id-129709,4d6b3c9fc5c14acfb1920c6cdaa7e281,The Duke of Iron,Duke of Iron The,1906,,,1968,,,t,Person,Male,id-222,
id-125734,a09aa8f288a04f1490059e7fe63140af,Vazelina Bilopphøggers,Vazelina Bilopphøggers,1979,,,,,,f,Group,,id-160,
id-41733,43e81abcbd9c40568c2d6dfdf3902025,mc chris,chris mc,1975,9,2,,,,f,Person,Male,id-222,US nerdcore rapper voice actor comedian  writer
id-397379,8f48ecc408134edfba67818f47e7e752,Natural Snow Buildings,Natural Snow Buildings,1998,5,,,,,f,Group,,id-73,
id-678385,c49aa4fc22f1457181172318b71d12c4,Klostertaler,Klostertaler,1976,,,2010,8,,t,Group,,id-14,
id-476760,8f67ab008c7a4e568d82ab8899a572a6,AMP Studio,AMP Studio,,,,,,,f,Group,,,
id-113811,63d38a2c55dc43189ff482d4c265f89f,Medina Azahara,Medina Azahara,1979,,,,,,f,Group,,id-194,
id-890550,e812ef28f1184611aa3a20c4ca97e738,Ariëtte,Ariëtte,,,,,,,f,Person,Female,id-39,Capeverdean singer
id-644827,28da901eb3994e93964dbd9108e5f7ce,Aloha From Hawai,Aloha From Hawai,,,,,,,f,Person,Male,id-81,
id-358200,3c81c0815ae6411b83f2cea06c44a683,Charlotte Roche,Roche Charlotte,1978,3,18,,,,f,Person,Female,id-81,
id-130086,c5836b0ead2b4f15b12bca6019ea211e,Dance House Children,Dance House Children,1990,,,1993,,,t,Group,,,
id-24013,631e2d6a16ac4c4989ac987dc81e60e9,Bill Conti,Conti Bill,1942,4,13,,,,f,Person,Male,id-222,
id-249435,6863be56685d46a1b69f5f309c369aba,Cseh Tamás,Tamás Cseh,1943,1,22,2009,8,7,t,Person,Male,id-97,
id-706322,89e8af92f7494f2ea4b38b548649d6f0,Jim Oxborrow,Oxborrow Jim,,,,,,,f,Person,Male,,
id-613603,87f3a58f7ea74b14850acea0d7087d44,Chainreactor,Chainreactor,2009,,,,,,f,Group,,id-7709,
id-551009,610e0353975641ee9d0e24dc8d2c4dd4,I Luf,Luf I,2000,,,,,,f,Group,,id-105,
id-287538,9918648e9eb84fd19c0db8f378744eb9,Leeroy Stagger,Stagger Leeroy,1982,10,28,,,,f,Person,Male,id-38,
id-396950,d893c21cc14940a4a2f9aa98eedcc5b6,Group 1 Crew,Group 1 Crew,2006,,,,,,f,Group,,id-222,
id-106905,573e31a9d1ea4a18b539847a5a1945ad,Klaus Wunderlich,Wunderlich Klaus,1931,6,18,1997,10,28,t,Person,Male,id-81,
id-440614,f7867df2e78b46e28dda8ee977b6ad82,Michal Tučný,Tučný Michal,1947,1,11,1995,3,10,t,Person,Male,id-56,
id-171133,c09bd12977b645b09be1b259a3625bf2,平原綾香,Hirahara Ayaka,1984,5,9,,,,f,Person,Female,id-107,
id-2052423,f5ef95cae5a44d008d329c2f4cb86007,Marián Greksa,Greksa Marián,,,,,,,f,Person,Male,id-189,
id-268451,1aa072cfdf5843a0bab754bb1c291ee5,Ars Nova,Ars Nova,,,,,,,f,Group,,,electronicaindieexperimental
id-1590,c7356af99ea64a78a55bc73775716312,Charlie Parker,Parker Charlie,1920,8,29,1955,3,12,t,Person,Male,id-222,aka Bird jazz alto saxophonist
id-1500451,5589267f46804c0ab7bc0bfa9abc5bd0,The Homestuck Fan Musicians,Homestuck Fan Musicians The,,,,,,,f,,,,
id-3992,34ae6744041c415daa7b6b4a06ec7d0e,Quoit,Quoit,1967,10,12,,,,f,Person,Male,id-221,drum and bass alias of Mick Harris
id-21240,ff95eb4741c44f7fa104cdc30f02e872,Brian Eno,Eno Brian,1948,5,15,,,,f,Person,Male,id-221,
id-9098,ec477866bfaa48e0affd1c151ef61b7b,Laurent Garnier,Garnier Laurent,1966,2,1,,,,f,Person,Male,id-73,
id-315749,99acd557c4e240869be985f57184dadc,OSTR,OSTR,1980,5,15,,,,f,Person,Male,id-170,Polish rapper musician and producer
id-2907,0ea427c807d44f9c92c6bc4e8241799a,Cirque du Soleil,Cirque du Soleil,1984,7,7,,,,f,Group,,id-38,
id-441133,7ec4c522189f4defbcdd0d4244f8067b,Anhedonia,Anhedonia,,,,,,,f,Person,Male,id-56,Electronica  Experimental  IDM from Czech Republic
id-470993,dbe663dfde0446578c3bcf88c3088f07,Lento,Lento,2004,,,,,,f,Group,,id-105,Italian atmospheric sludge metal band
id-337068,6e2f63bfc1eb473fa2aacd2daf08f5ec,Тараканы,Tarakany,1991,5,,,,,f,Group,,id-176,Soviet punk rock band
id-860740,c7c3514eef4d4d8d8d44690fb2393e6a,White Label,White Label,,,,,,,f,Group,,id-67,Estonian girl group
id-948816,b0a94f74b12a4a7ba3019c837dbf7709,Dan Kwekel,Kwekel Dan,,,,,,,f,,,,
id-39182,29c0b6087d76432baedf61a1533b621c,Luxus Leverpostei,Luxus Leverpostei,,,,,,,f,Group,,id-160,
id-448704,925d3918c11247b5b799fd62c4477578,Juaninacka,Juaninacka,,,,,,,f,Person,Male,id-194,
id-39235,d581b2f2f9454566a2492d0171466993,Niccolò Paganini,Paganini Niccolò,1782,10,27,1840,5,27,t,Person,Male,id-105,composer and violinist
id-136091,4bf89e026c3046039f6a52619b1bea1a,Aloe Blacc,Blacc Aloe,1979,1,7,,,,f,Person,Male,id-222,
id-942937,3676b4ede26f4d7998a67dd07711963c,Roseaux,Roseaux,,,,,,,f,Group,,id-73,
id-641639,9fd52d9ede0d414ea5c0bcd36a3865dc,Bill Sims,Sims Bill,1949,6,23,2019,2,2,t,Person,Male,id-222,
id-92267,fc31ddde00304cc391805cc4e7004fef,Rolfe Kent,Kent Rolfe,1963,4,18,,,,f,Person,Male,id-221,British score composer
id-1967284,1de17e5819d949399b4d4f9081582525,Sven Gunderssen,Sven Gunderssen,,,,,,,f,Person,Male,,
id-1114,1f43d76f8edf44f6aaf1b65f05ad9402,The Flaming Lips,Flaming Lips The,1983,,,,,,f,Group,,id-222,
id-52743,5aeb21a346064a0d836950c768d1e99a,Stars,Stars,2000,,,,,,f,Group,,id-7279,Canadian indie pop band
id-61861,3abc3eb1731841d2a52bcbe14a14d8a0,Gustavo Santaolalla,Santaolalla Gustavo,1951,8,19,,,,f,Person,Male,id-10,
id-470095,88ec776470f648a2b89d5a004dc1dfa3,Absolve,Absolve,2000,,,2004,,,t,Group,,id-222,American rockband
id-559981,6fb4dc794b564535b0315d2fe9781ba7,Ștefan Iordache,Iordache Ștefan,1941,2,3,2008,9,14,t,Person,Male,id-175,Romanian actor
id-560475,6d7b2586585f43888935b842a9561f51,João Triangular,João Triangular,,,,,,,f,Person,,,
id-1126354,c0d4f303978047a9908421eff13dafd2,Chris Baines,Baines Chris,,,,,,,f,Person,,,
id-56757,51bde19bfeed4e6c99e784327defabe2,Alcione,Alcione,1947,11,21,,,,f,Person,Female,id-30,
id-49695,ffdf7f27a12c40fe8ae3050b46fc2f79,Ed Motta,Motta Ed,1971,8,17,,,,f,Person,Male,id-30,
id-86412,60ec27f8d401454e9e0a1818e07705ad,St Eve,St Eve,,,,,,,f,,,,
id-992362,92a1a33c25664ba49a474caa62fb7721,Ricky Hollywood,Hollywood Ricky,,,,,,,f,Person,Male,id-73,french artist Stéphane Bellity
id-1010938,984709c0dfa5476692f7d2b499cb2591,Rocco Raimundo,Raimundo Rocco,,,,,,,f,Person,Male,,
id-74886,be7ef0ac970246bdaf8fe8acc6a75831,Manuel Salado,Salado Manuel,,,,,,,f,Person,,,
id-184627,cef09956ccbc4faea4a46f723922e240,Trencher,Trencher,,,,,,,f,,,,
id-2560,88502cc320e74c5db583ea84ed263db4,Alpha Blondy,Alpha Blondy,1953,1,1,,,,f,Person,Male,id-52,
id-30600,6cfd7ffc824f42198e274b9417700f44,Brad Paisley,Paisley Brad,1972,10,28,,,,f,Person,Male,id-222,
id-22656,a4dd0e7783b84e9289b7effb0e47fd8c,LL Cool J,LL Cool J,1968,1,14,,,,f,Person,Male,id-222,
id-282220,b064b6f2359248d8a51e36a664b53951,Echo Orbiter,Echo Orbiter,1996,,,,,,f,Group,,id-222,
id-224851,4379f1b3d8a74bb68b3f4303e63ccdb3,中川幸太郎,Nakagawa Kotaro,1969,2,7,,,,f,Person,Male,id-107,
id-774820,dc1a6141a18f44a7bb4538f3bf7b4b40,David Eddings,Eddings David,1931,7,7,2009,6,2,t,Person,Male,id-222,
id-1238620,9b20b62ef5854bca9b2c779f21ea6fe8,Cameron Beierle,Beierle Cameron,,,,,,,f,Person,Male,id-21777,
id-60465,7412679b6fa747f7bbdff4a7f55c00ce,Supergroove,Supergroove,1989,12,31,,,,f,Group,,id-153,
id-54427,cb099ac207824a11b635aebb94a8a2d9,Dilba,Dilba,1971,11,24,,,,f,Person,Female,id-202,
id-340959,092c62fe68504c53bf7c9a48f150f3cf,Özdemir Erdoğan,Erdoğan Özdemir,1940,6,17,,,,f,Person,Male,id-214,
id-115213,833f97c21a794d55ad4f0b1b5c3ae574,Abe Schwartzs Orchestra,Schwartz Abe Orchestra,,,,,,,f,Group,,id-222,
id-663679,9a43191f240c4c1aaf286eab0a39c1ed,Toomas Anni,Anni Toomas,1966,9,24,,,,f,Person,Male,id-67,
id-32368,d66bd7543a95406cab632f7e1c7a8641,The Blenders,Blenders The,,,,,,,f,Group,,id-222,US a cappella group 80s to now
id-919987,ee9834c667ae4155b6072f2aca0f7f45,Youngblood Hawke,Youngblood Hawke,2012,,,,,,f,Group,,id-222,
id-125932,c60f9fb1b5194c70ba0cd89b9e96aff1,Amp,Amp,,,,,,,f,Group,,,Richard Walker  Karine Charff Drone Rock
id-470716,95b1f209ccf94b11a9e8a768ec82c6dd,Ayn Rand,Rand Ayn,1905,2,2,1982,3,6,t,Person,Female,id-222,RussianAmerican writer
id-122373,6bf692e0baac442894c3423d52508cf0,Jon Lord,Lord Jon,1941,6,9,2012,7,16,t,Person,Male,id-221,
id-349617,4f76d5e09cee4aebb0f86c7e99040d34,Krêposuk,Krêposuk,1996,9,1,,,,f,Group,,id-73,
id-109937,5427d6a7f2644fb19dbc3c31ecab69ac,7th Moon,7th Moon,1996,,,,,,t,Group,,id-194,
